𠻺	aː⁶
咳	kʰɐt⁷
咳	kʰɔːi³
咳嗽	kʰɐt⁷sɐu³
咳嗽藥	kʰɐt⁷sɐu³jœːk⁹
咳血	kʰɐt⁷hyːt⁸
咶	siː⁶
咷	tʰou⁴
咸	haːm⁴
咹	hɔːn¹
咺	hyːn¹
咺	hyːn²
咻	hɵy²
咻	jɐu¹
咼	kwaː³
咼	waː¹
咽	jiːn¹
咽	jiːn³
咽	jiːt⁸
咽喉	jiːn¹hɐu⁴
咿	jiː¹
咿咿挹挹	jiː¹jiː¹jɐp⁷jɐp⁷
咿咿邑邑	jiː¹jiː¹jɐp⁷jɐp⁷
咿挹	jiː¹jɐp⁷
咿邑	jiː¹jɐp⁷
哀	ɔːi¹
哀傷	ŋɔːi¹sœːŋ¹
哀傷	ɔːi¹sœːŋ¹
哀兵必勝	ŋɔːi¹pɪŋ¹piːt⁷sɪŋ³
哀兵必勝	ɔːi¹pɪŋ¹piːt⁷sɪŋ³
哀叫	ŋɔːi¹kiːu³
哀叫	ɔːi¹kiːu³
哀哉	ŋɔːi¹tsɔːi¹
哀哉	ɔːi¹tsɔːi¹
哀嘆	ŋɔːi¹tʰaːn³
哀嘆	ɔːi¹tʰaːn³
哀思	ŋɔːi¹siː¹
哀思	ɔːi¹siː¹
哀怨	ŋɔːi¹jyːn³
哀怨	ɔːi¹jyːn³
哀悼	ŋɔːi¹tou⁶
哀悼	ɔːi¹tou⁶
哀惜	ŋɔːi¹sɪk⁷
哀惜	ɔːi¹sɪk⁷
哀愁	ŋɔːi¹sɐu⁴
哀愁	ɔːi¹sɐu⁴
哀慟	ŋɔːi¹tʊŋ⁶
哀慟	ɔːi¹tʊŋ⁶
哀憐	ŋɔːi¹liːn⁴
哀憐	ɔːi¹liːn⁴
哀懇	ŋɔːi¹hɐn²
哀懇	ɔːi¹hɐn²
哀戚	ŋɔːi¹tsʰɪk⁷
哀戚	ɔːi¹tsʰɪk⁷
哀榮	ŋɔːi¹wɪŋ⁴
哀榮	ɔːi¹wɪŋ⁴
哀歌	ŋɔːi¹kɔː¹
哀歌	ɔːi¹kɔː¹
哀歎	ŋɔːi¹tʰaːn³
哀歎	ɔːi¹tʰaːn³
哀求	ŋɔːi¹kʰɐu⁴
哀求	ɔːi¹kʰɐu⁴
哀痛	ŋɔːi¹tʰʊŋ³
哀痛	ɔːi¹tʰʊŋ³
哀矜	ŋɔːi¹kɪŋ¹
哀矜	ɔːi¹kɪŋ¹
哀矜勿喜	ŋɔːi¹kɪŋ¹mɐt⁹hei²
哀矜勿喜	ɔːi¹kɪŋ¹mɐt⁹hei²
哀莫大於心死	ŋɔːi¹mɔːk⁹taːi⁶jyː¹sɐm¹sei²
哀莫大於心死	ɔːi¹mɔːk⁹taːi⁶jyː¹sɐm¹sei²
哀號	ŋɔːi¹hou⁴
哀號	ɔːi¹hou⁴
哀訴	ŋɔːi¹sou³
哀訴	ɔːi¹sou³
哀鳴	ŋɔːi¹mɪŋ⁴
哀鳴	ɔːi¹mɪŋ⁴
哀鴻遍野	ŋɔːi¹hʊŋ⁴pʰiːn³jɛː⁵
哀鴻遍野	ɔːi¹hʊŋ⁴pʰiːn³jɛː⁵
品	pɐn²
品位	pɐn²wɐi⁶
品味	pɐn²mei⁶
品嘗	pɐn²sœːŋ⁴
品嚐	pɐn²sœːŋ⁴
品學	pɐn²hɔːk⁹
品學兼優	pɐn²hɔːk⁹kiːm¹jɐu¹
品德	pɐn²tɐk⁷
品性	pɐn²sɪŋ³
品格	pɐn²kaːk⁸
品格高尚	pɐn²kaːk⁸kou¹sœːŋ⁶
品牌	pɐn²pʰaːi⁴
品目	pɐn²mʊk⁹
品種	pɐn²tsʊŋ²
品種改良	pɐn²tsʊŋ²kɔːi²lœːŋ⁴
品管	pɐn²kuːn²
品紅	pɐn²hʊŋ⁴
品級	pɐn²kʰɐp⁷
品綠	pɐn²lʊk⁹
品茗	pɐn²mɪŋ⁵
品茶	pɐn²tsʰaː⁴
品藍	pɐn²laːm⁴
品行	pɐn²hɐŋ⁶
品評	pɐn²pʰɪŋ⁴
品貌	pɐn²maːu⁶
品貌出眾	pɐn²maːu⁶tsʰɵt⁷tsʊŋ³
品貌出衆	pɐn²maːu⁶tsʰɵt⁷tsʊŋ³
品貌雙全	pɐn²maːu⁶sœːŋ¹tsʰyːn⁴
品質	pɐn²tsɐt⁷
品質管制	pɐn²tsɐt⁷kuːn²tsɐi³
品頭論足	pɐn²tʰɐu⁴lɵn⁶tsʊk⁷
品類	pɐn²lɵy⁶
哂	saːi³
哂	tsʰɐn²
哄	hʊŋ²
哄	hʊŋ³
哄	hʊŋ⁶
哅	hʊŋ¹
哆	tɔː¹
哆	tsʰɛː²
哆	tsʰiː²
哆嗦	tɔː¹sɔː¹
哇	waː¹
哈	haː¹
哈哈大笑	haː¹haː¹taːi⁶siːu³
哈士蟆	haː¹siː⁶maː⁴
哈密瓜	haː¹mɐt⁹kwaː¹
哈巴	haː¹paː¹
哈欠	haː¹hiːm³
哉	tsɔːi¹
哋	tei²
哋	tei⁶
哋	tiː⁴
响	hœːŋ²
响入面	hœːŋ²jɐp⁹miːn⁶
响屋企	hœːŋ²ŋʊk⁷kʰei²
响度	hœːŋ²tou⁶
响處	hœːŋ²syː³
响邊度	hœːŋ²piːn¹tou⁶
哎	aːi¹
哎	ɐi³
哎吔	ɐi¹jaː³
哎呀	ɐi¹aː¹
哎喲	ɐi¹jɔː¹
哏	kɐn¹
哓	hiːu¹
哕	jyːt⁹
哚	tɛːu¹
哚	tɔː²
哜	tsʰɐi⁶
哞	mɐu¹
哞	mɐu⁴
員	jyːn⁴
員	wɐn⁴
員工	jyːn⁴kʊŋ¹
哢	lʊŋ⁶
哣	tɐu⁶
哤	mɔːŋ⁴
哥	kɔː¹
哥哥	kɔː⁴kɔː¹
哥哥仔	kɔː⁴kɔː¹tsɐi²
哥爾夫	kɔː¹jiː⁵fuː¹
哥爾夫球	kɔː¹jiː⁵fuː¹kʰɐu⁴
哥記	kɔː¹kei³
哦	ŋɔː⁴
哦	ɔː²
哦	ɔː⁴
哦	ɔː⁶
哧	tsʰiː¹
哧哧	tsʰiː¹tsʰiː¹
哨	saːu³
哨兵	saːu³pɪŋ¹
哩	lei⁵
哩	lɛː¹
哩	liː¹
哩	niː¹
哩個	liː¹kɔː³
哩個	niː¹kɔː³
哩個係	liː¹kɔː³hɐi⁶
哩個係	niː¹kɔː³hɐi⁶
哩個嘢	liː¹kɔː³jɛː⁵
哩個嘢	niː¹kɔː³jɛː⁵
哩味嘢	liː¹mei²jɛː⁵
哩味嘢	niː¹mei⁶jɛː⁵
哩哩啦啦	liː¹liː¹laː¹laː¹
哩啲	liː¹tiː¹
哩啲	niː¹tiː¹
哩啲嘢	liː¹tiː¹jɛː⁵
哩啲嘢	niː¹tiː¹jɛː⁵
哩嘢	liː¹jɛː⁵
哩嘢	niː¹jɛː⁵
哩度	liː¹tou⁶
哩度	niː¹tou⁶
哩排	liː¹pʰaːi²
哩排	liː¹pʰaːi⁴
哩排	niː¹pʰaːi²
哩排好唔𠶧	liː¹pʰaːi⁴hou²m̩⁴tiːm⁶
哩排好唔𠶧	niː¹pʰaːi²hou²m̩⁴tiːm⁶
哩排好唔掂	liː¹pʰaːi⁴hou²m̩⁴tiːm⁶
哩排好唔掂	niː¹pʰaːi²hou²m̩⁴tiːm⁶
哩種	liː¹tsʊŋ²
哩種	niː¹tsʊŋ²
哪	naː¹
哪	naː⁴
哪	naː⁵
哪吒	laː⁴tsaː¹
哪吒	naː⁴tsaː¹
哫	tsʊk⁷
哭	hʊk⁷
哭泣	hʊk⁷jɐp⁷
哮	haːu¹
哮喘	haːu¹tsʰyːn²
哱	puːt⁹
哲	tsiːt⁸
哲學	tsiːt⁸hɔːk⁹
哲學家	tsiːt⁸hɔːk⁹kaː¹
哳	tsaːt⁸
哶	mɛː¹
哷	lyːt⁸
哺	pou¹
哺	pou⁶
哺乳	pou⁶jyː⁵
哺乳動物	pou⁶jyː⁵tʊŋ⁶mɐt⁹
哺雞仔	pou⁶kɐi¹tsɐi²
哺鷄仔	pou⁶kɐi¹tsɐi²
哼	hɐŋ¹
哼	hŋ̩⁶
哼	ŋ¹
哼唱	hɐŋ¹tsʰœːŋ³
哼歌	hɐŋ¹kɔː¹
哽	ɐŋ²
哽	kɐŋ²
哽	kʰɐŋ²
哽咽	kɐŋ²jiːt⁸
哽唔落	kʰɐŋ²m̩⁴lɔːk⁹
哽死	kʰɐŋ²sei²
哽親	kʰɐŋ²tsʰɐn¹
哽頸	kʰɐŋ²kɛːŋ²
哽骨	kʰɐŋ²kwɐt⁷
哿	hɔː²
哿	kɔː²
唁	jiːn⁶
唂	kʊk⁷
唂咕	kʊk⁷kuː²
唃	kʊk⁷
唄	paːi⁶
唅	hɐm¹
唅	hɐm³
唅	hɐm⁴
唅	ŋɐm⁴
唅	ŋɐm⁶
唅	ŋɐn⁴
唆	sɔː¹
唆使	sɔː¹siː²
唈	jɐp⁷
唉	aːi¹
唉	ɔːi¹
唉唉聲	aːi⁴aːi²sɛːŋ¹
唉唉聲	haːi⁴haːi²sɛːŋ¹
唉聲嘆氣	ɐi¹sɪŋ¹tʰaːn³hei³
唉聲歎氣	ɐi¹sɪŋ¹tʰaːn³hei³
唊	kaːp⁸
唊	kaːp⁹
唌	jiːn⁴
唎	lei¹
唎	lɛː³
唎	lɛː⁵
唎	liː¹
唏	hei¹
唏噓	hei¹hɵy¹
唐	tʰɔːŋ⁴
唐人	tʰɔːŋ⁴jɐn⁴
唐人街	tʰɔːŋ⁴jɐn⁴kaːi¹
唐字	tʰɔːŋ⁴tsiː⁶
唐山	tʰɔːŋ⁴saːn¹
唐朝	tʰɔːŋ⁴tsʰiːu⁴
唐樓	tʰɔːŋ⁴lɐu²
唐生菜	tʰɔːŋ⁴saːŋ¹tsʰɔːi³
唐突	tʰɔːŋ⁴tɐt⁹
唐裝	tʰɔːŋ⁴tsɔːŋ¹
唐裝衫	tʰɔːŋ⁴tsɔːŋ¹saːm¹
唐詩	tʰɔːŋ⁴siː¹
唐餅	tʰɔːŋ⁴pɛːŋ²
唐餐	tʰɔːŋ⁴tsʰaːn¹
唑	tsɔː⁶
唓	tsʰɛː¹
唔	m̩⁴
唔	ŋ⁴
唔𠶧	m̩⁴tiːm⁶
唔㜺	m̩⁴tsaːn²
唔一定	m̩⁴jɐt⁷tɪŋ⁶
唔三唔四	m̩⁴saːm¹m̩⁴sei³
唔中意	m̩⁴tsʊŋ¹jiː³
唔中用	m̩⁴tsʊŋ¹jʊŋ⁶
唔似	m̩⁴tsʰiː⁵
唔似樣	m̩⁴tsʰiː⁵jœːŋ²
唔使	m̩⁴sɐi²
唔使一陣	m̩⁴sɐi²jɐt⁷tsɐn⁶
唔使做	m̩⁴sɐi²tsou⁶
唔使咁火滾	m̩⁴sɐi²kɐm³fɔː²kwɐn²
唔使咁謙噃	m̩⁴sɐi²kɐm³hiːm¹pɔː³
唔使唔該	m̩⁴sɐi²m̩⁴kɔːi¹
唔使問阿貴	m̩⁴sɐi²mɐn⁶aː³kwɐi³
唔使客氣	m̩⁴sɐi²haːk⁸hei³
唔使慌	m̩⁴sɐi²fɔːŋ¹
唔使憂	m̩⁴sɐi²jɐu¹
唔使指擬	m̩⁴sɐi²tsiː²jiː⁵
唔使講	m̩⁴sɐi²kɔːŋ²
唔使送呀	m̩⁴sɐi²sʊŋ³aː³
唔使驚	m̩⁴sɐi²kɛːŋ¹
唔係	m̩⁴hɐi⁶
唔係呀嘛	m̩⁴hɐi⁶aː³maː³
唔係呀話	m̩⁴hɐi⁶aː³waː²
唔係啩	m̩⁴hɐi⁶kwaː³
唔係嘅話	m̩⁴hɐi⁶kɛː³waː⁶
唔係噉話	m̩⁴hɐi⁶kɐm²waː²
唔係噉話，你過獎喇	m̩⁴hɐi⁶kɐm²waː²lei⁵kwɔː³tsœːŋ²laː³
唔係噉話，你過獎喇	m̩⁴hɐi⁶kɐm²waː²nei⁵kwɔː³tsœːŋ²laː³
唔係好合	m̩⁴hɐi⁶hou²kaːp⁸
唔係好夾	m̩⁴hɐi⁶hou²kaːp⁸
唔係幾	m̩⁴hɐi⁶kei²
唔係幾似	m̩⁴hɐi⁶kei²tsʰiː⁵
唔係手腳	m̩⁴hɐi⁶sɐu²kœːk⁸
唔係路	m̩⁴hɐi⁶lou⁶
唔信	m̩⁴sɵn³
唔俾面	m̩⁴pei²miːn²
唔值得	m̩⁴tsɪk⁹tɐk⁷
唔做	m̩⁴tsou⁶
唔公平	m̩⁴kʊŋ¹pʰɪŋ⁴
唔再	m̩⁴tsɔːi³
唔准	m̩⁴tsɵn²
唔出得聲	m̩⁴tsʰɵt⁷tɐk⁷sɛːŋ¹
唔出聲	m̩⁴tsʰɵt⁷sɛːŋ¹
唔切	m̩⁴tsʰiːt⁸
唔到你	m̩⁴tou³lei⁵
唔到你	m̩⁴tou³nei⁵
唔到你唔信	m̩⁴tou³lei⁵m̩⁴sɵn³
唔到你唔信	m̩⁴tou³nei⁵m̩⁴sɵn³
唔制	m̩⁴tsɐi³
唔制得過	m̩⁴tsɐi³tɐk⁷kwɔː³
唔化	m̩⁴faː³
唔化算	m̩⁴faː³syːn³
唔去得	m̩⁴hɵy³tɐk⁷
唔及得	m̩⁴kʰɐp⁹tɐk⁷
唔及得人	m̩⁴kʰɐp⁹tɐk⁷jɐn⁴
唔受得	m̩⁴sɐu⁶tɐk⁷
唔可以	m̩⁴hɔː²jiː⁵
唔可能	m̩⁴hɔː²lɐŋ⁴
唔可能	m̩⁴hɔː²nɐŋ⁴
唔叻得去邊	m̩⁴lɛːk⁷tɐk⁷hɵy³piːn¹
唔合	m̩⁴kaːp⁸
唔合法	m̩⁴hɐp⁹faːt⁸
唔合理	m̩⁴hɐp⁹lei⁵
唔合適	m̩⁴hɐp⁹sɪk⁷
唔同	m̩⁴tʰʊŋ⁴
唔同意	m̩⁴tʰʊŋ⁴jiː³
唔响度	m̩⁴hœːŋ²tou⁶
唔𠶧唸到𠶧為止	m̩⁴tiːm⁶lɐm²tou³tiːm⁶wɐi⁴tsiː²
唔啱	m̩⁴aːm¹
唔啱	m̩⁴ŋaːm¹
唔啱傾	m̩⁴aːm¹kʰɪŋ¹
唔啱傾	m̩⁴ŋaːm¹kʰɪŋ¹
唔啱咀形	m̩⁴aːm¹tsɵy²jɪŋ⁴
唔啱咀形	m̩⁴ŋaːm¹tsɵy²jɪŋ⁴
唔啱心水	m̩⁴aːm¹sɐm¹sɵy²
唔啱心水	m̩⁴ŋaːm¹sɐm¹sɵy²
唔啱數	m̩⁴aːm¹sou³
唔啱數	m̩⁴ŋaːm¹sou³
唔啱牙	m̩⁴aːm¹aː²
唔啱牙	m̩⁴ŋaːm¹ŋaː²
唔啱用	m̩⁴aːm¹jʊŋ⁶
唔啱用	m̩⁴ŋaːm¹jʊŋ⁶
唔啱睇	m̩⁴aːm¹tʰɐi²
唔啱睇	m̩⁴ŋaːm¹tʰɐi²
唔喐	m̩⁴jʊk⁷
唔喐得	m̩⁴jʊk⁷tɐk⁷
唔單只	m̩⁴taːn¹tsiː²
唔單止	m̩⁴taːn¹tsiː²
唔單止噉	m̩⁴taːn¹tsiː²kɐm²
唔喺屋企	m̩⁴hɐi²ŋʊk⁷kʰei²
唔喺度	m̩⁴hɐi²tou⁶
唔嚟得	m̩⁴lei⁴tɐk⁷
唔在講	m̩⁴tsɔːi⁶kɔːŋ²
唔多	m̩⁴tɔː¹
唔夠	m̩⁴kɐu³
唔夠quail	m̩⁴kɐu³kʰɔː¹liː²
唔夠quali	m̩⁴kɐu³kʰɔː¹liː²
唔夠佢嚟	m̩⁴kɐu³kʰɵy⁵lei⁴
唔夠佢打	m̩⁴kɐu³kʰɵy⁵taː²
唔夠佢爭	m̩⁴kɐu³kʰɵy⁵tsaːŋ¹
唔夠佢鬥	m̩⁴kɐu³kʰɵy⁵tɐu³
唔夠使	m̩⁴kɐu³sɐi²
唔夠力	m̩⁴kɐu³lɪk⁹
唔夠喉	m̩⁴kɐu³hɐu⁴
唔夠埞方	m̩⁴kɐu³tɛːŋ⁶fɔːŋ¹
唔夠揳牙罅	m̩⁴kɐu³siːp⁸aː⁴laː³
唔夠揳牙罅	m̩⁴kɐu³siːp⁸ŋaː⁴laː³
唔夠攝牙罅	m̩⁴kɐu³siːp⁸aː⁴laː³
唔夠攝牙罅	m̩⁴kɐu³siːp⁸ŋaː⁴laː³
唔夠皮	m̩⁴kɐu³pʰei²
唔夠瞓	m̩⁴kɐu³fɐn³
唔夠老友	m̩⁴kɐu³lou⁵jɐu⁵
唔夾	m̩⁴kaːp⁸
唔好	m̩⁴hou²
唔好	mou²
唔好出聲	mou²tsʰɵt⁷sɛːŋ¹
唔好啦	mou²laː³
唔好喊	mou²haːm³
唔好喐	mou²jʊk⁷
唔好嘈	mou²tsʰou⁴
唔好客氣	mou²haːk⁸hei³
唔好得去邊	m̩⁴hou²tɐk⁷hɵy³piːn¹
唔好心急	mou²sɐm¹kɐp⁷
唔好意思	m̩⁴hou²jiː³siː³
唔好意頭	m̩⁴hou²jiː³tʰɐu⁴
唔好擔心	mou²taːm¹sɐm¹
唔好睇	m̩⁴hou²tʰɐi²
唔好聽	m̩⁴hou²tʰɛːŋ¹
唔好計帶	mou²kɐi³taːi³
唔好講	mou²kɔːŋ²
唔好郁	mou²jʊk⁷
唔好預我	mou²jyː⁶ŋɔː⁵
唔好預我	mou²jyː⁶ɔː⁵
唔好食	m̩⁴hou²sɪk⁹
唔好飲	m̩⁴hou²jɐm²
唔妥	m̩⁴tʰɔː⁵
唔安全	m̩⁴ŋɔːn¹tsʰyːn⁴
唔安全	m̩⁴ɔːn¹tsʰyːn⁴
唔安樂	m̩⁴ŋɔːn¹lɔːk⁹
唔安樂	m̩⁴ɔːn¹lɔːk⁹
唔定	m̩⁴tɪŋ²
唔容易	m̩⁴jʊŋ⁴jiː⁶
唔實際	m̩⁴sɐt⁹tsɐi³
唔對路	m̩⁴tɵy³lou⁶
唔小心	m̩⁴siːu²sɐm¹
唔少	m̩⁴siːu²
唔少得	m̩⁴siːu²tɐk⁷
唔嶄	m̩⁴tsaːn²
唔得	m̩⁴tɐk⁷
唔得𠶧	m̩⁴tɐk⁷tiːm⁶
唔得切	m̩⁴tɐk⁷tsʰiːt⁸
唔得掂	m̩⁴tɐk⁷tiːm⁶
唔得閑	m̩⁴tɐk⁷haːn⁴
唔得閒	m̩⁴tɐk⁷haːn⁴
唔志在	m̩⁴tsiː³tsɔːi⁶
唔忿氣	m̩⁴fɐn⁶hei³
唔怕	m̩⁴pʰaː³
唔怕醜	m̩⁴pʰaː³tsʰɐu²
唔怪之得	m̩⁴kwaːi³tsiː¹tɐk⁷
唔怪乎	m̩⁴kwaːi³fuː⁴
唔怪得	m̩⁴kwaːi³tɐk⁷
唔想	m̩⁴sœːŋ²
唔慣	m̩⁴kwaːn³
唔憂	m̩⁴jɐu¹
唔憂食，唔憂著	m̩⁴jɐu¹sɪk⁹m̩⁴jɐu¹tsœːk⁸
唔應該	m̩⁴jɪŋ¹kɔːi¹
唔打得都睇得	m̩⁴taː²tɐk⁷tou¹tʰɐi²tɐk⁷
唔抵	m̩⁴tɐi²
唔抵幫	m̩⁴tɐi²pɔːŋ¹
唔挐更	m̩⁴laː¹kaːŋ¹
唔挐更	m̩⁴naː¹kaːŋ¹
唔挐耕	m̩⁴laː¹kaːŋ¹
唔挐耕	m̩⁴naː¹kaːŋ¹
唔捨得	m̩⁴sɛː²tɐk⁷
唔捱得	m̩⁴aːi⁴tɐk⁷
唔捱得	m̩⁴ŋaːi⁴tɐk⁷
唔捱得苦	m̩⁴aːi⁴tɐk⁷fuː²
唔捱得苦	m̩⁴ŋaːi⁴tɐk⁷fuː²
唔掂	m̩⁴tiːm⁶
唔掂諗到掂為止	m̩⁴tiːm⁶lɐm²tou³tiːm⁶wɐi⁴tsiː²
唔搭界	m̩⁴taːp⁸kaːi³
唔撈	m̩⁴lou¹
唔敢	m̩⁴kɐm²
唔方便	m̩⁴fɔːŋ¹piːn⁶
唔明	m̩⁴mɪŋ⁴
唔易做	m̩⁴jiː⁶tsou⁶
唔𠸎更	m̩⁴laː¹kaːŋ¹
唔𠸎更	m̩⁴naː¹kaːŋ¹
唔會	m̩⁴wuːi⁵
唔會啩	m̩⁴wuːi⁵kwaː³
唔會嘅	m̩⁴wuːi⁵kɛː³
唔會輸蝕	m̩⁴wuːi⁵syː¹siːt⁹
唔止	m̩⁴tsiː²
唔正常	m̩⁴tsɪŋ³sœːŋ⁴
唔死都冇用	m̩⁴sei²tou¹mou⁵jʊŋ⁶
唔清楚	m̩⁴tsʰɪŋ¹tsʰɔː²
唔為得過	m̩⁴wɐi⁴tɐk⁷kwɔː³
唔理	m̩⁴lei⁵
唔生性	m̩⁴saːŋ¹sɪŋ³
唔畀面	m̩⁴pei²miːn²
唔發市	m̩⁴faːt⁸siː⁵
唔盞	m̩⁴tsaːn²
唔相信	m̩⁴sœːŋ¹sɵn³
唔睬佢	m̩⁴tsʰɔːi²kʰɵy⁵
唔知	m̩⁴tsiː¹
唔知好醜	m̩⁴tsiː¹hou²tsʰɐu²
唔知死	m̩⁴tsiː¹sei²
唔知道	m̩⁴tsiː¹tou⁶
唔知醜	m̩⁴tsiː¹tsʰɐu²
唔知點解	m̩⁴tsiː¹tiːm²kaːi²
唔禁	m̩⁴kʰɐm¹
唔禁打	m̩⁴kʰɐm¹taː²
唔禁等	m̩⁴kʰɐm¹tɐŋ²
唔禁著	m̩⁴kʰɐm¹tsœːk⁸
唔穩	m̩⁴wɐn²
唔等使	m̩⁴tɐŋ²sɐi²
唔等駛	m̩⁴tɐŋ²sɐi²
唔經唔覺	m̩⁴kɪŋ¹m̩⁴kɔːk⁸
唔緊要	m̩⁴kɐn²jiːu³
唔習慣	m̩⁴tsaːp⁹kwaːn³
唔耐	m̩⁴lɔːi⁶
唔耐	m̩⁴nɔːi⁶
唔耐煩	m̩⁴lɔːi⁶faːn⁴
唔耐煩	m̩⁴nɔːi⁶faːn⁴
唔𠸎耕	m̩⁴laː¹kaːŋ¹
唔𠸎耕	m̩⁴naː¹kaːŋ¹
唔聲	m̩⁴sɛːŋ¹
唔聽佢支死人笛	m̩⁴tʰɛːŋ¹kʰɵy⁵tsiː¹sei²jɐn⁴tɛːk⁹
唔聽佢笛	m̩⁴tʰɛːŋ¹kʰɵy⁵tɛːk⁹
唔能	m̩⁴lɐŋ⁴
唔能	m̩⁴nɐŋ⁴
唔至於	m̩⁴tsiː³jyː¹
唔興	m̩⁴hɪŋ¹
唔舒服	m̩⁴syː¹fʊk⁹
唔落得手	m̩⁴lɔːk⁹tɐk⁷sɐu²
唔著	m̩⁴tsœːk⁹
唔著襪	m̩⁴tsœːk⁸mɐt⁹
唔行得	m̩⁴haːŋ⁴tɐk⁷
唔行得埋	m̩⁴haːŋ⁴tɐk⁷maːi⁴
唔行得開	m̩⁴haːŋ⁴tɐk⁷hɔːi¹
唔衰得	m̩⁴sɵy¹tɐk⁷
唔衰攞嚟衰	m̩⁴sɵy¹lɔː²lei⁴sɵy¹
唔襟打	m̩⁴kʰɐm¹taː²
唔要	m̩⁴jiːu³
唔要得	m̩⁴jiːu³tɐk⁷
唔見咗	m̩⁴kiːn³tsɔː²
唔見得人	m̩⁴kiːn³tɐk⁷jɐn⁴
唔見得光	m̩⁴kiːn³tɐk⁷kwɔːŋ¹
唔見棺材唔流眼淚	m̩⁴kiːn³kuːn¹tsʰɔːi⁴m̩⁴lɐu⁴aːn⁵lɵy⁶
唔見棺材唔流眼淚	m̩⁴kiːn³kuːn¹tsʰɔːi⁴m̩⁴lɐu⁴ŋaːn⁵lɵy⁶
唔覺意	m̩⁴kɔːk⁸jiː³
唔覺眼	m̩⁴kɔːk⁸ŋaːn⁵
唔計帶	m̩⁴kɐi³taːi³
唔記得	m̩⁴kei³tɐk⁷
唔記得咗	m̩⁴kei³tɐk⁷tsɔː²
唔話得	m̩⁴waː⁶tɐk⁷
唔該	m̩⁴kɔːi¹
唔該借歪	m̩⁴kɔːi¹tsɛː³mɛː²
唔該晒	m̩⁴kɔːi¹saːi³
唔認得	m̩⁴jɪŋ⁶tɐk⁷
唔認數	m̩⁴jɪŋ⁶sou³
唔論	m̩⁴lɵn⁶
唔𠶧諗到𠶧為止	m̩⁴tiːm⁶lɐm²tou³tiːm⁶wɐi⁴tsiː²
唔識	m̩⁴sɪk⁷
唔識佢	m̩⁴sɪk⁷
唔識做	m̩⁴sɪk⁷tsou⁶
唔識唱歌	m̩⁴sɪk⁷tsʰœːŋ³kɔː¹
唔識字	m̩⁴sɪk⁷tsiː⁶
唔識死	m̩⁴sɪk⁷sei²
唔識睇	m̩⁴sɪk⁷tʰɐi²
唔識聽	m̩⁴sɪk⁷tʰɛːŋ¹
唔識衰	m̩⁴sɪk⁷sɵy¹
唔識解	m̩⁴sɪk⁷kaːi²
唔識路	m̩⁴sɪk⁷lou⁶
唔識轉彎	m̩⁴sɪk⁷tsyːn²waːn¹
唔走得	m̩⁴tsɐu²tɐk⁷
唔輸蝕	m̩⁴syː¹siːt⁹
唔近	m̩⁴kʰɐn⁵
唔通	m̩⁴tʰʊŋ¹
唔通氣	m̩⁴tʰʊŋ¹hei³
唔道德	m̩⁴tou⁶tɐk⁷
唔郁得	m̩⁴jʊk⁷tɐk⁷
唔重要	m̩⁴tsʊŋ⁶jiːu³
唔錯	m̩⁴tsʰɔː³
唔鍾意	m̩⁴tsʊŋ¹jiː³
唔開心	m̩⁴hɔːi¹sɐm¹
唔開胃	m̩⁴hɔːi¹wɐi⁶
唔關事	m̩⁴kwaːn¹siː⁶
唔關你事	m̩⁴kwaːn¹lei⁵siː⁶
唔關你事	m̩⁴kwaːn¹nei⁵siː⁶
唔關我事	m̩⁴kwaːn¹ŋɔː⁵siː⁶
唔關我事	m̩⁴kwaːn¹ɔː⁵siː⁶
唔阻你	m̩⁴tsɔː²lei⁵
唔阻你	m̩⁴tsɔː²nei⁵
唔難	m̩⁴laːn⁴
唔難	m̩⁴naːn⁴
唔需要	m̩⁴sɵy¹jiːu³
唔食力	m̩⁴sɪk⁹lɪk⁹
唔食雜	m̩⁴sɪk⁹tsaːp⁹
唔駛	m̩⁴sɐi²
唔駛一陣	m̩⁴sɐi²jɐt⁷tsɐn⁶
唔駛咁謙噃	m̩⁴sɐi²kɐm³hiːm¹pɔː³
唔駛問阿貴	m̩⁴sɐi²mɐn⁶aː³kwɐi³
唔駛客氣	m̩⁴sɐi²haːk⁸hei³
唔駛驚	m̩⁴sɐi²kɛːŋ¹
唔騷	m̩⁴sou¹
唔驚唔覺	m̩⁴kɪŋ¹m̩⁴kɔːk⁸
唔高興	m̩⁴kou¹hɪŋ³
唔鹹唔淡	m̩⁴haːm⁴m̩⁴tʰaːm⁵
唗	tɐu¹
唗	tɐu²
唚	tsɐm⁶
唚	tsʰɐm³
唛	mɐk⁷
唝	kʊŋ³
唞	tʰɐu²
唞吓	tʰɐu²haː⁵
唞啖氣	tʰɐu²taːm⁶hei³
唞工	tʰɐu²kʊŋ¹
唞暑	tʰɐu²syː²
唞氣	tʰɐu²hei³
唞涼	tʰɐu²lœːŋ⁴
唞足精神	tʰɐu²tsʊk⁷tsɪŋ¹sɐn⁴
唞身	tʰɐu²sɐn¹
唡	lœːŋ²
唥	laːŋ¹
唥	laːŋ⁴
唥	laːŋ⁶
唥	lɐŋ³
唦	saː¹
唧	tsɛːk⁷
唧	tsiːt⁷
唧	tsɪk⁷
唧筒	tsiːt⁷tʰʊŋ²
唨	tsɔː²
唪	fʊŋ²
唬	fuː²
唭	kʰei³
售	sɐu⁶
售出	sɐu⁶tsʰɵt⁷
