#name Islandic
#lang lsl
abbadísin	apatiːsɪn
fasistunum	faːsɪstɔnʏm
fasistunum	faːsɪstʏnʏm
fast	fast
fasta	fasta
fastagestur	fastacɛstʏr
fastan	fastan
fastandi	fastantɪ
fastar	fastar
fastari	fastarɪ
fastast	fastast
fastasvefni	fastasvɛpnɪ
fasteign	fasteikn̥
fasteigna	fasteikna
fasteignaeigendum	fasteiknaeiːɣɛntʏm
fasteignagjalda	fasteiknacalta
fasteignagjaldanna	fasteiknacaltana
fasteignagjöld	fasteiknacœlt
fasteignamarkaði	fasteiknamar̥kaðɪ
fasteignamarkaðinum	fasteiknamar̥kaðɪnʏm
fasteignamarkaðnum	fasteiknamar̥kaðnʏm
fasteignamat	fasteiknamaːt
fasteignamati	fasteiknamaːtɪ
fasteignamats	fasteiknamats
fasteignar	fasteiknar
fasteignasala	fasteiknasaːla
fasteignasalan	fasteiknasaːlan
fasteignasalans	fasteiknasaːlans
fasteignasali	fasteiknasaːlɪ
fasteignasölu	fasteiknasœːlʏ
fasteignasölum	fasteiknasœːlʏm
fasteignasölunni	fasteiknasœːlʏnɪ
fasteignaveðbréfinu	fasteiknavɛðprjɛvɪnʏ
fasteignaveðbréfsins	fasteiknavɛðprjɛfsɪns
fasteignaverð	fasteiknavɛrð
fasteignaverði	fasteiknavɛrðɪ
fasteigninni	fasteiknɪnɪ
fasteignir	fasteiknɪr
fasteignum	fasteiknʏm
fastir	fastɪr
fastlega	fastlɛɣa
fastmæltur	fastmail̥tʏr
fastmælum	fastmailʏm
fastra	fastra
fastráðinn	fastrauðɪn
fastráðnir	fastrauðnɪr
fastri	fastrɪ
fastur	fastʏr
fat	faːt
fata	faːta
fatahengi	faːtaheiɲcɪ
fatahengið	faːtaheiɲcɪð
fatahenginu	faːtaheiɲcɪnʏ
fataherbergi	faːtahɛrpɛcɪ
fatahönnun	faːtahœnʏn
fatamóttaka	faːtamouːtaka
fatanna	faːtana
fataskáp	faːtaskauːp
fataskápnum	faːtaskauhpnʏm
fataskipti	faːtascɪftɪ
fataúthlutun	faːta uːtl̥ʏtʏn
fatið	faːtɪð
fatinu	faːtɪnʏ
fatla	fahtla
fatlað	fahtlað
fatlaða	fahtlaða
fatlaðir	fahtlaðɪr
fatlaðra	fahtlaðra
fatnað	fahtnað
fatnaði	fahtnaðɪ
fatnaður	fahtnaðɪ
fatta	fahta
fattað	fahtað
fattar	fahtar
fauk	fœyːk
fauk	fœyk
fauti	fœyːtɪ
fautinn	fœyːtɪn
fax	faks
fax	faxs
faxa	faksa
faxa	faxsa
faxað	faksað
faxað	faxsað
Faxafen	faksafɛːn
Faxafen	faxsafɛːn
Faxafeni	faksafɛːnɪ
Faxafeni	faxsafɛːnɪ
Faxaflóa	faksaflouːa
Faxaflóa	faxsaflouːa
Faxaflói	faksaflouːɪ
Faxaflói	faxsaflouːɪ
faxið	faksɪð
faxið	faxsɪð
fá	fauː
fáa	fauːa
fáanleg	fauːanlɛɣ
fáanlegar	fauːanlɛɣar
fáanlegt	fauːanlɛxt
fáanlegu	fauːanlɛːɣʏ
fáanlegur	fauːanlɛɣʏr
fáar	fauːar
fábjána	fauːpjauna
fábjáni	fauːpjaunɪ
fábreytilegt	fauːpreitɪlɛxt
fábrotið	fauːprɔtɪð
fábrotin	fauːprɔtɪn
fábrotna	fauːprɔhtna
fábrotnu	fauːprɔhtnʏ
fádæma	fauːtaima
fáðu	fauːðʏ
fáein	fauːein
fáeina	fauːeina
fáeinar	fauːeinar
fáeinir	fauːeinɪr
fáeinum	fauːeinʏm
fáfróður	fauːfrouðʏr
fáfræði	fauːfraiðɪ
fágað	fauːað
fágaða	fauːaða
fágaðir	fauːaðɪr
fágaðri	fauːaðrɪ
fágaður	fauːaðʏr
fáguð	fauːʏð
fágun	fauːʏn
fágæt	fauːcait
fágæta	fauːcaita
fágætt	fauːcaiht
fágætu	fauːkaitʏ
fágætu	fauːcaitʏ
fái	fauːɪ
fáið	fauːɪð
fáir	fauːɪr
fáist	fauːɪst
Fákafeni	fauːkafɛːnɪ
fákeppni	fauːcɛhpnɪ
fáki	fauːcɪ
fáklædd	fauːklait
fáks	fauks
fáks	fauxs
fálega	fauːlɛɣa
fáleikum	fauːleikʏm
fálka	faul̥ka
fálka	faulka
Fálkagötu	faul̥kakœːtʏ
Fálkagötu	faul̥kakœːtʏ
fálkann	faul̥kan
fálkann	faulkan
fálki	faul̥cɪ
fálki	faulcɪ
fálkinn	faul̥cɪn
fálkinn	faulcɪn
fálmaði	faulmaðɪ
fálmandi	faulmantɪ
fálmar	faulmar
fálmi	faulmɪ
fálmuðu	faulmʏðʏ
fálæti	fauːlaitɪ
fámál	fauːmaul
fámáll	fauːmautl̥
fámenn	fauːmɛn
fámenna	fauːmɛna
fámennari	fauːmɛnarɪ
fámennt	fauːmɛn̥t
fámennt	fauːmɛnt
fámennu	fauːmɛnʏ
fámennum	fauːmɛnʏm
fámennur	fauːmɛnʏr
fána	fauːna
fánann	fauːnan
fánanum	fauːnanʏm
fánar	fauːnar
fáni	fauːnɪ
fáninn	fauːnɪn
fánum	fauːnʏm
fáráðlingur	fauːrauðliŋkʏr
fáránleg	fauːraunlɛɣ
fáránlega	fauːraunlɛɣa
fáránlegar	fauːraunlɛɣar
fáránlegri	fauːraunlɛɣrɪ
fáránlegt	fauːraunlɛxt
fáránlegu	fauːraunlɛɣʏ
fáránlegum	fauːraunlɛɣʏm
fáránlegur	fauːraunlɛɣʏr
fáránleika	fauːraunleika
fárra	faura
fársjúk	faur̥sjuk
fársjúk	faur̥sjuk
fárveik	faurveik
fárveikur	faurveikʏr
fárviðri	faurvɪðrɪ
fásinna	fauːsɪna
fáskiptinn	fauːscɪftɪn
Fáskrúðsfirði	fauːskruðsfɪrðɪ
Fáskrúðsfirði	fauskruðsfɪrðɪ
Fáskrúðsfjarðar	fauːskruðsfjarðar
Fáskrúðsfjarðar	fauskruðsfjarðar
fást	faust
fáti	fauːtɪ
fátíð	fauːtið
fátítt	fauːtiht
fátt	fauht
fátæk	fauːtaik
fátæka	fauːtaika
fátækari	fauːtaikarɪ
fátækir	faiːtaicɪr
fátækleg	fauːtaiklɛɣ
fátækleg	fauːtaihklɛɣ
fátæklegu	fauːtaiklɛɣʏ
fátæklegu	fauːtaihklɛɣʏ
fátæklegum	fauːtaiklɛɣʏm
fátæklegum	fauːtaihklɛɣʏm
fátæklinga	fauːtaikliŋka
fátæklinga	fauːtaihkliŋka
fátæklingar	fauːtaikliŋkar
fátæklingar	fauːtaihkliŋkar
fátæklingarnir	fauːtaikliŋkatnɪr
fátæklingarnir	fauːtaihkliŋkatnɪr
fátækra	fauːtaikra
fátækrafulltrúa	fauːtaikrafʏtl̥trua
fátækrafulltrúi	fauːtaikrafʏtl̥truɪ
fátækrahverfi	fauːtaikrakvɛrvɪ
fátækrahverfi	fauːtaikraxvɛrvɪ
fátækri	fauːtaikrɪ
fátækt	fauːtaixt
fátæktar	fauːtaixtar
fátæktin	fauːtaixtɪn
fátæktinni	fauːtaixtɪnɪ
fátæku	fauːtaikʏ
fátækum	fauːtaikʏm
fátækur	fauːtaikʏr
fátækustu	fauːtaikʏstʏ
fáu	fauːʏ
fáum	fauːʏm
fáviska	fauːvɪska
fávisku	fauːvɪskʏ
fávita	fauːvɪta
fávitar	fauːvɪtar
fávís	fauːvis
FB	ɛf pjɛː
FBA	ɛf pjɛː aː
febrúar	fɛːpruar
febrúarmánuði	fɛːpruarmauːnʏðɪ
feðga	fɛðka
feðgar	fɛðkar
feðgarnir	fɛðkatnɪr
feðginin	fɛðcɪnɪn
feðgum	fɛðkʏm
feðra	fɛðra
feðranna	fɛðrana
feðrum	fɛðrʏm
feðrunum	fɛðrɔnʏm
feðrunum	fɛðrʏnʏm
feður	fɛːðʏr
fegin	feijɪn
feginleik	feijɪnleik
feginn	feijɪn
fegins	feijɪns
feginsamlega	feijɪnsamlɛɣa
fegnir	feiknɪr
fegra	fɛɣra
fegri	fɛɣrɪ
fegurð	fɛːɣʏrð
fegurðar	fɛːɣʏrðar
fegurðarsamkeppni	fɛːɣʏrðarsamcɛhpnɪ
fegurðin	fɛːɣʏrðɪn
fegurðina	fɛːɣʏrðɪna
fegurra	fɛːɣʏra
fegurri	fɛːɣʏrɪ
fegurst	fɛːɣʏrst
fegursta	fɛːɣʏrsta
fegurstu	fɛːɣʏrstʏ
feikilega	feiːcɪlɛɣa
feikna	feihkna
feimin	feiːmɪn
feiminn	feiːmɪn
feimna	feimna
feimnar	feimnar
feimni	feimnɪ
feimnina	feimnɪna
feimnir	feimnɪr
feimnismál	feimnɪsmauːl
feit	feiːt
feitan	feiːtan
feitar	feiːtar
feitari	feiːtarɪ
feitir	feiːtɪr
feitlagin	feiːtlaijɪn
feitlagin	feiːtlajɪn
feitlaginn	feiːtlaijɪn
feitlaginn	feiːtlajɪn
feitlagna	feitlakna
feitletraður	feiːtlɛtraðʏr
feitt	feiht
feitu	feiːtʏ
feitum	feiːtʏm
feitur	feiːtʏr
fel	fɛːl
fela	fɛːla
felast	fɛːlast
feld	fɛlt
feldi	fɛltɪ
feldinn	fɛltin
feldinum	fɛltɪnʏm
feldur	fɛltʏr
feldurinn	fɛltʏrɪn
feli	fɛːlɪ
felist	fɛːlɪst
Felix	fɛːlɪks
Felix	fɛːlɪxs
Felixson	fɛːlɪksɔːn
Felixson	fɛːliksɔn
Felixson	fɛːlɪxsɔːn
fell	fɛtl̥
fella	fɛtla
Fellabæ	fɛtlapai
Fellabæ	fɛtlapaiː
felld	fɛlt
felldar	fɛltar
felldi	fɛltɪ
felldir	fɛltɪr
felldu	fɛltʏ
felldur	fɛltʏr
felli	fɛtlɪ
fellihjólhýsi	fɛtlɪçoulhisɪ
fellihýsi	fɛtlɪhiːsɪ
fellihýsið	fɛtlɪhiːsɪ
fellihýsinu	fɛtlɪhiːsɪnʏ
fellingar	fɛtliŋkar
fellingum	fɛtliŋkʏm
fellinu	fɛtlɪnʏ
fellir	fɛtlɪr
Fellsmúla	fɛlsmula
fellst	fɛlst
fellt	fɛl̥t
fellur	fɛtlʏr
felmtruð	fɛl̥m̥trʏð
felmtruð	fɛlmtrʏð
felst	fɛlst
felst	fɛlst
feluleik	fɛːlʏleiːk
felum	fɛːlʏm
felur	fɛːlʏr
felustaður	fɛːlʏstaːðʏr
fen	fɛːn
Feneyja	fɛːneija
Feneyjum	fɛːneijʏm
feng	feiŋk
fengi	feiɲcɪ
fengi	feiŋkɪ
fengið	feiɲcɪð
fengið	feiŋkɪð
fengin	feiɲcɪn
fenginn	feiɲcɪn
fenginni	feiɲcɪnɪ
fengir	feiɲcɪr
fengist	feiɲcɪst
fengju	feiɲcʏ
fengjuð	feiɲcʏð
fengjum	feiɲcʏm
fengjust	feiɲcʏst
fengnar	feiŋknar
fengnar	feiŋnar
fengnir	feiŋknɪr
fengnir	feiŋnɪr
fengnu	feiŋknʏ
fengnu	feiŋnʏ
fengnum	feiŋknʏm
fengnum	feiŋnʏm
fengu	feiŋkʏ
fenguð	feiŋkʏð
fengum	feiŋkʏm
fengur	feiŋkʏr
fengust	feiŋkʏst
fenið	fɛːnɪð
fer	fɛːr
Ferdinand	fɛrtɪnant
ferð	fɛrð
ferða	fɛrða
ferðaðist	fɛrðaðɪst
ferðafélag	fɛrðafjɛːlaɣ
ferðafélaga	fɛrðafjɛːlaɣa
ferðafélagar	fɛrðafjɛːlaɣar
ferðafélagi	fɛrðafjɛːlaijɪ
ferðafélags	fɛrðafjɛːlaxs
ferðafólk	fɛrðafoul̥k
ferðafólk	fɛrðafoulk
ferðafólki	fɛrðafoul̥cɪ
ferðafólki	fɛrðafoulcɪ
ferðafrelsi	fɛrðafrɛlsɪ
ferðalag	fɛrðalaːɣ
ferðalaga	fɛrðalaːɣa
ferðalagi	fɛrðalaːjɪ
ferðalagi	fɛrðalaijɪ
ferðalagið	fɛrðalaːjɪð
ferðalagið	fɛrðalaijɪð
ferðalaginu	fɛrðalaːjɪnʏ
ferðalaginu	fɛrðalaijɪnʏ
ferðalagsins	fɛrðalaxsɪns
ferðalang	fɛrðalaŋk
ferðalang	fɛrðalauŋk
ferðalanga	fɛrðalaŋka
ferðalanga	fɛrðalauŋka
ferðalangar	fɛrðalaŋkar
ferðalangar	fɛrðalauŋkar
ferðalangarnir	fɛrðalaŋkatnɪr
ferðalangarnir	fɛrðalauŋkatnɪr
ferðalangur	fɛrðalaŋkʏr
ferðalangur	fɛrðalauŋkʏr
ferðalög	fɛrðalœːɣ
ferðalögin	fɛrðalœːjɪn
ferðalögin	fɛrðalœyjɪn
ferðalögum	fɛrðalœːɣʏm
ferðalöngum	fɛrðalœŋkʏm
ferðalöngum	fɛrðalœyŋkʏm
ferðamaður	fɛrðamaːðʏr
ferðamanna	fɛrðamana
ferðamál	fɛrðamauːl
ferðamála	fɛrðamauːla
ferðamálafulltrúi	fɛrðamaulafʏtl̥truɪ
ferðamálaráð	fɛrðamaularauːð
ferðamálaráðs	fɛrðamaularauðs
ferðamálum	fɛrðamauːlʏm
ferðamenn	fɛrðamɛn
ferðamennirnir	fɛrðamɛnɪtnɪr
ferðamennsku	fɛrðamɛnskʏ
ferðamönnum	fɛrðamœnʏm
ferðar	fɛrðar
ferðarinnar	fɛrðarɪnar
ferðaskrifstofa	fɛrðaskrɪfstɔva
ferðaskrifstofan	fɛrðaskrɪfstɔvan
ferðaskrifstofu	fɛrðaskrɪfstɔvʏ
ferðaskrifstofunnar	fɛrðaskrɪfstɔvʏnar
ferðaskrifstofunni	fɛrðaskrɪfstɔvʏnɪ
ferðaskrifstofur	fɛrðaskrɪfstɔvʏr
ferðast	fɛrðast
ferðast	fɛrðast
ferðataskan	fɛrðataskan
ferðatösku	fɛrðatœskʏ
ferðatöskuna	fɛrðatœskʏna
ferðaþjónusta	fɛrðaθjouːnʏsta
ferðaþjónustan	fɛrðaθjouːnʏstan
ferðaþjónustu	fɛrðaθjouːnʏstʏ
ferðaþjónustuna	fɛrðaθjouːnʏstʏna
ferðaþjónustunnar	fɛrðaθjouːnʏstʏnar
ferðaþjónustunni	fɛrðaθjouːnʏstʏnɪ
ferðbúinn	fɛrðpuin
ferðin	fɛrðɪn
ferðin	fɛrðɪn
ferðina	fɛrðɪna
ferðinni	fɛrðɪnɪ
ferðir	fɛrðɪr
ferðirnar	fɛrðɪtnar
ferðist	fɛrðɪst
ferðu	fɛrðʏ
ferðuðumst	fɛrðʏðʏmst
ferðuðust	fɛrðʏðʏst
ferðum	fɛrðʏm
ferðunum	fɛrðɔnʏm
ferhyrnt	fɛːrhɪn̥t
feril	fɛːrɪl
ferilinn	fɛːrɪlɪn
ferill	fɛːrɪtl̥
ferils	fɛːrɪls
ferja	fɛrja
ferjan	fɛrjan
ferju	fɛrjʏ
ferjuna	fɛrjʏna
ferjunnar	fɛrjʏnar
ferjunni	fɛrjʏnɪ
ferkantað	fɛr̥kan̥tað
ferkantað	fɛr̥kantað
ferkílómetra	fɛr̥ciloumɛːtra
ferkílómetrar	fɛr̥ciloumɛːtrar
ferlega	fɛrlɛɣa
ferlegt	fɛrlɛxt
ferli	fɛrtlɪ
ferlið	fɛrtlɪð
ferlinu	fɛrtlɪnʏ
ferlinum	fɛrtlɪnʏm
ferlíki	fɛrlicɪ
ferma	fɛrma
fermast	fɛrmast
fermd	fɛrmt
fermdist	fɛrmtɪst
fermdur	fɛrmtʏr
fermetra	fɛrmɛtra
fermetrar	fɛrmɛtrar
fermetrum	fɛrmɛtrʏm
ferming	fɛrmiŋk
fermingar	fɛrmiŋkar
fermingarbarna	fɛrmiŋkarpatna
fermingarbörn	fɛrmiŋkarpœtn̥
fermingarfræðsla	fɛrmiŋkarfraiðstla
fermingargjöf	fɛrmiŋkarcœːv
fermingarguðsþjónusta	fɛrmiŋkarkvʏðsθjounʏsta
fermingarkjólar	fɛrmiŋkarcouːlar
fermingarmessa	fɛrmiŋkarmɛsa
fermingarsysturnar	fɛrmiŋkarsɪstʏtnar
fermingarveislu	fɛrmiŋkarveistlʏ
fermingarveislum	fɛrmiŋkarveistlʏm
fermingin	fɛrmiɲcɪn
fermingu	fɛrmiŋkʏ
ferminguna	fɛrmiŋkʏna
fern	fɛrtn
fern	fɛrtn̥
ferna	fɛrtna
fernar	fɛrtnar
fernir	fɛrtnɪr
fernra	fɛrtn̥ra
fernra	fɛrtra
fernt	fɛr̥n̥t
fernu	fɛrtnʏ
fernum	fɛrtnʏm
Ferrari	fɛrari
fersk	fɛr̥sk
ferska	fɛr̥ska
ferskan	fɛr̥skan
ferskar	fɛr̥skan
ferskir	fɛr̥scɪr
ferskleika	fɛr̥skleika
ferskri	fɛr̥skrɪ
ferskt	fɛr̥st
fersku	fɛr̥skʏ
ferskum	fɛr̥skʏm
ferskur	fɛr̥skʏr
ferst	fɛr̥st
ferst	fɛr̥st
fertug	fɛr̥tʏɣ
fertugasta	fɛr̥tʏɣasta
fertugasti	fɛr̥tʏɣastɪ
fertugs	fɛr̥tʏxs
fertugsafmælið	fɛr̥tʏɣsamailɪð
fertugsafmælið	fɛr̥tʏxsamailɪð
fertugsaldri	fɛr̥tʏxsaltrɪ
fertugt	fɛr̥tʏxt
fertugur	fɛr̥tʏɣʏr
fertugustu	fɛr̥tʏɣʏstʏ
fest	fɛst
festa	fɛsta
festar	fɛstar
festast	fɛstast
festi	fɛstɪ
festina	fɛstɪna
festingunni	fɛstiŋkʏnɪ
festir	fɛstɪr
festist	fɛstɪst
festu	fɛstʏ
festulega	fɛstʏlɛɣa
festum	fɛstʏm
festur	fɛstʏr
festust	fɛstʏst
fet	fɛːt
feta	fɛːta
fetað	fɛːtað
fetaði	fɛːtaðɪ
fetar	fɛːtar
feti	fɛːtɪ
fetuðu	fɛːtʏðʏ
fetuðum	fɛːtʏðʏm
fetum	fɛːtʏm
feykt	feixt
feyktist	feixtɪst
feyktust	feixtʏst
fé	fjɛː
féð	fjɛːð
fékk	fjɛhk
fékkst	fjɛxst
fékkstu	fjɛkstʏ
fékkstu	fjɛxstʏ
fékkstu	fjɛxstʏ
Félag	fjɛːlaɣ
Félaga	fjɛːlaɣa
félagana	fjɛːlaɣana
félaganna	fjɛːlaɣana
félagar	fjɛːlaɣar
félagarnir	fjɛːlaɣatnɪr
félagasamtaka	fjɛːlaɣasamtaka
félagasamtökum	fjɛːlaɣsamtœkʏm
félagaskráin	fjɛːlaɣaskrauːɪn
félagi	fjɛːlaijɪ
félagið	fjɛːlaijɪð
félaginn	fjɛːlaijɪn
félagins	fjɛːlaɣsɪns
félaginu	fjɛːlaiɪnʏ
félaginu	fjɛːlaijɪnʏ
félaginu	fjɛːlajɪnʏ
félags	fjɛːlaxs
félagsfræði	fjɛːlaxsfraiːðɪ
félagsfræðingur	fjɛːlaxsfraiːðiŋkʏr
félagsfund	fjɛːlaxsfʏnt
félagsfundi	fjɛːlaxsfʏntɪ
félagsgjöld	fjɛːlaxscœlt
Félagsheimili	fjɛːlaxsheiːmɪlɪ
Félagsheimilið	fjɛːlaxsheiːmɪlɪð
Félagsheimilinu	fjɛːlaxsheiːmɪlɪnʏ
félagsins	fjɛːlaxsɪns
félagsleg	fjɛːlaxstlɛɣ
félagslega	fjɛːlaxstlɛɣa
félagslegan	fjɛːlaxstlɛɣan
félagslegar	fjɛːlaxstlɛɣar
félagslegra	fjɛːlaxstlɛɣra
félagslegrar	fjɛːlaxstlɛɣrar
félagslegri	fjɛːlaxstlɛɣrɪ
félagslegs	fjɛːlaxstlɛxs
félagslegt	fjɛːlaxstlɛxt
félagslegu	fjɛːlaxstlɛɣʏ
félagslegum	fjɛːlaxstlɛɣʏm
félagslið	fjɛːlaxstlɪːð
félagsliða	fjɛːlaxstlɪːða
félagsliðum	fjɛːlaxstlɪːðʏm
félagslíf	fjɛːlaxstliːv
félagslífi	fjɛːlaxstliːvɪ
félagslífið	fjɛːlaxstliːvɪð
félagslynd	fjɛːlaxstlɪnt
félagslyndur	fjɛːlaxstlɪntʏr
félagsmaður	fjɛːlaxsmaːðʏr
félagsmanna	fjɛːlaxsmana
félagsmál	fjɛːlaxsmauːl
félagsmála	fjɛːlaxsmauːla
félagsmálaráðherra	fjɛːlaxsmaularauːθɛra
félagsmálaráðuneytið	fjɛːlaxsmaularauːðʏneiːtɪð
félagsmálaráðuneytinu	fjɛːlaxsmaularauːðʏneiːtɪnʏ
félagsmálaráðuneytisins	fjɛːlaxsmaularauːðʏneiːtɪsɪns
félagsmálastjóri	fjɛːlaxsmaulastjouːrɪ
félagsmálastofnun	fjɛːlaxsmaulastɔpnʏm
félagsmálum	fjɛːlaxsmauːlʏm
félagsmenn	fjɛːlaxsmɛn
félagsmiðstöð	fjɛːlaxsmɪðstœð
félagsmiðstöðinni	fjɛːlaxsmɪðstœðɪnɪ
félagsmiðstöðva	fjɛːlaxsmɪðstœðva
félagsmiðstöðvar	fjɛːlaxsmɪðstœðvar
félagsmönnum	fjɛːlaxsmœnʏm
félagsráðgjafa	fjɛːlaxsrauðcava
félagsráðgjafar	fjɛːlaxsrauðcavar
félagsráðgjafi	fjɛːlaxsrauðcavɪ
félagsráðgjafinn	fjɛːlaxsrauðcavɪn
félagsráðgjöf	fjɛːlaxsrauðcœv
félagsskap	fjɛːlaxskaːp
félagsskapar	fjɛːlaxskaːpar
félagsskapur	fjɛːlaɣskaːpʏr
félagsskapur	fjɛːlaxskaːpʏr
félagsskapurinn	fjɛːlaxskaːpʏrɪn
félagsstarf	fjɛːlaxstarv
félagsstarfi	fjɛːlaxstarvɪ
félagsstarfið	fjɛːlaxstarvɪð
félagsstarfinu	fjɛːlaxstarvɪnʏ
félagsstarfs	fjɛːlaxstarvs
félagsstörfum	fjɛːlaxstœrvʏm
félagssvæði	fjɛːlaxsvaiːðɪ
félagsvera	fjɛːlaxsvɛːra
félagsvist	fjɛːlaxsvɪst
félagsvísindadeild	fjɛːlaxsviːsɪntateilt
Félagsvísindastofnun	fjɛːlaxsviːsɪntastɔpnʏn
Félagsvísindastofnunar	fjɛːlaxsviːsɪntastɔpnʏnar
félagsþjónustan	fjɛːlaxsθjouːnʏstan
félagsþjónustu	fjɛːlaxsθjouːnʏstʏ
félagsþjónustunnar	fjɛːlaxsθjouːnʏstʏnar
félagsþjónustunni	fjɛːlaxsθjouːnʏstʏnɪ
féll	fjɛtl
féll	fjɛtl̥
félli	fjɛtlɪ
féllist	fjɛtlɪst
féllst	fjɛlst
féllu	fjɛtlʏ
féllust	fjɛtlʏst
félög	fjɛːlœɣ
félögin	fjɛːlœyjɪn
félögum	fjɛːlœɣʏm
félögunum	fjɛːlœɣɔnʏm
fénu	fjɛːnʏ
fésið	fjɛːsɪð
FH	ɛf hauː
fiðla	fðɪla
fiðlu	fɪðlʏ
fiðluleikara	fɪðlʏleiːkara
fiðluleikari	fɪðlʏleiːkarɪ
fiðluna	fɪðlʏna
fiðlur	fɪðlʏr
fiðrið	fɪðrɪð
fiðrildanna	fɪðrɪltana
fiðrildi	fɪðrɪltɪ
fiðrildið	fɪðrɪltɪð
fiðrildum	fɪðrɪltʏm
fiðring	fɪðriŋk
fiðringur	fɪðriŋkʏr
fiðursæng	fɪðʏrsaiŋk
fikra	fɪːkra
fikruðu	fɪːkrʏðʏ
fikta	fɪxta
fiktaði	fɪxtaðɪ
Filippseyja	fɪːlɪhpseija
Filippseyjum	fɪːlɪpseiːjʏm
Filippseyjum	fɪːlɪpseijʏm
Filippseyjum	fɪːlɪhpseijʏm
Filippusdóttur	fɪːlɪpʏstouhtʏr
Filippusdóttur	fɪːlɪpʏstouhtʏr
filma	fɪlma
filman	fɪlma
filmu	fɪlmʏ
filmuna	fɪlmʏna
Filmundur	fɪlmʏntʏr
filmunni	fɪlmʏnɪ
filmur	fɪlmʏr
filmurnar	fɪlmʏtnar
filter	fɪl̥tɛr
filter	fil̥tɛr
fim	fɪːm
fima	fɪːma
fimi	fɪːmɪ
fimlega	fɪmlɛɣa
fimleika	fɪmleika
fimleikum	fɪmleikʏm
fimm	fɪm
fimmgangi	fɪmkauɲcɪ
fimmgangur	fɪmkauŋkʏr
fimmhundruðkall	fɪmhʏntrʏðkatl̥
fimmleytið	fɪmleitɪð
fimmta	fɪm̥ta
fimmta	fɪmta
fimmtán	fɪm̥taun
fimmtán	fɪmtaun
fimmtánda	fɪm̥taunta
fimmtánda	fɪmtaunta
fimmtándi	fɪm̥tauntɪ
fimmtándi	fɪmtauntɪ
fimmtándu	fɪm̥tauntʏ
fimmtándu	fɪmtauntʏ
fimmti	fɪm̥tɪ
fimmti	fɪmtɪ
fimmtíu	fɪm̥tijʏ
fimmtíu	fɪm̥tijʏ
fimmtíu	fɪmtijʏ
fimmtíu	fɪmtijʏ
fimmtíukall	fɪm̥tijʏkatl̥
fimmtíukall	fɪmtijʏkatl̥
fimmtu	fɪm̥tʏ
fimmtu	fɪmtʏ
fimmtu	fɪmtʏ
fimmtu	fɪmtʏ
fimmtudag	fɪm̥tʏtaːɣ
fimmtudag	fɪm̥tʏtaɣ
fimmtudag	fɪmtʏtaːɣ
fimmtudag	fɪmtʏtaɣ
fimmtudaga	fɪm̥tʏtaːɣa
fimmtudaga	fɪmtʏtaːɣa
fimmtudaginn	fɪm̥tʏtaːjɪn
fimmtudaginn	fɪm̥tʏtaiːjɪn
fimmtudaginn	fɪm̥tʏtaijɪn
fimmtudaginn	fɪmtʏtaiːjɪn
fimmtudaginn	fɪmtʏtaijɪn
fimmtudags	fɪm̥tʏtaxs
fimmtudags	fɪmtʏtaxs
fimmtudagsins	fɪm̥tʏtaxsɪns
fimmtudagsins	fɪmtʏtaxsɪns
fimmtudagskvöld	fɪm̥tʏtaxskvœlt
fimmtudagskvöld	fɪmtʏtaxskvœlt
fimmtudagskvöldið	fɪm̥tʏtaxskvœltɪð
fimmtudagskvöldið	fɪmtʏtaxskvœltɪð
fimmtudagskvöldum	fɪm̥tʏtaxskvœltʏm
fimmtudagskvöldum	fɪmtʏtaxskvœltʏm
fimmtudagur	fɪm̥tʏtaːɣʏr
fimmtudagur	fɪm̥tʏtaɣʏr
fimmtudagur	fɪmtʏtaːɣʏr
fimmtudagur	fɪmtʏtaɣʏr
fimmtudagurinn	fɪm̥tʏtaːɣʏrɪn
fimmtudagurinn	fɪm̥tʏtaɣʏrɪn
fimmtudagurinn	fɪmtʏtaːɣʏrɪn
fimmtudagurinn	fɪmtʏtaɣʏrɪn
fimmtudegi	fɪm̥tʏteiːjɪ
fimmtudegi	fɪm̥tʏteijɪ
fimmtudegi	fɪmtʏteiːjɪ
fimmtudegi	fɪmtʏteijɪ
fimmtudeginum	fɪm̥tʏteiːjɪnʏm
fimmtudeginum	fɪm̥tʏteijɪnʏm
fimmtudeginum	fɪmtʏteiːjɪnʏm
fimmtudeginum	fɪmtʏteijɪnʏm
fimmtudögum	fɪm̥tʏtœːɣʏm
fimmtudögum	fɪmtʏtœːɣʏm
fimmtug	fɪm̥tʏɣ
fimmtug	fɪmtʏɣ
fimmtugar	fɪm̥tʏɣar
fimmtugar	fɪmtʏɣar
fimmtugasta	fɪm̥tʏɣasta
fimmtugasta	fɪmtʏɣasta
fimmtugasti	fɪm̥tʏɣastɪ
fimmtugasti	fɪmtʏɣastɪ
fimmtugsaldri	fɪm̥tʏɣsaltrɪ
fimmtugsaldri	fɪm̥tʏxsaltrɪ
fimmtugsaldri	fɪmtʏɣsaltrɪ
fimmtugsaldri	fɪmtʏxsaltrɪ
fimmtugt	fɪm̥tʏxt
fimmtugt	fɪmtʏxt
fimmtugur	fɪm̥tʏɣʏr
fimmtugur	fɪmtʏɣʏr
fimmtugustu	fɪm̥tʏɣʏstʏ
fimmtugustu	fɪmtʏɣʏstʏ
fimmtung	fɪm̥tuŋk
fimmtung	fɪmtuŋk
fimmtungur	fɪm̥tuŋkʏr
