abá	aˈba
capoteá	kapot̪eˈa
capoteás	kapot̪eˈas
capoteés	kapot̪eˈes
capotés	kapoˈt̪es
capsulá	kapsuˈla
capsulás	kapsuˈlas
capsulés	kapsuˈles
captá	kapˈt̪a
captás	kapˈt̪as
captés	kapˈt̪es
capturá	kapt̪uˈɾa
capturás	kapt̪uˈɾas
capturés	kapt̪uˈɾes
capucés	kapuˈses
capuzá	kapuˈsa
capuzás	kapuˈsas
caracoleá	kaɾakoleˈa
caracoleás	kaɾakoleˈas
caracoleés	kaɾakoleˈes
caractericés	kaɾakt̪eɾiˈses
caracterizá	kaɾakt̪eɾiˈsa
caracterizás	kaɾakt̪eɾiˈsas
carameleá	kaɾameleˈa
carameleás	kaɾameleˈas
carameleés	kaɾameleˈes
caramelicés	kaɾameliˈses
caramelizá	kaɾameliˈsa
caramelizás	kaɾameliˈsas
carboná	kaɾboˈna
carbonás	kaɾboˈnas
carbonatá	kaɾbonaˈt̪a
carbonatás	kaɾbonaˈt̪as
carbonatés	kaɾbonaˈt̪es
carboneá	kaɾboneˈa
carboneás	kaɾboneˈas
carboneés	kaɾboneˈes
carbonés	kaɾboˈnes
carbonicés	kaɾboniˈses
carbonizá	kaɾboniˈsa
carbonizás	kaɾboniˈsas
carburá	kaɾbuˈɾa
carburás	kaɾbuˈɾas
carburés	kaɾbuˈɾes
carcajeá	kaɾkaxeˈa
carcajeás	kaɾkaxeˈas
carcajeés	kaɾkaxeˈes
carcomás	kaɾkoˈmas
carcomé	kaɾkoˈme
carcomés	kaɾkoˈmes
cardá	kaɾˈd̪a
cardás	kaɾˈd̪as
cardés	kaɾˈd̪es
carducés	kaɾd̪uˈses
carduzá	kaɾd̪uˈsa
carduzás	kaɾd̪uˈsas
careá	kaɾeˈa
careás	kaɾeˈas
carecé	kaɾeˈse
carecés	kaɾeˈses
careés	kaɾeˈes
carená	kaɾeˈna
carenás	kaɾeˈnas
carenés	kaɾeˈnes
carezcás	kaɾesˈkas
cargá	kaɾˈga
cargás	kaɾˈgas
cargoseá	kaɾgoseˈa
cargoseás	kaɾgoseˈas
cargoseés	kaɾgoseˈes
cargués	kaɾˈges
cariá	kaɾiˈa
cariás	kaɾiˈas
caricaturá	kaɾikat̪uˈɾa
caricaturás	kaɾikat̪uˈɾas
caricaturés	kaɾikat̪uˈɾes
caricaturicés	kaɾikat̪uɾiˈses
caricaturizá	kaɾikat̪uɾiˈsa
caricaturizás	kaɾikat̪uɾiˈsas
cariés	kaˈɾjes
carleá	kaɾleˈa
carleás	kaɾleˈas
carleés	kaɾleˈes
carmená	kaɾmeˈna
carmenás	kaɾmeˈnas
carmenés	kaɾmeˈnes
carneá	kaɾneˈa
carneás	kaɾneˈas
carneés	kaɾneˈes
carnereá	kaɾneɾeˈa
carnereás	kaɾneɾeˈas
carnereés	kaɾneɾeˈes
carnificá	kaɾnifiˈka
carnificás	kaɾnifiˈkas
carnifiqués	kaɾnifiˈkes
carpás	kaɾˈpas
carpí	kaɾˈpi
carpinteá	kaɾpint̪eˈa
carpinteás	kaɾpint̪eˈas
carpinteés	kaɾpint̪eˈes
carpís	kaɾˈpis
carraspeá	karaspeˈa
carraspeás	karaspeˈas
carraspeés	karaspeˈes
carreteá	karet̪eˈa
carreteás	karet̪eˈas
carreteés	karet̪eˈes
carrochá	karoˈʧa
carrochás	karoˈʧas
carrochés	karoˈʧes
carteá	kaɾt̪eˈa
carteás	kaɾt̪eˈas
carteés	kaɾt̪eˈes
cartografiá	kaɾt̪ogɾafiˈa
cartografiás	kaɾt̪ogɾafiˈas
cartografiés	kaɾt̪ogɾaˈfjes
casá	kaˈsa
casás	kaˈsas
cascabeleá	kaskabeleˈa
cascabeleás	kaskabeleˈas
cascabeleés	kaskabeleˈes
cascá	kasˈka
cascamajá	kaskamaˈxa
cascamajás	kaskamaˈxas
cascamajés	kaskamaˈxes
cascás	kasˈkas
caseificá	kasejfiˈka
caseificás	kasejfiˈkas
caseifiqués	kasejfiˈkes
casés	kaˈses
casqués	kasˈkes
castañeteá	kast̪aɲet̪eˈa
castañeteás	kast̪aɲet̪eˈas
castañeteés	kast̪aɲet̪eˈes
castellanicés	kast̪eʝaniˈses
castellanizá	kast̪eʝaniˈsa
castellanizás	kast̪eʝaniˈsas
castigá	kast̪iˈga
castigás	kast̪iˈgas
castigués	kast̪iˈges
castrá	kasˈt̪ɾa
castrás	kasˈt̪ɾas
castrés	kasˈt̪ɾes
catá	kaˈt̪a
catalicés	kat̪aliˈses
catalizá	kat̪aliˈsa
catalizás	kat̪aliˈsas
catalogá	kat̪aloˈga
catalogás	kat̪aloˈgas
catalogués	kat̪aloˈges
catapultá	kat̪apulˈt̪a
catapultás	kat̪apulˈt̪as
catapultés	kat̪apulˈt̪es
catás	kaˈt̪as
catastrá	kat̪asˈt̪ɾa
catastrás	kat̪asˈt̪ɾas
catastrés	kat̪asˈt̪ɾes
catatá	kat̪aˈt̪a
catatás	kat̪aˈt̪as
catatés	kat̪aˈt̪es
cateá	kat̪eˈa
cateás	kat̪eˈas
cateés	kat̪eˈes
categoricés	kat̪egoɾiˈses
categorizá	kat̪egoɾiˈsa
categorizás	kat̪egoɾiˈsas
catequicés	kat̪ekiˈses
catequizá	kat̪ekiˈsa
catequizás	kat̪ekiˈsas
catés	kaˈt̪es
catiteá	kat̪it̪eˈa
catiteás	kat̪it̪eˈas
catiteés	kat̪it̪eˈes
catonicés	kat̪oniˈses
catonizá	kat̪oniˈsa
catonizás	kat̪oniˈsas
caucioná	kawsjoˈna
caucionás	kawsjoˈnas
caucionés	kawsjoˈnes
causá	kawˈsa
causás	kawˈsas
causeá	kawseˈa
causeás	kawseˈas
causeés	kawseˈes
causés	kawˈses
cautelá	kawt̪eˈla
cautelás	kawt̪eˈlas
cautelés	kawt̪eˈles
cautericés	kawt̪eɾiˈses
cauterizá	kawt̪eɾiˈsa
cauterizás	kawt̪eɾiˈsas
cautivá	kawt̪iˈba
cautivás	kawt̪iˈbas
cautivés	kawt̪iˈbes
cavá	kaˈba
cavás	kaˈbas
cavés	kaˈbes
cavilá	kabiˈla
cavilás	kabiˈlas
cavilés	kabiˈles
cayapeá	kaʝapeˈa
cayapeás	kaʝapeˈas
cayapeés	kaʝapeˈes
cazá	kaˈsa
cazás	kaˈsas
cazcaleá	kaskaleˈa
cazcaleás	kaskaleˈas
cazcaleés	kaskaleˈes
cazoleteá	kasolet̪eˈa
cazoleteás	kasolet̪eˈas
cazoleteés	kasolet̪eˈes
cazumbrá	kasumˈbɾa
cazumbrás	kasumˈbɾas
cazumbrés	kasumˈbɾes
cebá	seˈba
cebadá	sebaˈd̪a
cebadás	sebaˈd̪as
cebadés	sebaˈd̪es
cebás	seˈbas
cebés	seˈbes
ceceá	seseˈa
ceceás	seseˈas
ceceés	seseˈes
cedaceá	sed̪aseˈa
cedaceás	sed̪aseˈas
cedaceés	sed̪aseˈes
cedás	seˈd̪as
cedé	seˈd̪e
cedés	seˈd̪es
cegá	seˈga
cegás	seˈgas
cegués	seˈges
cejá	seˈxa
cejás	seˈxas
cejés	seˈxes
celá	seˈla
celás	seˈlas
celebrá	seleˈbɾa
celebrás	seleˈbɾas
celebrés	seleˈbɾes
celés	seˈles
cellisqueá	seʝiskeˈa
cellisqueás	seʝiskeˈas
cellisqueés	seʝiskeˈes
cementá	semenˈt̪a
cementás	semenˈt̪as
cementés	semenˈt̪es
cená	seˈna
cenás	seˈnas
cencerreá	sensereˈa
cencerreás	sensereˈas
cencerreés	sensereˈes
cendrá	senˈd̪ɾa
cendrás	senˈd̪ɾas
cendrés	senˈd̪ɾes
cenés	seˈnes
ceñí	seˈɲi
ceñís	seˈɲis
censá	senˈsa
censás	senˈsas
censés	senˈses
censurá	sensuˈɾa
censurás	sensuˈɾas
censurés	sensuˈɾes
centellá	sent̪eˈʝa
centellás	sent̪eˈʝas
centelleá	sent̪eʝeˈa
centelleás	sent̪eʝeˈas
centelleés	sent̪eʝeˈes
centellés	sent̪eˈʝes
centoná	sent̪oˈna
centonás	sent̪oˈnas
centonés	sent̪oˈnes
centrá	senˈt̪ɾa
centralicés	sent̪ɾaliˈses
centralizá	sent̪ɾaliˈsa
centralizás	sent̪ɾaliˈsas
centrás	senˈt̪ɾas
centrés	senˈt̪ɾes
centrifugá	sent̪ɾifuˈga
centrifugás	sent̪ɾifuˈgas
centrifugués	sent̪ɾifuˈges
centuplicá	sent̪upliˈka
centuplicás	sent̪upliˈkas
centupliqués	sent̪upliˈkes
cepillá	sepiˈʝa
cepillás	sepiˈʝas
cepillés	sepiˈʝes
cercá	seɾˈka
cercás	seɾˈkas
cerceá	seɾseˈa
cerceás	seɾseˈas
cerceés	seɾseˈes
cercená	seɾseˈna
cercenás	seɾseˈnas
cercenés	seɾseˈnes
cerchá	seɾˈʧa
cerchás	seɾˈʧas
cercheá	seɾʧeˈa
cercheás	seɾʧeˈas
cercheés	seɾʧeˈes
cerchés	seɾˈʧes
cerciorá	seɾsjoˈɾa
cerciorás	seɾsjoˈɾas
cerciorés	seɾsjoˈɾes
cerdeá	seɾd̪eˈa
cerdeás	seɾd̪eˈas
cerdeés	seɾd̪eˈes
cernás	seɾˈnas
cernás	seɾˈnas
cerné	seɾˈne
cernés	seɾˈnes
cerní	seɾˈni
cernís	seɾˈnis
ceroteá	seɾot̪eˈa
ceroteás	seɾot̪eˈas
ceroteés	seɾot̪eˈes
cerqués	seɾˈkes
cerrá	seˈra
cerrajeá	seraxeˈa
cerrajeás	seraxeˈas
cerrajeés	seraxeˈes
cerrás	seˈras
cerrés	seˈres
certificá	seɾt̪ifiˈka
certificás	seɾt̪ifiˈkas
certifiqués	seɾt̪ifiˈkes
cesá	seˈsa
cesás	seˈsas
cesés	seˈses
cespitá	sespiˈt̪a
cespitás	sespiˈt̪as
cespités	sespiˈt̪es
chacaneá	ʧakaneˈa
chacaneás	ʧakaneˈas
chacaneés	ʧakaneˈes
chacés	ʧaˈses
chachareá	ʧaʧaɾeˈa
chachareás	ʧaʧaɾeˈas
chachareés	ʧaʧaɾeˈes
chacoloteá	ʧakolot̪eˈa
chacoloteás	ʧakolot̪eˈas
chacoloteés	ʧakolot̪eˈes
chacoteá	ʧakot̪eˈa
chacoteás	ʧakot̪eˈas
chacoteés	ʧakot̪eˈes
chafá	ʧaˈfa
chafallá	ʧafaˈʝa
chafallás	ʧafaˈʝas
chafallés	ʧafaˈʝes
chafarriná	ʧafariˈna
chafarrinás	ʧafariˈnas
chafarrinés	ʧafariˈnes
chafás	ʧaˈfas
chafés	ʧaˈfes
chaflaná	ʧaflaˈna
chaflanás	ʧaflaˈnas
chaflanés	ʧaflaˈnes
chalá	ʧaˈla
chalaneá	ʧalaneˈa
chalaneás	ʧalaneˈas
chalaneés	ʧalaneˈes
chalás	ʧaˈlas
chalés	ʧaˈles
chamarileá	ʧamaɾileˈa
chamarileás	ʧamaɾileˈas
chamarileés	ʧamaɾileˈes
champurrá	ʧampuˈra
champurrás	ʧampuˈras
champurrés	ʧampuˈres
chamuscá	ʧamusˈka
chamuscás	ʧamusˈkas
chamusqués	ʧamusˈkes
chancá	ʧanˈka
chancás	ʧanˈkas
chanceá	ʧanseˈa
chanceás	ʧanseˈas
chanceés	ʧanseˈes
chancleteá	ʧanklet̪eˈa
chancleteás	ʧanklet̪eˈas
chancleteés	ʧanklet̪eˈes
changá	ʧanˈga
changás	ʧanˈgas
changués	ʧanˈges
chanqués	ʧanˈkes
chantajeá	ʧant̪axeˈa
chantajeás	ʧant̪axeˈas
chantajeés	ʧant̪axeˈes
chapá	ʧaˈpa
chapaleá	ʧapaleˈa
chapaleás	ʧapaleˈas
chapaleés	ʧapaleˈes
chaparreá	ʧapareˈa
chaparreás	ʧapareˈas
chaparreés	ʧapareˈes
chapás	ʧaˈpas
chapeá	ʧapeˈa
chapeás	ʧapeˈas
chapecá	ʧapeˈka
chapecás	ʧapeˈkas
chapeés	ʧapeˈes
chapequés	ʧapeˈkes
chapés	ʧaˈpes
chapodá	ʧapoˈd̪a
chapodás	ʧapoˈd̪as
chapodés	ʧapoˈd̪es
chapoteá	ʧapot̪eˈa
chapoteás	ʧapot̪eˈas
chapoteés	ʧapot̪eˈes
chapuceá	ʧapuseˈa
chapuceás	ʧapuseˈas
chapuceés	ʧapuseˈes
chapucés	ʧapuˈses
chapurrá	ʧapuˈra
chapurrás	ʧapuˈras
chapurreá	ʧapureˈa
chapurreás	ʧapureˈas
chapurreés	ʧapureˈes
chapurrés	ʧapuˈres
chapuzá	ʧapuˈsa
chapuzás	ʧapuˈsas
chaqueteá	ʧaket̪eˈa
chaqueteás	ʧaket̪eˈas
chaqueteés	ʧaket̪eˈes
charlá	ʧaɾˈla
charlás	ʧaɾˈlas
charlataneá	ʧaɾlat̪aneˈa
charlataneás	ʧaɾlat̪aneˈas
charlataneés	ʧaɾlat̪aneˈes
charlés	ʧaɾˈles
charloteá	ʧaɾlot̪eˈa
charloteás	ʧaɾlot̪eˈas
charloteés	ʧaɾlot̪eˈes
charolá	ʧaɾoˈla
charolás	ʧaɾoˈlas
charolés	ʧaɾoˈles
charqueá	ʧaɾkeˈa
charqueás	ʧaɾkeˈas
charqueés	ʧaɾkeˈes
charraneá	ʧaraneˈa
charraneás	ʧaraneˈas
charraneés	ʧaraneˈes
chascá	ʧasˈka
chascás	ʧasˈkas
chasqueá	ʧaskeˈa
chasqueás	ʧaskeˈas
chasqueés	ʧaskeˈes
chasqués	ʧasˈkes
chazá	ʧaˈsa
chazás	ʧaˈsas
cherchá	ʧeɾˈʧa
cherchás	ʧeɾˈʧas
cherchés	ʧeɾˈʧes
chicaneá	ʧikaneˈa
chicaneás	ʧikaneˈas
chicaneés	ʧikaneˈes
chicheá	ʧiʧeˈa
chicheás	ʧiʧeˈas
chicheés	ʧiʧeˈes
chicleá	ʧikleˈa
chicleás	ʧikleˈas
chicleés	ʧikleˈes
chicoleá	ʧikoleˈa
chicoleás	ʧikoleˈas
chicoleés	ʧikoleˈes
chicoteá	ʧikot̪eˈa
chicoteás	ʧikot̪eˈas
chicoteés	ʧikot̪eˈes
chiflá	ʧiˈfla
chiflás	ʧiˈflas
chiflés	ʧiˈfles
chillá	ʧiˈʝa
chillás	ʧiˈʝas
chillés	ʧiˈʝes
chinchá	ʧinˈʧa
chinchás	ʧinˈʧas
chinchés	ʧinˈʧes
chineá	ʧineˈa
chineás	ʧineˈas
chineés	ʧineˈes
chingá	ʧinˈga
chingás	ʧinˈgas
chingués	ʧinˈges
chiqueá	ʧikeˈa
chiqueás	ʧikeˈas
chiqueés	ʧikeˈes
chiripeá	ʧiɾipeˈa
chiripeás	ʧiɾipeˈas
chiripeés	ʧiɾipeˈes
chirlá	ʧiɾˈla
chirlás	ʧiɾˈlas
chirlés	ʧiɾˈles
chirriá	ʧiriˈa
chirriás	ʧiriˈas
chirriés	ʧiˈrjes
chisgueteá	ʧisget̪eˈa
chisgueteás	ʧisget̪eˈas
chisgueteés	ʧisget̪eˈes
chismeá	ʧismeˈa
chismeás	ʧismeˈas
chismeés	ʧismeˈes
chismorreá	ʧismoreˈa
chismorreás	ʧismoreˈas
chismorreés	ʧismoreˈes
chispeá	ʧispeˈa
chispeás	ʧispeˈas
chispeés	ʧispeˈes
chisporroteá	ʧisporot̪eˈa
chisporroteás	ʧisporot̪eˈas
chisporroteés	ʧisporot̪eˈes
chistá	ʧisˈt̪a
chistás	ʧisˈt̪as
chistés	ʧisˈt̪es
chivá	ʧiˈba
chivás	ʧiˈbas
chivateá	ʧibat̪eˈa
chivateás	ʧibat̪eˈas
chivateés	ʧibat̪eˈes
chivés	ʧiˈbes
chocá	ʧoˈka
chocarreá	ʧokareˈa
chocarreás	ʧokareˈas
chocarreés	ʧokareˈes
chocás	ʧoˈkas
chocheá	ʧoʧeˈa
chocheás	ʧoʧeˈas
chocheés	ʧoʧeˈes
chongueá	ʧongeˈa
chongueás	ʧongeˈas
chongueés	ʧongeˈes
choqués	ʧoˈkes
chorreá	ʧoreˈa
chorreás	ʧoreˈas
chorreés	ʧoreˈes
choteá	ʧot̪eˈa
choteás	ʧot̪eˈas
choteés	ʧot̪eˈes
chozpá	ʧosˈpa
chozpás	ʧosˈpas
chozpés	ʧosˈpes
chucheá	ʧuʧeˈa
chucheás	ʧuʧeˈas
chucheés	ʧuʧeˈes
chufleteá	ʧuflet̪eˈa
chufleteás	ʧuflet̪eˈas
chufleteés	ʧuflet̪eˈes
chuleá	ʧuleˈa
chuleás	ʧuleˈas
chuleés	ʧuleˈes
chumá	ʧuˈma
chumás	ʧuˈmas
chumés	ʧuˈmes
chungueá	ʧungeˈa
chungueás	ʧungeˈas
chungueés	ʧungeˈes
chupá	ʧuˈpa
chupás	ʧuˈpas
chupés	ʧuˈpes
chupeteá	ʧupet̪eˈa
chupeteás	ʧupet̪eˈas
chupeteés	ʧupet̪eˈes
churruscá	ʧurusˈka
churruscás	ʧurusˈkas
churrusqués	ʧurusˈkes
chutá	ʧuˈt̪a
chutás	ʧuˈt̪as
chutés	ʧuˈt̪es
ciá	siˈa
ciás	siˈas
cicateá	sikat̪eˈa
cicateás	sikat̪eˈas
cicateés	sikat̪eˈes
cicatricés	sikat̪ɾiˈses
cicatrizá	sikat̪ɾiˈsa
cicatrizás	sikat̪ɾiˈsas
ciclá	siˈkla
ciclás	siˈklas
ciclés	siˈkles
ciés	sjes
cifrá	siˈfɾa
cifrás	siˈfɾas
cifrés	siˈfɾes
ciguatá	sigwaˈt̪a
ciguatás	sigwaˈt̪as
ciguatés	sigwaˈt̪es
cilindrá	silinˈd̪ɾa
cilindrás	silinˈd̪ɾas
cilindrés	silinˈd̪ɾes
cimbrá	simˈbɾa
cimbrás	simˈbɾas
cimbreá	simbɾeˈa
cimbreás	simbɾeˈas
cimbreés	simbɾeˈes
cimbrés	simˈbɾes
cimentá	simenˈt̪a
cimentás	simenˈt̪as
cimentés	simenˈt̪es
ciñás	siˈɲas
cincá	sinˈka
cincás	sinˈkas
cincelá	sinseˈla
cincelás	sinseˈlas
cincelés	sinseˈles
cinchá	sinˈʧa
cinchás	sinˈʧas
cinchés	sinˈʧes
cinglá	sinˈgla
cinglás	sinˈglas
cinglés	sinˈgles
cinqués	sinˈkes
cintá	sinˈt̪a
cintareá	sint̪aɾeˈa
cintareás	sint̪aɾeˈas
cintareés	sint̪aɾeˈes
cintás	sinˈt̪as
cintés	sinˈt̪es
cintilá	sint̪iˈla
cintilás	sint̪iˈlas
cintilés	sint̪iˈles
circulá	siɾkuˈla
circulás	siɾkuˈlas
circulés	siɾkuˈles
circuncidá	siɾkunsiˈd̪a
circuncidás	siɾkunsiˈd̪as
circuncidés	siɾkunsiˈd̪es
circundá	siɾkunˈd̪a
circundás	siɾkunˈd̪as
circundés	siɾkunˈd̪es
circunferí	siɾkunfeˈɾi
circunferís	siɾkunfeˈɾis
circunfirás	siɾkunfiˈɾas
circunnavegá	siɾkunnabeˈga
circunnavegás	siɾkunnabeˈgas
circunnavegués	siɾkunnabeˈges
circunscribás	siɾkunskɾiˈbas
circunscribí	siɾkunskɾiˈbi
circunscribís	siɾkunskɾiˈbis
circunvalá	siɾkunbaˈla
circunvalás	siɾkunbaˈlas
circunvalés	siɾkunbaˈles
circunvolá	siɾkunboˈla
circunvolás	siɾkunboˈlas
circunvolés	siɾkunboˈles
ciscá	sisˈka
ciscás	sisˈkas
cisqués	sisˈkes
citá	siˈt̪a
citás	siˈt̪as
cités	siˈt̪es
civilicés	sibiliˈses
civilizá	sibiliˈsa
civilizás	sibiliˈsas
cizallá	sisaˈʝa
cizallás	sisaˈʝas
cizallés	sisaˈʝes
cizañá	sisaˈɲa
cizañás	sisaˈɲas
cizañeá	sisaɲeˈa
cizañeás	sisaɲeˈas
cizañeés	sisaɲeˈes
cizañés	sisaˈɲes
clamá	klaˈma
clamás	klaˈmas
clamés	klaˈmes
clamoreá	klamoɾeˈa
clamoreás	klamoɾeˈas
clamoreés	klamoɾeˈes
clareá	klaɾeˈa
clareás	klaɾeˈas
clarecé	klaɾeˈse
clarecés	klaɾeˈses
clareés	klaɾeˈes
clarezcás	klaɾesˈkas
clarificá	klaɾifiˈka
clarificás	klaɾifiˈkas
clarifiqués	klaɾifiˈkes
clasificá	klasifiˈka
clasificás	klasifiˈkas
clasifiqués	klasifiˈkes
claudicá	klawd̪iˈka
claudicás	klawd̪iˈkas
claudiqués	klawd̪iˈkes
clausulá	klawsuˈla
clausulás	klawsuˈlas
clausulés	klawsuˈles
clausurá	klawsuˈɾa
clausurás	klawsuˈɾas
clausurés	klawsuˈɾes
clavá	klaˈba
clavás	klaˈbas
clavés	klaˈbes
claveteá	klabet̪eˈa
claveteás	klabet̪eˈas
claveteés	klabet̪eˈes
climaticés	klimat̪iˈses
climatizá	klimat̪iˈsa
climatizás	klimat̪iˈsas
clisá	kliˈsa
clisás	kliˈsas
clisés	kliˈses
clocá	kloˈka
clocás	kloˈkas
cloná	kloˈna
clonás	kloˈnas
clonés	kloˈnes
cloqueá	klokeˈa
cloqueás	klokeˈas
cloqueés	klokeˈes
cloqués	kloˈkes
cloroformicés	kloɾofoɾmiˈses
cloroformizá	kloɾofoɾmiˈsa
cloroformizás	kloɾofoɾmiˈsas
clorurá	kloɾuˈɾa
clorurás	kloɾuˈɾas
clorurés	kloɾuˈɾes
coaccioná	koaksjoˈna
coaccionás	koaksjoˈnas
coaccionés	koaksjoˈnes
coacervá	koaseɾˈba
coacervás	koaseɾˈbas
coacervés	koaseɾˈbes
coaduná	koad̪uˈna
coadunás	koad̪uˈnas
coadunés	koad̪uˈnes
coadyuvá	koad̪ʝuˈba
coadyuvás	koad̪ʝuˈbas
coadyuvés	koad̪ʝuˈbes
coagulá	koaguˈla
coagulás	koaguˈlas
coagulés	koaguˈles
coartá	koaɾˈt̪a
coartás	koaɾˈt̪as
coartés	koaɾˈt̪es
cobaltá	kobalˈt̪a
cobaltás	kobalˈt̪as
cobaltés	kobalˈt̪es
cobijá	kobiˈxa
cobijás	kobiˈxas
cobijés	kobiˈxes
cobrá	koˈbɾa
cobrás	koˈbɾas
cobreá	kobɾeˈa
cobreás	kobɾeˈas
cobreés	kobɾeˈes
cobrés	koˈbɾes
cocá	koˈka
cocará	kokaˈɾa
cocarás	kokaˈɾas
cocarés	kokaˈɾes
cocás	koˈkas
coceá	koseˈa
coceás	koseˈas
cocé	koˈse
coceés	koseˈes
cocés	koˈses
cocheá	koʧeˈa
cocheás	koʧeˈas
cocheés	koʧeˈes
cociná	kosiˈna
cocinás	kosiˈnas
cocinés	kosiˈnes
codeá	kod̪eˈa
codeás	kod̪eˈas
codeés	kod̪eˈes
codiciá	kod̪isiˈa
codiciás	kod̪isiˈas
codiciés	kod̪iˈsjes
codificá	kod̪ifiˈka
codificás	kod̪ifiˈkas
codifiqués	kod̪ifiˈkes
codirigí	kod̪iɾiˈxi
codirigís	kod̪iɾiˈxis
codirijás	kod̪iɾiˈxas
coercé	koeɾˈse
coercés	koeɾˈses
coerzás	koeɾˈsas
coexistás	koeksisˈt̪as
coexistí	koeksisˈt̪i
coexistís	koeksisˈt̪is
cogé	koˈxe
cogés	koˈxes
cogitá	koxiˈt̪a
cogitás	koxiˈt̪as
cogités	koxiˈt̪es
cogoberná	kogobeɾˈna
cogobernás	kogobeɾˈnas
cogobernés	kogobeɾˈnes
cohabitá	koabiˈt̪a
cohabitás	koabiˈt̪as
cohabités	koabiˈt̪es
cohechá	koeˈʧa
cohechás	koeˈʧas
cohechés	koeˈʧes
cohesioná	koesjoˈna
cohesionás	koesjoˈnas
cohesionés	koesjoˈnes
cohibás	kojˈbas
cohibí	kojˈbi
cohibís	kojˈbis
cohobá	kooˈba
cohobás	kooˈbas
cohobés	kooˈbes
cohonestá	koonesˈt̪a
cohonestás	koonesˈt̪as
cohonestés	koonesˈt̪es
coincidás	kojnsiˈd̪as
coincidí	kojnsiˈd̪i
coincidís	kojnsiˈd̪is
cojás	koˈxas
cojeá	koxeˈa
cojeás	koxeˈas
cojeés	koxeˈes
colaborá	kolaboˈɾa
colaborás	kolaboˈɾas
colaborés	kolaboˈɾes
colacioná	kolasjoˈna
colacionás	kolasjoˈnas
colacionés	kolasjoˈnes
colá	koˈla
colapsá	kolapˈsa
colapsás	kolapˈsas
colapsés	kolapˈses
colás	koˈlas
colchá	kolˈʧa
colchás	kolˈʧas
colchés	kolˈʧes
coleá	koleˈa
coleás	koleˈas
coleccioná	koleksjoˈna
coleccionás	koleksjoˈnas
coleccionés	koleksjoˈnes
colectá	kolekˈt̪a
colectás	kolekˈt̪as
colectés	kolekˈt̪es
colectivicés	kolekt̪ibiˈses
colectivizá	kolekt̪ibiˈsa
colectivizás	kolekt̪ibiˈsas
coleés	koleˈes
colegiá	kolexiˈa
colegiás	kolexiˈas
colegí	koleˈxi
colegiés	koleˈxjes
colegís	koleˈxis
colés	koˈles
colgá	kolˈga
colgás	kolˈgas
colgués	kolˈges
coligá	koliˈga
coligás	koliˈgas
coligués	koliˈges
colijás	koliˈxas
colimá	koliˈma
colimás	koliˈmas
colimés	koliˈmes
colindá	kolinˈd̪a
colindás	kolinˈd̪as
colindés	kolinˈd̪es
colisioná	kolisjoˈna
colisionás	kolisjoˈnas
colisionés	kolisjoˈnes
colmá	kolˈma
colmás	kolˈmas
colmés	kolˈmes
colocá	koloˈka
colocás	koloˈkas
colonicés	koloniˈses
colonizá	koloniˈsa
colonizás	koloniˈsas
coloqués	koloˈkes
colorá	koloˈɾa
colorás	koloˈɾas
colorás	koloˈɾas
coloreá	koloɾeˈa
coloreás	koloɾeˈas
coloreés	koloɾeˈes
colorés	koloˈɾes
colorí	koloˈɾi
colorís	koloˈɾis
coludás	koluˈd̪as
coludí	koluˈd̪i
coludís	koluˈd̪is
columbrá	kolumˈbɾa
columbrás	kolumˈbɾas
columbrés	kolumˈbɾes
columpiá	kolumpiˈa
columpiás	kolumpiˈas
columpiés	kolumˈpjes
comadreá	komad̪ɾeˈa
comadreás	komad̪ɾeˈas
comadreés	komad̪ɾeˈes
comandá	komanˈd̪a
comandás	komanˈd̪as
comandés	komanˈd̪es
comanditá	komand̪iˈt̪a
comanditás	komand̪iˈt̪as
comandités	komand̪iˈt̪es
comarcá	komaɾˈka
comarcás	komaɾˈkas
comarqués	komaɾˈkes
comás	koˈmas
combá	komˈba
combás	komˈbas
combatás	kombaˈt̪as
combatí	kombaˈt̪i
combatís	kombaˈt̪is
combés	komˈbes
combiná	kombiˈna
combinás	kombiˈnas
combinés	kombiˈnes
comé	koˈme
comediá	komed̪iˈa
comediás	komed̪iˈas
comedí	komeˈd̪i
comediés	komeˈd̪jes
comedís	komeˈd̪is
comencés	komenˈses
comentá	komenˈt̪a
comentás	komenˈt̪as
comentés	komenˈt̪es
comenzá	komenˈsa
comenzás	komenˈsas
comerciá	komeɾsiˈa
comercialicés	komeɾsjaliˈses
comercializá	komeɾsjaliˈsa
comercializás	komeɾsjaliˈsas
comerciás	komeɾsiˈas
comerciés	komeɾˈsjes
comés	koˈmes
cometás	komeˈt̪as
cometé	komeˈt̪e
cometés	komeˈt̪es
comidás	komiˈd̪as
comineá	komineˈa
comineás	komineˈas
comineés	komineˈes
comisá	komiˈsa
comisás	komiˈsas
comiscá	komisˈka
comiscás	komisˈkas
comisés	komiˈses
comisioná	komisjoˈna
comisionás	komisjoˈnas
comisionés	komisjoˈnes
comisqueá	komiskeˈa
comisqueás	komiskeˈas
comisqueés	komiskeˈes
comisqués	komisˈkes
compactá	kompakˈt̪a
compactás	kompakˈt̪as
compactés	kompakˈt̪es
compadecé	kompad̪eˈse
compadecés	kompad̪eˈses
compadezcás	kompad̪esˈkas
compadrá	kompaˈd̪ɾa
compadrás	kompaˈd̪ɾas
compadreá	kompad̪ɾeˈa
