#name German-Hoch
#lang deu-hoch
A	ʔaː
Anfeuchtern	ʔanfɔɪçtɐn
Anfeuchters	ʔanfɔɪçtɐs
anfeuchtest	ʔanfɔɪçtəst
anfeuchtet	ʔanfɔɪçtət
anfeuchtete	ʔanfɔɪçtətə
anfeuchteten	ʔanfɔɪçtətən
anfeuchtetest	ʔanfɔɪçtətəst
anfeuchtetet	ʔanfɔɪçtətət
Anforderung	ʔanfɔɐdɐʊŋ
Anforderungen	ʔanfɔɐdɐʊŋən
Anforstan	ʔanfɔɐsˈtaːn
Anfrage	ʔanfʁaːɡə
Anfragen	ʔanfʁaːɡən
anfreunde	ʔanfʁɔɪndə
anfreunden	ʔanfʁɔɪndən
anfreundend	ʔanfʁɔɪndənt
anfreundest	ʔanfʁɔɪndəst
anfreundet	ʔanfʁɔɪndət
anfreundete	ʔanfʁɔɪndətə
anfreundeten	ʔanfʁɔɪndətən
anfreundetest	ʔanfʁɔɪndətəst
anfreundetet	ʔanfʁɔɪndətət
Angabe	ʔanɡaːbə
Angaben	ʔanɡaːbən
Angara	ʔanɡaˈʁa
angebbar	ʔanɡeːbbaːɐ
angebbare	ʔanɡeːbbaːʁə
angebbarem	ʔanɡeːbbaːʁəm
angebbaren	ʔanɡeːbbaːʁən
angebbarer	ʔanɡeːbbaːʁɐ
angebbares	ʔanɡeːbbaːʁəs
Angeberei	ʔanɡeːbəˈʁaɪ
Angebereien	ʔanɡeːbəˈʁaɪən
angeblich	ʔanɡeːplɪç
Angebot	ʔanɡəboːt
Angebote	ʔanɡəboːtə
Angeboten	ʔanɡəboːtən
Angebotes	ʔanɡəboːtəs
Angebots	ʔanɡəboːʦ
angefault	ʔanɡəfaʊlt
angeführt	ʔanɡəfyːɐt
angegilbt	ʔanɡəˌɡɪlpt
angegliedert	ʔanɡəˌɡliːdɐt
angegossen	ʔanɡəˌɡɔsən
angegraut	ʔanɡəˌɡʁaʊt
angegraute	ʔanɡəˌɡʁaʊtə
angegrautem	ʔanɡəˌɡʁaʊtəm
angegrauten	ʔanɡəˌɡʁaʊtən
angegrauter	ʔanɡəˌɡʁaʊtɐ
angegrautes	ʔanɡəˌɡʁaʊtəs
angegriffen	ʔanɡəˌɡʁɪfən
angeheiratet	ʔanɡəˌhaɪʁaːtət
angeheitert	ʔanɡəhaɪtɐt
angeheiterte	ʔanɡəhaɪtɐtə
angeheitertem	ʔanɡəhaɪtɐtəm
angeheiterten	ʔanɡəhaɪtɐtən
angeheiterter	ʔanɡəhaɪtɐtɐ
angeheitertes	ʔanɡəhaɪtɐtəs
angehörig	ʔanɡəhøːʁɪç
angejahrt	ʔanɡəˌjaːɐt
angejahrte	ʔanɡəˌjaːɐtə
angejahrtem	ʔanɡəˌjaːɐtəm
angejahrten	ʔanɡəˌjaːɐtən
angejahrter	ʔanɡəˌjaːɐtɐ
angejahrtes	ʔanɡəˌjaːɐtəs
Angeklagten	ʔanɡəklaːktən
Angeklagter	ʔanɡəklaːktɐ
angeknackst	ʔanɡəˌknakst
angeknackste	ʔanɡəˌknakstə
angeknackstem	ʔanɡəˌknakstəm
angeknacksten	ʔanɡəˌknakstən
angeknackster	ʔanɡəˌknakstɐ
angeknackstes	ʔanɡəˌknakstəs
angekohlt	ʔanɡəˌkoːlt
angekränkelt	ʔanɡəˌkʁɛŋkəlt
Angel	ʔaŋəl
Angela	ʔaŋɡelaː
Angelegenheit	ʔanɡəleːɡənhaɪt
Angelegenheiten	ʔanɡəleːɡənhaɪtən
angelernt	ʔanɡəˌlɛɐnt
Angeles	ʔɛɪnʤələs
Angelika	ʔaŋˈɡeːlikaː
Angelina	ʔanʤeˈliːnaː
Angeln	ʔaŋəln
angeln	ʔaŋəln
Angelo	ʔanʤeloː
angelobe	ʔanɡəˌloːbə
angeloben	ʔanɡəˌloːbən
angelobend	ʔanɡəˌloːbənt
angelobest	ʔanɡəˌloːbəst
angelobet	ʔanɡəˌloːbət
angelobst	ʔanɡəˌloːpst
angelobt	ʔanɡəˌloːpt
angelobte	ʔanɡəˌloːptə
angelobten	ʔanɡəˌloːptən
angelobtest	ʔanɡəˌloːptəst
angelobtet	ʔanɡəˌloːptət
Angelsachsen	ʔaŋəlzaksən
Angelus	ʔaŋɡelʊs
angenähert	ʔanɡəˌnɛːɐt
angenietet	ʔanɡəniːtət
Angepasste	ʔanɡəˌpastə
Angepaßte	ʔanɡəˌpastə
Anger	ʔaŋɐ
angeregt	ʔanɡɐeːkt
Angern	ʔaŋɐn
Angers	ʔaŋɐs
angesäuselt	ʔanɡəˌzɔɪzəlt
angeschmuddelt	ʔanɡəʃmʊdəlt
angeschmutzt	ʔanɡəʃmʊʦt
angeschmutzte	ʔanɡəʃmʊʦtə
angeschmutztem	ʔanɡəʃmʊʦtəm
angeschmutzten	ʔanɡəʃmʊʦtən
angeschmutzter	ʔanɡəʃmʊʦtɐ
angeschmutztes	ʔanɡəʃmʊʦtəs
Angeschuldigte	ʔanɡəˌʃʊldɪçtə
Angeschuldigten	ʔanɡəˌʃʊldɪçtən
Angeschuldigtes	ʔanɡəˌʃʊldɪçtəs
angesichts	ʔanɡəˌzɪçʦ
angespannt	ʔanɡəˌʃpant
angestammt	ʔanɡəˌʃtamt
angestammte	ʔanɡəˌʃtamtə
angestammtem	ʔanɡəˌʃtamtəm
angestammten	ʔanɡəˌʃtamtən
angestammter	ʔanɡəˌʃtamtɐ
angestammtes	ʔanɡəˌʃtamtəs
angestellt	ʔanɡəʃtɛlt
Angestellter	ʔanɡəʃtɛltɐ
angestrengt	ʔanɡəʃtʁɛŋt
Angestrengtheit	ʔanɡəˌʃtʁɛŋthaɪt
angetan	ʔanɡəˌtaːn
angetrunken	ʔanɡəˌtʁʊŋkən
angewandt	ʔanɡəvant
angezeigt	ʔanɡəˌʦaɪkt
Angina	ʔaŋˈɡiːnaː
Anginen	ʔaŋˈɡiːnən
anginös	ʔaŋɡiˈnøːs
Angio	ʔaŋɡjo
Angiokardiogramm	ʔaŋɡjokaɐdjoˌɡʁam
Angiom	ʔaŋˈɡjoːm
Angiome	ʔaŋˈɡjoːmə
Angiomen	ʔaŋˈɡjoːmən
Angiomes	ʔaŋˈɡjoːməs
Angioms	ʔaŋˈɡjoːms
Angiospermen	ʔaŋɡjoˈspɛɐmən
Angkor	ʔaŋkoːɐ
Anglaise	ʔɑ̃ˈɡlɛːzə
Anglaisen	ʔɑ̃ˈɡlɛːzən
angleiche	ʔanɡlaɪçə
angleichen	ʔanɡlaɪçən
angleichend	ʔanɡlaɪçənt
angleichest	ʔanɡlaɪçəst
angleichet	ʔanɡlaɪçət
angleichst	ʔanɡlaɪçst
angleicht	ʔanɡlaɪçt
Angleichung	ʔanɡlaɪçʊŋ
Angleichungen	ʔanɡlaɪçʊŋən
Angler	ʔaŋlɐ
Anglern	ʔaŋlɐn
Anglers	ʔaŋlɐs
Angleterre	ʔɑ̃ɡləˈtɛːɐ
anglikanisch	ʔaŋɡliˈkaːnɪʃ
anglikanische	ʔaŋɡliˈkaːnɪʃə
anglikanischem	ʔaŋɡliˈkaːnɪʃəm
anglikanischen	ʔaŋɡliˈkaːnɪʃən
anglikanischer	ʔaŋɡliˈkaːnɪʃɐ
anglikanisches	ʔaŋɡliˈkaːnɪʃəs
Anglikanismus	ʔaŋɡlikaˈnɪsmʊs
anglisiere	ʔaŋɡliˈziːʁə
anglisieren	ʔaŋɡliˈziːʁən
anglisierend	ʔaŋɡliˈziːʁənt
anglisierest	ʔaŋɡliˈziːʁəst
anglisieret	ʔaŋɡliˈziːʁət
anglisierst	ʔaŋɡliˈziːɐst
anglisiert	ʔaŋɡliˈziːɐt
anglisierte	ʔaŋɡliˈziːɐtə
anglisierten	ʔaŋɡliˈziːɐtən
anglisiertest	ʔaŋɡliˈziːɐtəst
anglisiertet	ʔaŋɡliˈziːɐtət
Anglist	ʔaŋˈɡlɪst
Anglisten	ʔaŋˈɡlɪstən
Anglistik	ʔaŋˈɡlɪstɪk
Anglizismen	ʔaŋɡliˈʦɪsmən
Anglizismus	ʔaŋɡliˈʦɪsmʊs
Anglo	ʔaŋloː
Angloamerikaner	ʔaŋɡloʔameʁiˈkaːnɐ
Angloamerikanern	ʔaŋɡloʔameʁiˈkaːnɐn
Angloamerikaners	ʔaŋɡloʔameʁiˈkaːnɐs
anglofranzösisch	ʔaŋɡlofʁanˈʦøːzɪʃ
Anglomane	ʔaŋɡloˈmaːnə
Anglomanen	ʔaŋɡloˈmaːnən
Anglomanie	ʔaŋɡlomaˈniː
anglonormannisch	ʔaŋɡlonɔɐˈmanɪʃ
anglophil	ʔaŋɡloˈfil
anglophile	ʔaŋɡloˈfilə
anglophilem	ʔaŋɡloˈfiləm
anglophilen	ʔaŋɡloˈfilən
anglophiler	ʔaŋɡloˈfilɐ
anglophilere	ʔaŋɡloˈfiləʁə
anglophilerem	ʔaŋɡloˈfiləʁəm
anglophileren	ʔaŋɡloˈfiləʁən
anglophilerer	ʔaŋɡloˈfiləʁɐ
anglophileres	ʔaŋɡloˈfiləʁəs
anglophiles	ʔaŋɡloˈfiləs
Anglophilie	ʔaŋɡlofiˈliː
anglophilst	ʔaŋɡloˈfilst
anglophilste	ʔaŋɡloˈfilstə
anglophilstem	ʔaŋɡloˈfilstəm
anglophilsten	ʔaŋɡloˈfilstən
anglophilster	ʔaŋɡloˈfilstɐ
anglophilstes	ʔaŋɡloˈfilstəs
anglophob	ʔaŋɡloˈfoːp
anglophobe	ʔaŋɡloˈfoːbə
anglophobem	ʔaŋɡloˈfoːbəm
anglophoben	ʔaŋɡloˈfoːbən
anglophober	ʔaŋɡloˈfoːbɐ
anglophobere	ʔaŋɡloˈfoːbəʁə
anglophoberem	ʔaŋɡloˈfoːbəʁəm
anglophoberen	ʔaŋɡloˈfoːbəʁən
anglophoberer	ʔaŋɡloˈfoːbəʁɐ
anglophoberes	ʔaŋɡloˈfoːbəʁəs
anglophobes	ʔaŋɡloˈfoːbəs
Anglophobie	ʔaŋɡlofoˈbiː
anglophobst	ʔaŋɡloˈfoːpst
anglophobste	ʔaŋɡloˈfoːpstə
anglophobstem	ʔaŋɡloˈfoːpstəm
anglophobsten	ʔaŋɡloˈfoːpstən
anglophobster	ʔaŋɡloˈfoːpstɐ
anglophobstes	ʔaŋɡloˈfoːpstəs
angolanisch	ʔaŋɡoˈlaːnɪʃ
angolanische	ʔaŋɡoˈlaːnɪʃə
angolanischem	ʔaŋɡoˈlaːnɪʃəm
angolanischen	ʔaŋɡoˈlaːnɪʃən
angolanischer	ʔaŋɡoˈlaːnɪʃɐ
angolanisches	ʔaŋɡoˈlaːnɪʃəs
Angora	ʔaŋˈɡoːʁaː
Angorakatze	ʔaŋˈɡoːʁaˌkaʦə
Angorakatzen	ʔaŋˈɡoːʁaˌkaʦən
Angorawolle	ʔaŋˈɡoːʁaˌvɔlə
Angostura	ʔanɡɔsˈtuːʁaː
Angreiferin	ʔanɡʁaɪfəʁɪn
Angriff	ʔanɡʁɪf
Angriffe	ʔanɡʁɪfə
Angriffen	ʔanɡʁɪfən
Angriffes	ʔanɡʁɪfəs
Angriffs	ʔanɡʁɪfs
Angst	ʔaŋst
ängsten	ʔɛŋstən
angsterfüllt	ʔaŋstʔɛɐˌfʏlt
ängstigen	ʔɛŋstɪɡən
ängstlich	ʔɛŋstlɪç
Ängstlichkeit	ʔɛŋstlɪçkaɪt
Angström	ʔaŋstʁøːm
angular	ʔaŋɡuˈlaːɐ
angulare	ʔaŋɡuˈlaːʁə
angularem	ʔaŋɡuˈlaːʁəm
angularen	ʔaŋɡuˈlaːʁən
angularer	ʔaŋɡuˈlaːʁɐ
angulares	ʔaŋɡuˈlaːʁəs
angurte	ʔanɡʊɐtə
angurten	ʔanɡʊɐtən
angurtend	ʔanɡʊɐtənt
angurtest	ʔanɡʊɐtəst
angurtet	ʔanɡʊɐtət
angurtete	ʔanɡʊɐtətə
angurteten	ʔanɡʊɐtətən
angurtetest	ʔanɡʊɐtətəst
angurtetet	ʔanɡʊɐtətət
anhägern	ʔanhɛːɡɐn
Anhalt	ʔanhalt
Anhalte	ʔanhaltə
Anhalten	ʔanhaltən
anhaltend	ʔanhaltənt
Anhalter	ʔanhaltɐ
Anhaltern	ʔanhaltɐn
Anhalters	ʔanhaltɐs
Anhaltes	ʔanhaltəs
Anhaltiner	ʔanhalˈtiːnɐ
Anhaltinern	ʔanhalˈtiːnɐn
Anhaltiners	ʔanhalˈtiːnɐs
anhaltinisch	ʔanhalˈtiːnɪʃ
anhaltisch	ʔanˈhaltɪʃ
anhaltische	ʔanhaltɪʃə
anhaltischem	ʔanhaltɪʃəm
anhaltischen	ʔanhaltɪʃən
anhaltischer	ʔanhaltɪʃɐ
anhaltisches	ʔanhaltɪʃəs
Anhalts	ʔanhalʦ
anhand	ʔanˈhant
Anhänglichkeit	ʔanhɛŋlɪçkaɪt
Anhängsel	ʔanhɛŋzəl
Anhebung	ʔanheːbʊŋ
Anhebungen	ʔanheːbʊŋən
anheim	ʔanˈhaɪm
anheimeln	ʔanhaɪməln
anheimelnd	ʔanhaɪməlnt
anheimelst	ʔanhaɪməlst
anheimelt	ʔanhaɪməlt
anheimelte	ʔanhaɪməltə
anheimelten	ʔanhaɪməltən
anheimeltest	ʔanhaɪməltəst
anheimeltet	ʔanhaɪməltət
anheimfalle	ʔanˈhaɪmfalə
anheimfallen	ʔanˈhaɪmfalən
anheimfallend	ʔanˈhaɪmfalənt
anheimfallest	ʔanˈhaɪmfaləst
anheimfallet	ʔanˈhaɪmfalət
anheimfallt	ʔanˈhaɪmfalt
anheimgebe	ʔanˈhaɪmɡeːbə
anheimgeben	ʔanˈhaɪmɡeːbən
anheimgebend	ʔanˈhaɪmɡeːbənt
anheimgebest	ʔanˈhaɪmɡeːbəst
anheimgebet	ʔanˈhaɪmɡeːbət
anheimgebt	ʔanˈhaɪmɡeːpt
anheimle	ʔanhaɪmlə
anheimstelle	ʔanˈhaɪmʃtɛlə
anheimstellen	ʔanˈhaɪmʃtɛlən
anheimstellend	ʔanˈhaɪmʃtɛlənt
anheimstellest	ʔanˈhaɪmʃtɛləst
anheimstellet	ʔanˈhaɪmʃtɛlət
anheimstellst	ʔanˈhaɪmʃtɛlst
anheimstellt	ʔanˈhaɪmʃtɛlt
anheimstellte	ʔanˈhaɪmʃtɛltə
anheimstellten	ʔanˈhaɪmʃtɛltən
anheimstelltest	ʔanˈhaɪmʃtɛltəst
anheimstelltet	ʔanˈhaɪmʃtɛltət
anhin	ʔanhɪn
Anhydrid	ʔanhyˈdʁiːt
Anhydride	ʔanhyˈdʁiːdə
Anhydriden	ʔanhyˈdʁiːdən
Anhydrids	ʔanhyˈdʁiːʦ
Anhydrit	ʔanhyˈdʁɪt
Anhydrite	ʔanhyˈdʁɪtə
Anhydriten	ʔanhyˈdʁɪtən
Anhydrits	ʔanhyˈdʁɪʦ
Anilin	ʔaniˈliːn
Anilins	ʔaniˈliːns
animalisch	ʔaniˈmaːlɪʃ
animalische	ʔaniˈmaːlɪʃə
animalischem	ʔaniˈmaːlɪʃəm
animalischen	ʔaniˈmaːlɪʃən
animalischer	ʔaniˈmaːlɪʃɐ
animalischere	ʔaniˈmaːlɪʃəʁə
animalischerem	ʔaniˈmaːlɪʃəʁəm
animalischeren	ʔaniˈmaːlɪʃəʁən
animalischerer	ʔaniˈmaːlɪʃəʁɐ
animalischeres	ʔaniˈmaːlɪʃəʁəs
animalisches	ʔaniˈmaːlɪʃəs
animalischst	ʔaniˈmaːlɪʃst
animalischste	ʔaniˈmaːlɪʃstə
animalischstem	ʔaniˈmaːlɪʃstəm
animalischsten	ʔaniˈmaːlɪʃstən
animalischster	ʔaniˈmaːlɪʃstɐ
animalischstes	ʔaniˈmaːlɪʃstəs
animalisieren	ʔaːnimaliˈziːʁən
Animalismus	ʔanimaˈlɪsmʊs
Animalität	ʔaːnimaliˈtɛːt
Animateur	ʔanimaˈtøːɐ
Animation	ʔanimaˈʦjoːn
Animationen	ʔanimaˈʦjoːnən
animato	ʔaniˈmaːtoː
Animier	ʔaniˈmiːɐ
Animierdame	ʔaniˈmiːɐdaːmə
animiere	ʔaniˈmiːʁə
animieren	ʔaniˈmiːʁən
animierend	ʔaniˈmiːʁənt
animierest	ʔaniˈmiːʁəst
animieret	ʔaniˈmiːʁət
Animierkneipe	ʔaniˈmiːɐˌknaɪpə
Animierkneipen	ʔaniˈmiːɐˌknaɪpən
Animiermädchen	ʔaniˈmiːɐˌmɛːtçən
animierst	ʔaniˈmiːɐst
animiert	ʔaniˈmiːɐt
animierte	ʔaniˈmiːɐtə
animierten	ʔaniˈmiːɐtən
animiertest	ʔaniˈmiːɐtəst
animiertet	ʔaniˈmiːɐtət
Animismus	ʔaniˈmɪsɪnʊs
Animo	ʔaːnimo
Animos	ʔaniˈmoːs
animos	ʔaniˈmoːs
animose	ʔaniˈmoːzə
animosem	ʔaniˈmoːzəm
animosen	ʔaniˈmoːzən
animoser	ʔaniˈmoːzɐ
animoses	ʔaniˈmoːzəs
Animosität	ʔaːnimoziˈtɛːt
Animositäten	ʔaːnimoziˈtɛːtən
Animus	ʔaːnimʊs
Anion	ʔanʔioːn
Anionen	ʔanʔiˈʔoːnən
Anis	ʔaˈniːs
Anise	ʔaˈniːzə
Anisen	ʔaˈniːzən
Anises	ʔaˈniːzəs
Anisett	ʔaniˈzɛt
Anisette	ʔaniˈzɛtə
Anisettes	ʔaniˈzɛtəs
Anisol	ʔaniˈzoːl
Anita	ʔaˈniːtaː
Anitra	ʔaˈniːtʁaː
Anja	ʔanjaː
Anka	ʔankaː
Ankara	ʔaŋkaʁaː
Ankathete	ʔankaˌtheːtə
Anke	ʔaŋkə
anke	ʔaŋkə
ankehrig	ʔankeːʁɪç
ankehrige	ʔankeːʁɪɡə
ankehrigem	ʔankeːʁɪɡəm
ankehrigen	ʔankeːʁɪɡən
ankehriger	ʔankeːʁɪɡɐ
ankehriges	ʔankeːʁɪɡəs
Anken	ʔaŋkən
anken	ʔaŋkən
ankend	ʔaŋkənt
Ankens	ʔaŋkəns
Anker	ʔaŋkɐ
Ankern	ʔaŋkɐn
ankern	ʔaŋkɐn
Ankers	ʔaŋkɐs
ankest	ʔaŋkəst
anket	ʔaŋkət
Anklam	ʔanklam
ankleide	ʔanklaɪdə
ankleiden	ʔanklaɪdən
ankleidend	ʔanklaɪdənt
ankleidest	ʔanklaɪdəst
ankleidet	ʔanklaɪdət
ankleidete	ʔanklaɪdətə
ankleideten	ʔanklaɪdətən
ankleidetest	ʔanklaɪdətəst
ankleidetet	ʔanklaɪdətət
Ankömmling	ʔankœmlɪŋ
ankreuze	ʔankʁɔɪʦə
ankreuzen	ʔankʁɔɪʦən
ankreuzend	ʔankʁɔɪʦənt
ankreuzest	ʔankʁɔɪʦəst
ankreuzet	ʔankʁɔɪʦət
ankreuzt	ʔankʁɔɪʦt
ankreuzte	ʔankʁɔɪʦtə
ankreuzten	ʔankʁɔɪʦtən
ankreuztest	ʔankʁɔɪʦtəst
ankreuztet	ʔankʁɔɪʦtət
ankst	ʔaŋkst
ankt	ʔaŋkt
ankte	ʔaŋktə
ankten	ʔaŋktən
anktest	ʔaŋktəst
anktet	ʔaŋktət
Ankunft	ʔankʊnft
Ankurbelung	ʔankʊɐbəlʊŋ
Ankurblung	ʔankʊɐblʊŋ
Ankylose	ʔaŋkyˈloːzə
Ankylosen	ʔaŋkyˈloːzən
Anlage	ʔanlaːɡə
Anlagen	ʔanlaːɡən
anlange	ʔanlaŋə
anlangen	ʔanlaŋən
anlangend	ʔanlaŋənt
anlangest	ʔanlaŋəst
anlanget	ʔanlaŋət
anlangst	ʔanlaŋst
anlangt	ʔanlaŋt
anlangte	ʔanlaŋtə
anlangten	ʔanlaŋtən
anlangtest	ʔanlaŋtəst
anlangtet	ʔanlaŋtət
Anlaschung	ʔanlaʃʊŋ
Anlass	ʔanlas
Anlaß	ʔanlas
Anlasse	ʔanlasə
Anlasser	ʔanlasɐ
Anlassern	ʔanlasɐn
Anlasses	ʔanlasəs
anlässlich	ʔanlɛslɪç
anläßlich	ʔanlɛslɪç
Anlauf	ʔanlaʊf
Anlaufe	ʔanlaʊfə
Anlaufes	ʔanlaʊfəs
Anlaufs	ʔanlaʊfs
Anleger	ʔanleːɡɐ
Anlegerin	ʔanleːɡəʁɪn
Anlegerinnen	ʔanleːɡəʁɪnən
Anlegern	ʔanleːɡɐn
Anlegers	ʔanleːɡɐs
Anlegestelle	ʔanleːɡəˌʃtɛlə
Anlegestellen	ʔanleːɡəˌʃtɛlən
anlehne	ʔanleːnə
anlehnen	ʔanleːnən
anlehnend	ʔanleːnənt
anlehnest	ʔanleːnəst
anlehnet	ʔanleːnət
anlehnst	ʔanleːnst
anlehnt	ʔanleːnt
anlehnte	ʔanleːntə
anlehnten	ʔanleːntən
anlehntest	ʔanleːntəst
anlehntet	ʔanleːntət
Anlehnung	ʔanleːnʊŋ
Anlehnungen	ʔanleːnʊŋən
Anleihen	ʔanlaɪən
anleihen	ʔanlaɪən
Anleihens	ʔanlaɪəns
Anlernberuf	ʔanlɛɐnbəˌʁuːf
Anlernberufe	ʔanlɛɐnbəˌʁuːfə
Anlernberufen	ʔanlɛɐnbəˌʁuːfən
Anlernberufes	ʔanlɛɐnbəˌʁuːfəs
Anlernberufs	ʔanlɛɐnbəˌʁuːfs
anlerne	ʔanlɛɐnə
anlernen	ʔanlɛɐnən
anlernend	ʔanlɛɐnənt
anlernest	ʔanlɛɐnəst
anlernet	ʔanlɛɐnət
Anlernkraft	ʔanlɛɐnˌkʁaft
Anlernling	ʔanlɛɐnlɪŋ
Anlernlinge	ʔanlɛɐnlɪŋə
Anlernlingen	ʔanlɛɐnlɪŋən
Anlernlings	ʔanlɛɐnlɪŋs
anlernst	ʔanlɛɐnst
anlernt	ʔanlɛɐnt
anlernte	ʔanlɛɐntə
anlernten	ʔanlɛɐntən
anlerntest	ʔanlɛɐntəst
anlerntet	ʔanlɛɐntət
Anlernzeit	ʔanlɛɐnˌʦaɪt
Anlernzeiten	ʔanlɛɐnˌʦaɪtən
Anlieger	ʔanliːɡɐ
Anliegern	ʔanliːɡɐn
Anliegers	ʔanliːɡɐs
anlügen	ʔanlyːɡən
anmaßen	ʔanmaːsən
anmaßend	ʔanmaːsənt
anmasst	ʔanmaːst
Anmaßung	ʔanmaːsʊŋ
Anmerkung	ʔanmɛɐkʊŋ
Anmerkungen	ʔanmɛɐkʊŋən
anmontiere	ʔanmɔnˌtiːʁə
anmontieren	ʔanmɔnˌtiːʁən
anmontierend	ʔanmɔnˌtiːʁənt
anmontierest	ʔanmɔnˌtiːʁəst
anmontieret	ʔanmɔnˌtiːʁət
anmontierst	ʔanmɔnˌtiːɐst
anmontiert	ʔanmɔnˌtiːɐt
anmontierte	ʔanmɔnˌtiːɐtə
anmontierten	ʔanmɔnˌtiːɐtən
anmontiertest	ʔanmɔnˌtiːɐtəst
anmontiertet	ʔanmɔnˌtiːɐtət
Ann	ʔan
Anna	ʔanaː
Annaberg	ʔanabɛɐk
annadeln	ʔannaːdəln
annadelnd	ʔannaːdəlnt
annadelst	ʔannaːdəlst
annadelt	ʔannaːdəlt
annadelte	ʔannaːdəltə
annadelten	ʔannaːdəltən
annadeltest	ʔannaːdəltəst
annadeltet	ʔannaːdəltət
annadle	ʔannaːdlə
annähernd	ʔannɛːɐnt
Annäherung	ʔannɛːɐʊŋ
Annäherungen	ʔannɛːɐʊŋən
annäherungsweise	ʔanɛːɐʊŋsˌvaɪzə
Annäherungswert	ʔannɛːɐʊŋsˌveːɐt
Annahme	ʔannaːmə
Annahmen	ʔannaːmən
Annale	ʔaˈnaːlə
Annalin	ʔanaˈliːn
Annalist	ʔanaˈlɪst
Annapurna	ʔanaˈpʊɐnaː
Ännchen	ʔɛnçən
Anne	ʔanə
Annedore	ʔanədoːʁə
Annegret	ʔanəɡʁeːt
Annehmlichkeit	ʔanneːmlɪçkaɪt
Annehmlichkeiten	ʔanneːmlɪçkaɪtən
annektiere	ʔanɛkˈtiːʁə
annektieren	ʔanɛkˈtiːʁən
annektierend	ʔanɛkˈtiːʁənt
annektierest	ʔanɛkˈtiːʁəst
annektieret	ʔanɛkˈtiːʁət
annektierst	ʔanɛkˈtiːɐst
annektiert	ʔanɛkˈtiːɐt
annektierte	ʔanɛkˈtiːɐtə
annektierten	ʔanɛkˈtiːɐtən
annektiertest	ʔanɛkˈtiːɐtəst
annektiertet	ʔanɛkˈtiːɐtət
Annelie	ʔanəliː
Annelies	ʔanəliːs
Anneliese	ʔanəliːzə
Annelise	ʔanəliːzə
Annelore	ʔanəloːʁə
Annemarie	ʔanəmaˌʁiː
Annemie	ʔanəmiː
Annemirl	ʔanəmɪɐl
Annerose	ʔanɐoːzə
Annett	ʔaˈnɛt
Annette	ʔaˈnɛtə
Annex	ʔaˈnɛks
Annexe	ʔaˈnɛksə
Annexen	ʔaˈnɛksən
Annexes	ʔaˈnɛksəs
Annexion	ʔanɛkˈsjoːn
Annexionen	ʔanɛkˈsjoːnən
Annexionismus	ʔanɛksjoˈnɪsmʊs
Annihilation	ʔanihilaˈʦjoːn
annihilieren	ʔanihiˈliːʁən
Annina	ʔaˈniːnaː
Annius	ʔanjʊs
Anniversarien	ʔanivɛɐˈzaːʁiən
Anniversarium	ʔanivɛɐˈzaːʁiʊm
Anniversariums	ʔanivɛɐˈzaːʁiʊms
Anno	ʔanoː
anno	ʔanoː
Annonce	ʔanɔ̃sə
Annoncen	ʔanɔ̃sən
Annonceuse	ʔanɔ̃ˈsøːzə
Annonceusen	ʔanɔ̃ˈsøːzən
annonciere	ʔanɔ̃ˈsiːʁə
annoncieren	ʔanɔ̃ˈsiːʁən
annoncierend	ʔanɔ̃ˈsiːʁənt
annoncierest	ʔanɔ̃ˈsiːʁəst
annoncieret	ʔanɔ̃ˈsiːʁət
annoncierst	ʔanɔ̃ˈsiːɐst
annonciert	ʔanɔ̃ˈsiːɐt
annoncierte	ʔanɔ̃ˈsiːɐtə
annoncierten	ʔanɔ̃ˈsiːɐtən
annonciertest	ʔanɔ̃ˈsiːɐtəst
annonciertet	ʔanɔ̃ˈsiːɐtət
Annotation	ʔanotaˈʦjoːn
Annotationen	ʔanotaˈʦjoːnən
annuell	ʔanuˈʔɛl
annuelle	ʔanuˈʔɛlə
annuellem	ʔanuˈʔɛləm
annuellen	ʔanuˈʔɛlən
annueller	ʔanuˈʔɛlɐ
annuelles	ʔanuˈʔɛləs
Annuität	ʔanuiˈtɛːt
annulliere	ʔanʊˈliːʁə
annullieren	ʔanʊˈliːʁən
annullierend	ʔanʊˈliːʁənt
annullierest	ʔanʊˈliːʁəst
annullieret	ʔanʊˈliːʁət
annullierst	ʔanʊˈliːɐst
annulliert	ʔanʊˈliːɐt
annullierte	ʔanʊˈliːɐtə
annullierten	ʔanʊˈliːɐtən
annulliertest	ʔanʊˈliːɐtəst
annulliertet	ʔanʊˈliːɐtət
Annullierung	ʔanʊˈliːʁʊŋ
Annullierungen	ʔanʊˈliːʁʊŋən
Annunziata	ʔanʊnˈʦjaːtaː
Annunziatenorden	ʔanʊnʦiˈaːtənˌʔɔɐdən
Annunziatenordens	ʔanʊnʦiˈaːtənˌʔɔɐdəns
Anny	ʔɛniː
Anochin	ʔaˈnɔxɪn
Anode	ʔaˈnoːdə
Anoden	ʔaˈnoːdən
anöden	ʔanʔøːdən
anomal	ʔanomaːl
anomale	ʔanomaːlə
anomalem	ʔanomaːləm
anomalen	ʔanomaːlən
anomaler	ʔanomaːlɐ
anomales	ʔanomaːləs
Anomalie	ʔanomaˈliː
Anomalien	ʔanomaˈliːən
anonym	ʔanoˈnyːm
Anonyma	ʔaˈnoːnymaː
anonyme	ʔanoˈnyːmə
anonymem	ʔanoˈnyːməm
