àbac	ˈaβək
bentòniques	bənˈtɔnikəs
benvinguda	bembiŋˈguðə
benvingudes	bembiŋˈguðəs
benvingut	bembiŋˈgut
benvinguts	bembiŋˈguʦ
benvolguda	bembulˈɣuðə
benvolgut	bembulˈɣut
benvolguts	bembulˈɣuʦ
benzina	bənˈzinə
benzinera	bənziˈneɾə
benzineres	bənziˈneɾəs
benzopirè	bənzupiˈɾɛ
benzopirens	benzupiˈɾɛns
beques	ˈbɛkəs
berber	bərˈβe
berbers	bərˈβes
berenar	bəɾəˈna
berguedana	bərɣəˈðanə
berguedans	bərɣəˈðans
berlinesa	bərliˈnɛzə
berlinès	bərliˈnɛs
berlineses	bərliˈnɛzəs
berlinesos	bərliˈnɛzus
berlusconià	bərluskuniˈa
berlusconiana	bərluskuniˈanə
bernat	bərˈnat
bernats	bərˈnaʦ
besar	bəˈza
besàvia	bəˈzaβiə
besavi	bəˈzaβi
bes	ˈbes
bescanviar	bəskəmbiˈa
bescanvi	bəsˈkambi
besnéta	bəzˈnetə
besnét	bəzˈnet
besnéts	bəzˈneʦ
beso	ˈbezu
bessó	bəˈso
bessona	bəˈsonə
bessonada	bəsuˈnaðə
bessones	bəˈsonəs
bessons	bəˈsons
bèstia	ˈbɛstiə
bestial	bəstiˈal
bestialitat	bəstiəliˈtat
bestiar	bəstiˈa
bestiari	bəstiˈaɾi
bestiesa	bəstiˈɛzə
bèsties	ˈbɛstiəs
bestieses	bəstiˈɛzəs
bestiola	bəstiˈɔlə
bestioles	bəstiˈɔləs
bestreta	bəsˈtɾetə
beta	ˈbɛtə
betatesters	bətətəsˈtes
bètica	ˈbɛtikə
bètic	ˈbɛtik
bètics	ˈbɛtiks
beu	ˈbɛw
beuen	ˈbɛwən
beuratge	bəwˈɾadʒə
beure	ˈbɛwɾə
beus	ˈbɛws
bevedor	bəβəˈðo
bevedors	bəβəˈðos
bevem	bəˈβɛm
bevent	bəˈβen
beveu	bəˈβɛw
bevíem	bəˈβiəm
bevien	bəˈβiən
bg	bulˈɣaɾiə
bgr	bulˈɣaɾiə
bh	ˈbarəjn
bhr	ˈbarəjn
bhs	bəˈaməs
biaix	biˈaʃ
bianual	biənuˈal
biatleta	biəlˈlɛtə
biatló	biəlˈlo
biberó	biβəˈɾo
bíblia	ˈbiβliə
bíblica	ˈbiβlikə
bíblic	ˈbiβlik
bíblics	ˈbiβliks
bibliòfil	biβliˈɔfil
bibliofília	biβliuˈfiliə
bibliòfils	biβliˈɔfils
bibliografia	biβliuɣɾəˈfiə
bibliogràfica	biβliuˈɣɾafikə
bibliogràfic	biβliuˈɣɾafik
bibliogràfics	biβliuˈɣɾafiks
bibliografies	biβliuɣɾəˈfiəs
bibliogràfiques	biβliuˈɣɾafikəs
bibliologia	biβliuluˈʒiə
biblioteca	biβliuˈtɛkə
bibliotecària	biβliutəˈkaɾiə
bibliotecari	biβliutəˈkaɾi
bibliotecàries	biβliutəˈkaɾiəs
bibliotecaris	biβliutəˈkaɾis
biblioteconomia	biβliutəkunuˈmiə
biblioteques	biβliuˈtɛkəs
bíbliques	ˈbiβlikəs
bi	buˈɾundi
bicampió	bikəmpiˈo
bicapitalitat	bikəpitəliˈtat
bicarbonat	bikərβuˈnat
bicefàlia	bisəˈfaliə
bicentenari	bisəntəˈnaɾi
bíceps	ˈbisəps
bici	ˈbisi
bicicleta	bisiˈklɛtə
bicicletada	bisikləˈtaðə
bicicletes	bisiˈklɛtəs
bicis	ˈbisis
bicoca	biˈkokə
bidell	biˈðeʎ
bidet	biˈðɛt
bidimensionals	biðimənsiuˈnals
bidireccional	biðiɾəksiuˈnal
bidó	biˈðo
bidons	biˈðons
bielorús	biəluˈɾus
bielorussa	biəluˈɾusə
biennal	biənˈnal
biennals	biənˈnals
bienni	biˈɛnni
bífidus	ˈbifiðus
bifurquen	biˈfurkən
biga	ˈbiɣə
bigarrada	biɣəˈraðə
bigarrat	biɣəˈrat
bigarrats	biɣəˈraʦ
bigoti	biˈɣɔti
bigotis	biˈɣɔtis
bigues	ˈbiɣəs
bih	ˈbɔzniəjərsəɣuˈβinə
bijuteria	biʒutəˈɾiə
bike	ˈbajk
bikinis	biˈkinis
bilateral	bilətəˈɾal
bilateralitat	bilətəɾəliˈtat
bilateralment	bilətəɾalˈmen
bilaterals	bilətəˈɾals
bilbaí	bilβəˈi
bilbaïns	bilβəˈins
bilingüe	biˈliŋgwə
bilingües	biˈliŋgwəs
bilingüisme	biliŋˈgwizmə
bilió	biliˈo
bilions	biliˈons
bilis	ˈbilis
billar	biˈʎar
billars	biˈʎars
bimensual	bimənsuˈal
bimestral	biməsˈtɾal
bimestralment	biməstɾalˈmen
bimotor	bimuˈtor
binària	biˈnaɾiə
binari	biˈnaɾi
binaris	biˈnaɾis
bingo	ˈbiŋgu
bingos	ˈbiŋgus
binocles	biˈnɔkləs
binocular	binukuˈlar
binomi	biˈnɔmi
bioacústica	biuəˈkustikə
biocombustibles	biukumbusˈtibbləs
biodiversitat	biuðiβərsiˈtat
bioenginyeria	biuənʒiɲəˈɾiə
bioètica	biuˈɛtikə
biogeografia	biuʒəuɣɾəˈfiə
biogeoquímics	biuʒeuˈkimiks
biògrafa	biˈɔɣɾəfə
biògraf	biˈɔɣɾəf
biografia	biuɣɾəˈfiə
biografiat	biuɣɾəfiˈat
biogràfica	biuˈɣɾafikə
biogràfic	biuˈɣɾafik
biogràfics	biuˈɣɾafiks
biografies	biuɣɾəˈfiəs
biogràfiques	biuˈɣɾafikəs
biògrafs	biˈɔɣɾəfs
bioinformàtica	biuimfurˈmatikə
biòleg	biˈɔlək
biòlegs	biˈɔləks
biòloga	biˈɔluɣə
biologia	biuluˈʒiə
biològica	biuˈlɔʒikə
biològicament	biulɔʒikəˈmen
biològic	biuˈlɔʒik
biològics	biuˈlɔʒiks
biològiques	biuˈlɔʒikəs
biomassa	biuˈmasə
biomecànica	biuməˈkanikə
biomèdica	biuˈmɛðikə
biomedicina	biuməðiˈsinə
biomèdics	biuˈmɛðiks
biomètrica	biuˈmɛtɾikə
biopic	biuˈpik
biòpsies	biˈɔpsiəs
bioquímica	biuˈkimikə
bioquímic	biuˈkimik
bioquímics	biuˈkimiks
bioseguretat	biusəɣuɾəˈtat
biosfera	biusˈfeɾə
biotecnologia	biutəgnuluˈʒiə
bioterrorisme	biutəruˈɾizmə
bioterrorista	biutəruˈɾistə
bioterroristes	biutəruˈɾistəs
bipartidisme	bipərtiˈðizmə
bipartidista	bipərtiˈðistə
bip	ˈbip
bípede	ˈbipəðə
bipolar	bipuˈlar
bipolarització	bipuləɾidzəsiˈo
biquini	biˈkini
biquinis	biˈkinis
birmana	birˈmanə
bisbal	bizˈβal
bisbalenc	bizβəˈlɛŋ
bisbat	bizˈβat
bisbats	bizˈβaʦ
bisbe	ˈbizβə
bisbes	ˈbizβəs
bis	ˈbis
biscaí	biskəˈi
biscaïna	biskəˈinə
biscaïnes	biskəˈinəs
biscaïns	biskəˈins
bisexual	bisəksuˈal
bisexualitat	bisəksuəliˈtat
bisexuals	bisəksuˈals
bisos	ˈbizus
bisturí	bistuˈɾi
bitàcola	biˈtakulə
bit	ˈbit
bitlles	ˈbiʎʎəs
bitllet	biʎˈʎɛt
bitlleter	biʎʎəˈte
bitllets	biʎˈʎɛʦ
bits	ˈbiʦ
bitxo	ˈbitʃu
bivac	biˈβak
bivalve	biˈβalβə
bivalves	biˈβalβəs
bizantina	bizənˈtinə
.biz	ˈbisnes
bj	ˈbɛnin
bla	ˈbla
blana	ˈblanə
blanca	ˈblaŋkə
blanc	ˈblaŋ
blanc-i-blau	blaŋiˈβlaw
blanc-i-blaus	blaŋiˈβlaws
blanc-i-blava	blaŋiˈβlaβə
blanc-i-blaves	blaŋiˈβlaβəs
blanc-i-negres	blaŋiˈnɛɣɾəs
blanc-i-verda	blaŋiˈβɛrðə
blanc-i-verd	blaŋiˈβɛrt
blanc-i-vermella	blaŋiβərˈmɛʎə
blanc-i-vermell	blaŋiβərˈmɛʎ
blanc-i-vermells	blaŋiβərˈmɛʎs
blancor	bləŋˈko
blancs	ˈblaŋs
blanes	ˈblanəs
blanqueig	bləŋˈkɛʧ
blanquejar	bləŋkəˈʒa
blanques	ˈblaŋkəs
blanquets	bləŋˈkɛʦ
blanquíssima	bləŋˈkisimə
blasma	ˈblazmə
blasmada	bləzˈmaðə
blasmar	bləzˈma
blasmat	bləzˈmat
blasme	ˈblazmə
blàstula	ˈblastulə
blat	ˈblat
blau	ˈblaw
blaugrana	blawˈɣɾanə
blaugranes	bləwˈɣɾanəs
blau_marí	ˈblawməˈɾi
blaus	ˈblaws
blava	ˈblaβə
blaves	ˈblaβəs
blavosa	bləˈβozə
bleda	ˈblɛðə
blinda	ˈblində
blindada	blinˈdaðə
blindades	blinˈdaðəs
blindar	blinˈda
blindaria	blindəˈɾiə
blindat	blinˈdat
blindatge	blinˈdadʒə
blindatges	blinˈdadʒəs
blindats	blinˈdaʦ
blink	ˈbliŋ
blocador	blukəˈðo
blocant	bluˈkan
blocar	bluˈka
blocatge	bluˈkadʒə
bloc	ˈblɔk
blocs	ˈblɔks
bloquegen	bluˈkɛʒən
bloquegés	blukəˈʒes
bloquegessin	blukəˈʒesin
bloquegi	bluˈkɛʒi
bloquegin	bluˈkɛʒin
bloqueig	bluˈkɛʧ
bloqueja	bluˈkɛʒə
bloquejada	blukəˈʒaðə
bloquejades	blukəˈʒaðəs
bloquejant	blukəˈʒan
bloquejarà	blukəʒəˈɾa
bloquejar	blukəˈʒa
bloquejaries	blukəʒəˈɾiəs
bloquejar-lo	blukəˈʒarlu
bloquejat	blukəˈʒat
bloquejats	blukəˈʒaʦ
bloquejaven	blukəˈʒaβən
bloquejos	bluˈkɛʒus
blr	bieloˈɾusia
bluetooth	bluˈtus
blz	beˈlis
.bmp	bidˈmapˈgɾafiks
bn	bɾuˈnɛjðəɾusəˈlam
board	ˈboə
boba	ˈboβə
bob	ˈbop
bobines	buˈβinəs
bo	ˈbɔ
bocabadada	bokəβəˈðaðə
bocabadat	bokəβəˈðat
bocabadats	bokəβəˈðaʦ
boca	ˈbokə
bocamoll	bokəˈmɔʎ
bocana	buˈkanə
bocí	buˈsi
bocins	buˈsins
boda	ˈboðə
bodega	buˈðɛɣə
bodegó	buðəˈɣo
bodegons	buðəˈɣons
bodegues	buˈðɛɣəs
bodes	ˈboðəs
body	ˈbɔði
boeing	ˈbɔjn
bòfia	ˈbɔfiə
boga	ˈboɣə
bogeria	buʒəˈɾiə
bogeries	buʒəˈɾiəs
boges	ˈbɔʒəs
bogeys	ˈbuɣis
bohèmia	buˈɛmiə
bohemi	buˈɛmi
bohemis	buˈɛmis
boia	ˈbɔjə
boicot	bujˈkɔt
boicotegen	bujkuˈtɛʒən
boicotegi	bujkuˈtɛʒi
boicoteja	bujkuˈtɛʒə
boicotejada	bujkutəˈʒaðə
boicotejant	bujkutəˈʒan
boicotejarà	bujkutəʒəˈɾa
boicotejar	bujkutəˈʒa
boicotejat	bujkutəˈʒat
boicots	bujˈkɔʦ
boies	ˈbɔjəs
boig	ˈbɔʧ
boina	ˈbɔjnə
boira	ˈbɔjɾə
boires	ˈbɔjɾəs
boirina	bujˈɾinə
boirines	bujˈɾinəs
boirosa	bujˈɾozə
boirós	bujˈɾos
boirum	bujˈɾum
boirumós	bujɾuˈmos
boixa	ˈboʃə
boix	ˈboʃ
boixeda	buˈʃɛðə
boixos	ˈboʃus
boja	ˈbɔʒə
bojament	bɔʒəˈmen
bojos	ˈbɔʒus
bola	ˈbɔlə
bol	ˈbɔl
bolca	ˈbolkə
bolcar	bulˈka
bolcat	bulˈkat
bolero	buˈleɾu
boleros	buˈleɾus
boles	ˈbɔləs
boletaire	buləˈtajɾə
bolet	buˈlɛt
boletes	buˈlɛtəs
bolets	buˈlɛʦ
boli	ˈbɔli
bolic	buˈlik
bolígraf	buˈliɣɾəf
bolígrafs	buˈliɣɾəfs
bòlit	ˈbɔlit
bolivià	buliβiˈa
boliviana	buliβiˈanə
bolivians	buliβiˈans
bolonyès	buluˈɲɛs
bolquer	bulˈke
bolquers	bulˈkes
bolxevic	bulʃəˈβik
bolxevics	bulʃəˈβiks
bomba	ˈbombə
bombardegen	bumbərˈðɛʒən
bombardeig	bumbərˈðɛʧ
bombardeigs	bumbərˈðɛʧs
bombardeja	bumbərˈðɛʒə
bombardejada	bumbərðəˈʒaðə
bombardejades	bumbərðəˈʒaðəs
bombardejant	bumbərðəˈʒan
bombardejar	bumbərðəˈʒa
bombardejat	bumbərðəˈʒat
bombardejats	bumbərðəˈʒaʦ
bombardejaven	bumbərðəˈʒaβən
bombardejen	bumbərˈðɛʒən
bombardejos	bumbərˈðɛʒus
bombarder	bumbərˈðe
bombarders	bumbərˈðes
bomb	ˈbɔm
bombeig	bumˈbɛʧ
bomber	bumˈbe
bombers	bumˈbes
bombes	ˈbombəs
bombeta	bumˈbɛtə
bombetes	bumˈbɛtəs
bombin	ˈbɔmbin
bombo	ˈbombu
bombó	ˈbɔmbo
bombolla	bumˈboʎə
bombolles	bumˈboʎəs
bombona	bumˈbonə
bombons	bumˈbons
bombos	ˈbombus
bona	ˈbɔnə
bonament	bonəˈmen
bonança	buˈnansə
bon	ˈbɔn
bondadosa	bundəˈðozə
bondadós	bundəˈðos
bondat	bunˈdat
bondats	bunˈdaʦ
bones	ˈbɔnəs
bonet	buˈnɛt
bonhomia	bunuˈmiə
bonica	buˈnikə
bonic	buˈnik
bonics	buˈniks
bonificació	bunifikəsiˈo
bonificacions	bunifikəsiˈons
boniques	buˈnikəs
boníssima	buˈnisimə
boníssim	buˈnisim
boníssimes	buˈnisiməs
bonmenjar	bummənˈʒa
bonsai	bonˈsaj
bonsais	bonˈsajs
bons	ˈbɔns
bonus	ˈbonus
booking	ˈbukiŋ
boom	buˈom
boques	ˈbokəs
boqueta	buˈkɛtə
borbó	burˈβo
borbònica	burˈβɔnikə
borbònic	burˈβɔnik
borbons	burˈβons
borda	ˈborðə
bordar	burˈða
bord	ˈbort
bordell	burˈðeʎ
bordells	burˈðeʎs
borden	ˈborðən
bordo	ˈborðu
boreal	buɾeˈal
borinot	buɾiˈnɔt
born	ˈborn
borni	ˈbɔrni
borrall	buˈraʎ
borrant	buˈran
borràs	buˈras
borrascada	burəsˈkaðə
borrascosos	burəsˈkozus
borratxa	buˈratʃə
borratxera	burətˈʃeɾə
borratxeres	burətˈʃeɾəs
borratxo	buˈratʃu
borratxos	buˈratʃus
borregos	buˈreɣus
borreguil	burəˈɣil
borrell	buˈreʎ
borrosa	buˈrozə
borrós	buˈros
borsa	ˈborsə
borsària	burˈsaɾiə
borsari	burˈsaɾi
borsàries	burˈsaɾiəs
borsaris	burˈsaɾis
borses	ˈborsəs
bosc	ˈbɔsk
boscosa	busˈkozə
boscos	ˈbɔskus
boscoses	busˈkozəs
bosnià	buzniˈa
bosniana	buzniˈanə
bosnianes	buzniˈanəs
bosnians	buzniˈans
bosnis	ˈbɔznis
bosquet	busˈkɛt
bossa	ˈbosə
bosses	ˈbosəs
bóta	ˈbotə
bota	ˈbotə
botànica	buˈtanikə
botànic	buˈtanik
botànics	buˈtaniks
botar	buˈta
bot	ˈbot
botella	buˈteʎə
botelles	buˈteʎəs
boters	buˈtes
botes	ˈbotəs
botí	buˈti
boti	ˈboti
botifarra	butiˈfarə
botifarrada	butifəˈraðə
botifarres	butiˈfarəs
botiflera	butiˈfleɾə
botifler	butiˈfle
botiflers	butiˈfles
botiga	buˈtiɣə
botiguera	butiˈɣeɾə
botiguer	butiˈɣe
botiguers	butiˈɣes
botigues	buˈtiɣəs
botó	buˈto
botons	buˈtons
bots	ˈboʦ
botulínica	butuˈlinikə
botulisme	butuˈlizmə
botxí	butˈʃi
botxins	butˈʃins
botzina	budˈzinə
botzines	budˈzinəs
bou	ˈbɔw
bous	ˈbɔws
boví	buˈβi
bovina	buˈβinə
bovines	buˈβinəs
bovins	buˈβins
boxa	ˈbɔksə
boxador	buksəˈðo
boxejador	buksəʒəˈðo
boxejadors	buksəʒəˈðos
boxes	ˈbɔksəs
boy	ˈboj
bra	bɾəˈzil
braça	ˈbɾasə
braçal	bɾəˈsal
braçalet	bɾəsəˈlɛt
braçalets	bɾəsəˈlɛʦ
braçals	bɾəˈsals
braç	ˈbɾas
bracet	bɾəˈsɛt
braços	ˈbɾasus
bragueta	bɾəˈɣɛtə
braille	ˈbɾajʎə
brama	ˈbɾamə
bramar	bɾəˈma
brams	ˈbɾams
branca	ˈbɾaŋkə
brancal	bɾəŋˈkal
brandant	bɾənˈdan
brandaven	bɾənˈdaβən
brandi	ˈbɾandi
branques	ˈbɾaŋkəs
brasa	ˈbɾazə
braseria	bɾəzəˈɾiə
brases	ˈbɾazəs
brasil	bɾəˈzil
brasilera	bɾəziˈleɾə
brasiler	bɾəziˈle
brasileres	bɾəziˈleɾəs
brasilers	bɾəziˈles
brau	ˈbɾaw
braus	ˈbɾaws
braves	ˈbɾaβəs
bravo	ˈbɾaβo
bravura	bɾəˈβuɾə
brb	barˈβaðos
br	bɾəˈzil
brega	ˈbɾɛɣə
bregar	bɾəˈɣa
bregat	bɾəˈɣat
bregues	ˈbɾɛɣəs
bressolar	bɾəsuˈla
bressol	bɾəˈsɔl
bressols	bɾəˈsɔls
bretó	bɾəˈto
bretolada	bɾətuˈlaðə
bretolades	bɾətuˈlaðəs
brètol	ˈbɾɛtul
brètols	ˈbɾɛtuls
bretona	bɾəˈtonə
bretones	bɾəˈtonəs
bretons	bɾəˈtons
bretxa	ˈbɾetʃə
breu	ˈbɾew
breument	bɾewˈmen
breus	ˈbɾews
brevetat	bɾəβəˈtat
brevíssima	bɾəˈβisimə
bri	ˈbɾi
bricolatge	bɾikuˈladʒə
brides	ˈbɾiðəs
bridge	ˈbɾidʒə
brigada	bɾiˈɣaðə
brigades	bɾiˈɣaðəs
brigadier	bɾiɣəðiˈe
brigadistes	bɾiɣəˈðistəs
brilla	ˈbɾiʎə
brillant	bɾiˈʎan
brillantment	bɾiʎamˈmen
brillantor	bɾiʎənˈto
brillantors	bɾiʎənˈtos
brillants	bɾiˈʎans
brillarà	bɾiʎəˈɾa
brillaran	bɾiʎəˈɾan
brillar	bɾiˈʎa
brillat	bɾiˈʎat
brillava	bɾiˈʎaβə
brillaven	bɾiˈʎaβən
brillen	ˈbɾiʎən
brilleu	bɾiˈʎɛw
brilli	ˈbɾiʎi
brillin	ˈbɾiʎin
brillo	ˈbɾiʎu
brinda	ˈbɾində
brindar	bɾinˈda
brindarem	bɾindəˈɾɛm
brindat	bɾinˈdat
brindem	bɾinˈdɛm
brinden	ˈbɾindən
brindis	ˈbɾindis
brindo	ˈbɾindu
brisa	ˈbɾizə
brises	ˈbɾizəs
britànica	bɾiˈtanikə
britànic	bɾiˈtanik
britànico-holandesa	bɾitanikulənˈdɛzə
britànics	bɾiˈtaniks
britàniques	bɾiˈtanikəs
brn	bɾuˈnɛjðəɾusəˈlam
brocanters	bɾukənˈtes
broc	ˈbɾɔk
broda	ˈbɾoðə
brodada	bɾuˈðaðə
brodar	bɾuˈða
brodat	bɾuˈðat
brodats	bɾuˈðaʦ
brogit	bɾuˈʒit
brolla	ˈbɾoʎə
brollador	bɾuʎəˈðo
brolladors	bɾuʎəˈðos
brollar	bɾuˈʎa
brollen	ˈbɾoʎən
broma	ˈbɾomə
bromatologia	bɾumətuluˈʒiə
bromeja	bɾuˈmɛʒə
bromejar	bɾuməˈʒa
bromejava	bɾuməˈʒaβə
bromera	bɾuˈmeɾə
bromes	ˈbɾoməs
brometa	bɾuˈmɛtə
bromista	bɾuˈmistə
bromistes	bɾuˈmistəs
bronquitis	bɾuŋˈkitis
bronze	ˈbɾonzə
bronzejament	bɾunzɛʒəˈmen
bronzejat	bɾunzəˈʒat
bronzes	ˈbɾonzəs
bròquil	ˈbɾɔkil
brossa	ˈbɾɔsə
brossià	bɾusiˈa
brossiana	bɾusiˈanə
brossianes	bɾusiˈanəs
brossians	bɾusiˈans
brota	ˈbɾotə
brotar	bɾuˈta
brot	ˈbɾot
brots	ˈbɾoʦ
brou	ˈbɾɔw
browser	ˈbɾɔwzə
browsers	ˈbɾɔwzəs
bru	ˈbɾu
bruc	ˈbɾuk
bruguera	bɾuˈɣeɾə
bruit	ˈbɾujt
bruixa	ˈbɾuʃə
bruixeria	bɾuʃəˈɾiə
bruixes	ˈbɾuʃəs
brúixola	ˈbɾuʃulə
bruixot	bɾuˈʃɔt
bruixots	bɾuˈʃɔʦ
bruma	ˈbɾumə
brumbol	bɾumˈbɔl
brunzit	bɾunˈzit
brusa	ˈbɾuzə
brusca	ˈbɾuskə
bruscament	bɾuskəˈmen
brusc	ˈbɾusk
bruscos	ˈbɾuskus
bruta	ˈbɾutə
brutal	bɾuˈtal
brutalitat	bɾutəliˈtat
brutalitats	bɾutəliˈtaʦ
brutalment	bɾutalˈmen
brutals	bɾuˈtals
brut	ˈbɾut
brutes	ˈbɾutəs
brutícia	bɾuˈtisiə
bruts	ˈbɾuʦ
bs	bəˈaməs
buc	ˈbuk
bucle	ˈbuklə
bucodental	bukuðənˈtal
bucòlica	buˈkɔlikə
bucòlic	buˈkɔlik
bucòlics	buˈkɔliks
bucs	ˈbuks
buda	ˈbuðə
budells	buˈðeʎs
budisme	buˈðizmə
budista	buˈðistə
budistes	buˈðistəs
bufa	ˈbufə
bufador	bufəˈðo
búfal	ˈbufəl
búfals	ˈbufəls
bufanda	buˈfandə
bufandes	buˈfandəs
bufant	buˈfan
bufarà	bufəˈɾa
bufaran	bufəˈɾan
bufar	buˈfa
bufava	buˈfaβə
buf	ˈbuf
bufen	ˈbufən
bufera	buˈfeɾə
bufeta	buˈfɛtə
bufetada	bufəˈtaðə
bufetades	bufəˈtaðəs
bufet	buˈfɛt
bufets	buˈfɛʦ
bufi	ˈbufi
bufo	ˈbufu
bufó	buˈfo
bufona	buˈfonə
bufons	buˈfons
bugada	buˈɣaðə
bugaderia	buɣəðəˈɾiə
bugaderies	buɣəðəˈɾiəs
bugia	buˈʒiə
buida	ˈbujðə
buidada	bujˈðaðə
buidant	bujˈðan
buidar	bujˈða
buidaries	bujðəˈɾiəs
buidar-se	bujˈðarsə
buidat	bujˈðat
buidatge	bujˈðadʒə
buiden	ˈbujðən
buides	ˈbujðəs
buidor	bujˈðo
build	ˈbil
buit	ˈbujt
buits	ˈbujʦ
buldòzer	bulˈdɔzə
buldòzers	bulˈdɔzəs
bulevard	buləˈβart
búlgara	ˈbulɣəɾə
búlgar	ˈbulɣər
búlgars	ˈbulɣərs
bulímia	buˈlimiə
bull	ˈbuʎ
bullen	ˈbuʎən
bullent	buˈʎen
bullia	buˈʎiə
bullint	buˈʎin
bullir	buˈʎi
bulls	ˈbuʎs
bumerangs	buməˈɾaŋs
bungalou	buŋgəˈlɔw
búnquer	ˈbuŋkər
búnquers	ˈbuŋkərs
bunyol	buˈɲɔl
bunyols	buˈɲɔls
burgesa	burˈʒɛzə
burgès	burˈʒɛs
burgesia	burʒəˈziə
burgesos	burˈʒɛzus
burí	buˈɾi
burilles	buˈɾiʎəs
burka	ˈburkə
burla	ˈburlə
burlar	burˈla
burlar-se	burˈlarsə
burlat	burˈlat
burlem	burˈlɛm
burlen	ˈburlən
burles	ˈburləs
burlesc	burˈlɛsk
burleta	burˈlɛtə
burning	ˈbarniŋ
burocràcia	buɾuˈkɾasiə
burocràcies	buɾuˈkɾasiəs
buròcrata	buˈɾɔkɾətə
buròcrates	buˈɾɔkɾətəs
burocràtica	buɾuˈkɾatikə
burocràtic	buɾuˈkɾatik
burocràtics	buɾuˈkɾatiks
burocràtiques	buɾuˈkɾatikəs
burocratització	buɾukɾətidzəsiˈo
burra	ˈburə
burro	ˈburu
burros	ˈburus
bursàtil	burˈsatil
bursàtils	burˈsatils
bursitis	burˈsitis
burxa	ˈburʃə
burxades	burˈʃaðəs
burxar	burˈʃa
bus	ˈbus
busca	ˈbuskə
buscada	busˈkaðə
buscades	busˈkaðəs
buscador	buskəˈðo
buscadors	buskəˈðos
buscant	busˈkan
buscarà	buskəˈɾa
buscaran	buskəˈɾan
busca-raons	buskərəˈons
buscar	busˈka
buscaré	buskəˈɾe
buscarem	buskəˈɾɛm
buscareu	buskəˈɾɛw
buscar-hi	busˈkaɾi
buscar-ho	busˈkaɾu
buscaria	buskəˈɾiə
buscaries	buskəˈɾiəs
buscar-la	busˈkarlə
buscar-les	busˈkarləs
buscar-li	busˈkarli
buscar-lo	busˈkarlu
buscar-los	busˈkarlus
buscar-ne	busˈkarnə
buscar-se	busˈkarsə
buscat	busˈkat
buscats	busˈkaʦ
buscava	busˈkaβə
buscàvem	busˈkaβəm
buscaven	busˈkaβən
busco	ˈbusku
busos	ˈbuzus
busquem	busˈkɛm
busquen	ˈbuskən
busques	ˈbuskəs
busqués	busˈkes
busquéssiu	busˈkesiw
busqueu	busˈkɛw
busqueu-vos	busˈkɛwβus
busqui	ˈbuski
busquin	ˈbuskin
busquis	ˈbuskis
busseig	buˈsɛʧ
busseja	buˈsɛʒə
bussejadors	busəʒəˈðos
bussos	ˈbusus
bust	ˈbust
bústia	ˈbustiə
bústies	ˈbustiəs
bustos	ˈbustus
butà	buˈta
butaca	buˈtakə
butaner	butəˈne
butaques	buˈtakəs
butlla	ˈbuʎʎə
butlleta	buʎˈʎɛtə
butlletes	buʎˈʎɛtəs
butlletí	buʎʎəˈti
butlletins	buʎʎəˈtins
butxaca	butˈʃakə
butxaques	butˈʃakəs
bv	ˈiʎəðəβuˈβet
bvt	ˈiʎəðəβuˈβet
bwa	bodˈzwanə
bw	bodˈzwanə
by	bieloˈɾusia
bytes	ˈbitəs
bz	beˈlis
càbala	ˈkaβələ
cabal	kəˈβal
càbales	ˈkaβələs
cabals	kəˈβals
cabana	kəˈβanə
cabanes	kəˈβanəs
cabanya	kəˈβaɲə
cabaret	kəβəˈɾɛt
cabaretera	kəβəɾəˈteɾə
cabareter	kəβəɾəˈte
cabarets	kəβəˈɾɛʦ
cabàs	kəˈβas
cabassos	kəˈβasus
cabdal	kəbˈdal
cabdals	kəbˈdals
cabdell	kəbˈdeʎ
cabdill	kəbˈdiʎ
cabdills	kəbˈdiʎs
cabell	kəˈβɛʎ
cabellera	kəβəˈʎeɾə
cabelleres	kəβəˈʎeɾəs
cabells	kəˈβɛʎs
cabem	kəˈβɛm
caben	ˈkaβən
cabia	kəˈβiə
cabien	kəˈβiən
cabilencs	kəβiˈlɛŋs
cabina	kəˈβinə
cabines	kəˈβinəs
cablatge	kəbˈbladʒə
cable	ˈkabblə
cablejades	kəbbləˈʒaðəs
cablejar	kəbbləˈʒa
cablejat	kəbbləˈʒat
cablejats	kəbbləˈʒaʦ
cable-mòdem	kabbləˈmɔðəm
cableoperador	kəbbləupəɾəˈðo
cables	ˈkabbləs
cabòria	kəˈβɔɾiə
cabòries	kəˈβɔɾiəs
cabota	kəˈβɔtə
cabra	ˈkaβɾə
cabran	kəˈβɾan
cabre	ˈkaβɾə
cabrera	kəˈβɾeɾə
cabres	ˈkaβɾəs
cabretes	kəˈβɾɛtəs
cabriola	kəβɾiˈɔlə
cabrioles	kəβɾiˈɔləs
cabró	kəˈβɾo
cabron	kəˈβɾon
cabrons	kəˈβɾons
cabuda	kəˈβuðə
caçabombarders	kəsəβumbərˈðes
caca	ˈkakə
caça	ˈkasə
caçada	kəˈsaðə
caçadora	kəsəˈðoɾə
caçador	kəsəˈðo
caçadores	kəsəˈðoɾəs
caçadors	kəsəˈðos
caçafantasmes	kəsəfənˈtazməs
ca	ˈka
caçanegocis	kəsənəˈɣɔsis
caçant	kəˈsan
caçar	kəˈsa
cacarea	kəkəˈɾɛə
caçarecompenses	kəsəɾəkumˈpɛnsəs
caçatalents	kəsətəˈlens
caçat	kəˈsat
