#name Spanish
#lang spa
abad	aˈβað
imprentas	imˈpɾentas
impresa	imˈpɾesa
impresas	imˈpɾesas
imprescindible	impɾesθinˈdiβle
imprescindibles	impɾesθinˈdiβles
impresentable	impɾesenˈtaβle
impresentables	impɾesenˈtaβles
impresión	impɾeˈsjon
impresiona	impɾeˈsjona
impresionada	impɾesjoˈnaða
impresionado	impɾesjoˈnaðo
impresionados	impɾesjoˈnaðos
impresionan	impɾeˈsjonan
impresionante	impɾesjoˈnante
impresionantes	impɾesjoˈnantes
impresionar	impɾesjoˈnaɾ
impresionará	impɾesjonaˈɾa
impresionaron	impɾesjoˈnaɾon
impresionas	impɾeˈsjonas
impresiones	impɾeˈsjones
impresionismo	impɾesjoˈnizmo
impresionista	impɾesjoˈnista
impresionistas	impɾesjoˈnistas
impresionó	impɾesjoˈno
impreso	imˈpɾeso
impresor	impɾeˈsoɾ
impresora	impɾeˈsoɾa
impresoras	impɾeˈsoɾas
impresos	imˈpɾesos
imprevisible	impɾeβiˈsiβle
imprevisibles	impɾeβiˈsiβles
imprevista	impɾeˈβista
imprevisto	impɾeˈβisto
imprevistos	impɾeˈβistos
imprima	imˈpɾima
imprime	imˈpɾime
imprimen	imˈpɾimen
imprimiendo	impɾiˈmjendo
imprimieron	impɾiˈmjeɾon
imprimió	impɾiˈmjo
imprimir	impɾiˈmiɾ
imprimirá	impɾimiˈɾa
imprimirías	impɾimiˈɾias
imprimirla	impɾiˈmiɾla
imprimirlo	impɾiˈmiɾlo
imprimirse	impɾiˈmiɾse
improbable	impɾoˈβaβle
improbables	impɾoˈβaβles
improcedente	impɾoθeˈðente
improcedentes	impɾoθeˈðentes
improductivo	impɾoðukˈtiβo
improductivos	impɾoðukˈtiβos
impronta	imˈpɾonta
improperios	impɾoˈpeɾjos
impropia	imˈpɾopja
impropias	imˈpɾopjas
impropio	imˈpɾopjo
impropios	imˈpɾopjos
improvisa	impɾoˈβisa
improvisación	impɾoβisaˈθjon
improvisaciones	impɾoβisaˈθjones
improvisada	impɾoβiˈsaða
improvisadas	impɾoβiˈsaðas
improvisado	impɾoβiˈsaðo
improvisados	impɾoβiˈsaðos
improvisar	impɾoβiˈsaɾ
improviso	impɾoˈβiso
improvisó	impɾoβiˈso
imprudencia	impɾuˈðenθja
imprudente	impɾuˈðente
impúdica	imˈpuðika
impúdicas	imˈpuðikas
impúdico	imˈpuðiko
impuesta	imˈpwesta
impuestas	imˈpwestas
impuesto	imˈpwesto
impuestos	imˈpwestos
impugna	imˈpuɣna
impugnación	impuɣnaˈθjon
impugnaciones	impuɣnaˈθjones
impugnada	impuɣˈnaða
impugnado	impuɣˈnaðo
impugnar	impuɣˈnaɾ
impulsa	imˈpulsa
impulsada	impulˈsaða
impulsadas	impulˈsaðas
impulsado	impulˈsaðo
impulsados	impulˈsaðos
impulsan	imˈpulsan
impulsando	impulˈsando
impulsar	impulˈsaɾ
impulsará	impulsaˈɾa
impulsaron	impulˈsaɾon
impulsarse	impulˈsaɾse
impulse	imˈpulse
impulsión	impulˈsjon
impulsiones	impulˈsjones
impulsiva	impulˈsiβa
impulsividad	impulsiβiˈðað
impulsivo	impulˈsiβo
impulso	imˈpulso
impulsó	impulˈso
impulsor	impulˈsoɾ
impulsora	impulˈsoɾa
impulsores	impulˈsoɾes
impulsos	imˈpulsos
impune	imˈpune
impunemente	imˈpuneˈmente
impunes	imˈpunes
impunidad	impuniˈðað
impura	imˈpuɾa
impuras	imˈpuɾas
impuro	imˈpuɾo
impuros	imˈpuɾos
impusiera	impuˈsjeɾa
impusieran	impuˈsjeɾan
impusieron	impuˈsjeɾon
impuso	imˈpuso
imputa	imˈputa
imputaba	impuˈtaβa
imputaban	impuˈtaβan
imputable	impuˈtaβle
imputables	impuˈtaβles
imputación	imputaˈθjon
imputaciones	imputaˈθjones
imputada	impuˈtaða
imputadas	impuˈtaðas
imputado	impuˈtaðo
imputados	impuˈtaðos
imputan	imˈputan
imputar	impuˈtaɾ
impute	imˈpute
imputó	impuˈto
in	ˈindja
inabarcable	inaβaɾˈkaβle
inabordable	inaβoɾˈðaβle
inacabables	inakaˈβaβles
inacabada	inakaˈβaða
inacabado	inakaˈβaðo
inacabados	inakaˈβaðos
inaccesible	inakθeˈsiβle
inaccesibles	inakθeˈsiβles
inacción	inakˈθjon
inaceptable	inaθepˈtaβle
inaceptables	inaθepˈtaβles
inactiva	inakˈtiβa
inactividad	inaktiβiˈðað
inactivo	inakˈtiβo
inadaptados	inaðapˈtaðos
inadecuada	inaðeˈkwaða
inadecuadas	inaðeˈkwaðas
inadecuado	inaðeˈkwaðo
inadmisible	inaðmiˈsiβle
inadmisibles	inaðmiˈsiβles
inadvertida	inaðβeɾˈtiða
inadvertido	inaðβeɾˈtiðo
inadvertidos	inaðβeɾˈtiðos
inagotable	inaɣoˈtaβle
inagotables	inaɣoˈtaβles
inaguantable	inaɣwanˈtaβle
inalámbrica	inaˈlambɾika
inalámbricas	inaˈlambɾikas
inalámbrico	inaˈlambɾiko
inalámbricos	inaˈlambɾikos
inalcanzable	inalkanˈθaβle
inalcanzables	inalkanˈθaβles
inalienable	inaljeˈnaβle
inalterable	inalteˈɾaβle
inamovible	inamoˈβiβle
inamovibles	inamoˈβiβles
inanidad	inaniˈðað
inapelable	inapeˈlaβle
inaplazable	inaplaˈθaβle
inaplicable	inapliˈkaβle
inaplicación	inaplikaˈθjon
inapreciable	inapɾeˈθjaβle
inapropiada	inapɾoˈpjaða
inapropiadas	inapɾoˈpjaðas
inasequible	inaseˈkiβle
inasible	inaˈsiβle
inasumible	inasuˈmiβle
inaudible	inawˈðiβle
inaudita	inawˈðita
inaudito	inawˈðito
inaugura	inawˈɣuɾa
inauguraba	inawɣuˈɾaβa
inauguración	inawɣuɾaˈθjon
inauguraciones	inawɣuɾaˈθjones
inaugurada	inawɣuˈɾaða
inauguradas	inawɣuˈɾaðas
inaugurado	inawɣuˈɾaðo
inaugurados	inawɣuˈɾaðos
inaugural	inawɣuˈɾal
inauguran	inawˈɣuɾan
inaugurando	inawɣuˈɾando
inaugurar	inawɣuˈɾaɾ
inaugurará	inawɣuɾaˈɾa
inaugurarán	inawɣuɾaˈɾan
inauguraron	inawɣuˈɾaɾon
inaugurarse	inawɣuˈɾaɾse
inaugure	inawˈɣuɾe
inauguró	inawɣuˈɾo
inca	ˈiŋka
incalculable	iŋkalkuˈlaβle
incalculables	iŋkalkuˈlaβles
incalificable	iŋkalifiˈkaβle
incandescencia	iŋkandesˈθenθja
incandescente	iŋkandesˈθente
incansable	iŋkanˈsaβle
incansablemente	iŋkanˈsaβleˈmente
incapaces	iŋkaˈpaθes
incapacidad	iŋkapaθiˈðað
incapacidades	iŋkapaθiˈðaðes
incapacitado	iŋkapaθiˈtaðo
incapaz	iŋkaˈpaθ
incas	ˈiŋkas
incautación	iŋkawtaˈθjon
incautada	iŋkawˈtaða
incautadas	iŋkawˈtaðas
incautado	iŋkawˈtaðo
incautados	iŋkawˈtaðos
incautaron	iŋkawˈtaɾon
incautas	iŋˈkawtas
incauto	iŋˈkawto
incautó	iŋkawˈto
incautos	iŋˈkawtos
incendia	inˈθendja
incendiada	inθenˈdjaða
incendiado	inθenˈdjaðo
incendiados	inθenˈdjaðos
incendian	inˈθendjan
incendiar	inθenˈdjaɾ
incendiaria	inθenˈdjaɾja
incendiarias	inθenˈdjaɾjas
incendiario	inθenˈdjaɾjo
incendiarios	inθenˈdjaɾjos
incendiaron	inθenˈdjaɾon
incendiarse	inθenˈdjaɾse
incendio	inˈθendjo
incendió	inθenˈdjo
incendios	inˈθendjos
incentivadas	inθentiˈβaðas
incentivando	inθentiˈβando
incentivar	inθentiˈβaɾ
incentivará	inθentiβaˈɾa
incentivo	inθenˈtiβo
incentivos	inθenˈtiβos
incertidumbre	inθeɾtiˈðumbɾe
incertidumbres	inθeɾtiˈðumbɾes
incesante	inθeˈsante
incesantes	inθeˈsantes
incesto	inˈθesto
incestos	inˈθestos
incide	inˈθiðe
inciden	inˈθiðen
incidencia	inθiˈðenθja
incidencias	inθiˈðenθjas
incidental	inθiðenˈtal
incidentales	inθiðenˈtales
incidente	inθiˈðente
incidentes	inθiˈðentes
incidido	inθiˈðiðo
incidiendo	inθiˈðjendo
incidieron	inθiˈðjeɾon
incidió	inθiˈðjo
incidir	inθiˈðiɾ
incienso	inˈθjenso
incierta	inˈθjeɾta
inciertas	inˈθjeɾtas
incierto	inˈθjeɾto
inciertos	inˈθjeɾtos
incineración	inθineɾaˈθjon
incinerado	inθineˈɾaðo
incineradora	inθineɾaˈðoɾa
incineradoras	inθineɾaˈðoɾas
incinerados	inθineˈɾaðos
incinerar	inθineˈɾaɾ
incipiente	inθiˈpjente
incipientes	inθiˈpjentes
incisión	inθiˈsjon
incisiva	inθiˈsiβa
incisivo	inθiˈsiβo
incisivos	inθiˈsiβos
inciso	inˈθiso
incita	inˈθita
incitación	inθitaˈθjon
incitado	inθiˈtaðo
incitan	inˈθitan
incitar	inθiˈtaɾ
incivilizado	inθiβiliˈθaðo
incivilizados	inθiβiliˈθaðos
incivismo	inθiˈβizmo
inclasificable	iŋklasifiˈkaβle
inclasificables	iŋklasifiˈkaβles
inclemencias	iŋkleˈmenθjas
inclemente	ˈiŋkleˈmente
inclina	iŋˈklina
inclinaba	iŋkliˈnaβa
inclinación	iŋklinaˈθjon
inclinaciones	iŋklinaˈθjones
inclinada	iŋkliˈnaða
inclinado	iŋkliˈnaðo
inclinados	iŋkliˈnaðos
inclinan	iŋˈklinan
inclinar	iŋkliˈnaɾ
inclinaron	iŋkliˈnaɾon
inclinarse	iŋkliˈnaɾse
inclino	iŋˈklino
inclinó	iŋkliˈno
ínclito	ˈiŋklito
ínclitos	ˈiŋklitos
incluía	iŋkluˈia
incluían	iŋkluˈian
incluida	iŋˈklwiða
incluidas	iŋˈklwiðas
incluídas	iŋˈklwiðas
incluido	iŋˈklwiðo
incluído	iŋˈklwiðo
incluidos	iŋˈklwiðos
incluídos	iŋˈklwiðos
incluimos	iŋˈklwimos
incluir	iŋˈklwiɾ
incluirá	iŋklwiˈɾa
incluirán	iŋklwiˈɾan
incluiría	iŋklwiˈɾia
incluirla	iŋˈklwiɾla
incluirlas	iŋˈklwiɾlas
incluirlo	iŋˈklwiɾlo
incluirse	iŋˈklwiɾse
inclusión	iŋkluˈsjon
inclusive	iŋkluˈsiβe
inclusivo	iŋkluˈsiβo
incluso	ˈiŋkluso
incluya	iŋˈkluʤa
incluyan	iŋˈkluʤan
incluye	iŋˈkluʤe
incluyen	iŋˈkluʤen
incluyendo	iŋkluˈʤendo
incluyera	iŋkluˈʤeɾa
incluyeron	iŋkluˈʤeɾon
incluyes	iŋˈkluʤes
incluyo	iŋˈkluʤo
incluyó	iŋkluˈʤo
incoación	iŋkoaˈθjon
incoado	iŋkoˈaðo
incobrables	iŋkoˈβɾaβles
incógnita	iŋˈkoɣnita
incógnitas	iŋˈkoɣnitas
incógnito	iŋˈkoɣnito
incognoscible	iŋkoɣnosˈθiβle
incoherencia	iŋkoeˈɾenθja
incoherencias	iŋkoeˈɾenθjas
incoherente	iŋkoeˈɾente
incoherentes	iŋkoeˈɾentes
incólume	iŋˈkolume
incombustible	iŋkombusˈtiβle
incombustibles	iŋkombusˈtiβles
incomestible	iŋkomesˈtiβle
incomoda	iŋkoˈmoða
incómoda	iŋˈkomoða
incomodar	iŋkomoˈðaɾ
incomodidad	iŋkomoðiˈðað
incomodidades	iŋkomoðiˈðaðes
incomodo	iŋkoˈmoðo
incómodo	iŋˈkomoðo
incómodos	iŋˈkomoðos
incomparable	iŋkompaˈɾaβle
incomparables	iŋkompaˈɾaβles
incomparecencia	iŋkompaɾeˈθenθja
incompatibilidad	iŋkompatiβiliˈðað
incompatibilidades	iŋkompatiβiliˈðaðes
incompatible	iŋkompaˈtiβle
incompatibles	iŋkompaˈtiβles
incompetencia	iŋkompeˈtenθja
incompetente	iŋkompeˈtente
incompetentes	iŋkompeˈtentes
incompleta	iŋkomˈpleta
incompleto	iŋkomˈpleto
incompletos	iŋkomˈpletos
incomprendida	iŋkompɾenˈdiða
incomprendido	iŋkompɾenˈdiðo
incomprendidos	iŋkompɾenˈdiðos
incomprensible	iŋkompɾenˈsiβle
incomprensiblemente	iŋkompɾenˈsiβleˈmente
incomprensibles	iŋkompɾenˈsiβles
incomprensión	iŋkompɾenˈsjon
incomunicación	iŋkomunikaˈθjon
incomunicado	iŋkomuniˈkaðo
incomunicados	iŋkomuniˈkaðos
inconcebible	iŋkonθeˈβiβle
inconcebibles	iŋkonθeˈβiβles
inconclusa	iŋkoŋˈklusa
inconcluso	iŋkoŋˈkluso
incondicional	iŋkondiθjoˈnal
incondicionales	iŋkondiθjoˈnales
incondicionalmente	iŋkondiθjoˈnalˈmente
inconfesable	iŋkomfeˈsaβle
inconfesables	iŋkomfeˈsaβles
inconformismo	iŋkomfoɾˈmizmo
inconformista	iŋkomfoɾˈmista
inconformistas	iŋkomfoɾˈmistas
inconfundible	iŋkomfunˈdiβle
inconfundibles	iŋkomfunˈdiβles
incongruencia	iŋkoŋˈɡɾwenθja
incongruencias	iŋkoŋˈɡɾwenθjas
incongruente	iŋkoŋˈɡɾwente
incongruentes	iŋkoŋˈɡɾwentes
inconmensurable	iŋkommensuˈɾaβle
inconsciencia	iŋkonsˈθjenθja
inconsciente	iŋkonsˈθjente
inconscientemente	iŋkonsˈθjenteˈmente
inconscientes	iŋkonsˈθjentes
inconsecuente	iŋkonseˈkwente
inconsistencia	iŋkonsisˈtenθja
inconsistente	iŋkonsisˈtente
inconsolable	iŋkonsoˈlaβle
inconstitucional	iŋkonstituθjoˈnal
inconstitucionales	iŋkonstituθjoˈnales
inconstitucionalidad	iŋkonstituθjonaliˈðað
incontables	iŋkonˈtaβles
incontenible	iŋkonteˈniβle
incontestable	iŋkontesˈtaβle
incontestables	iŋkontesˈtaβles
incontinencia	iŋkontiˈnenθja
incontrolable	iŋkontɾoˈlaβle
incontrolables	iŋkontɾoˈlaβles
incontrolada	iŋkontɾoˈlaða
incontroladamente	iŋkontɾoˈlaðaˈmente
incontrolado	iŋkontɾoˈlaðo
incontrolados	iŋkontɾoˈlaðos
inconveniencia	iŋkombeˈnjenθja
inconveniente	iŋkombeˈnjente
inconvenientes	iŋkombeˈnjentes
incordia	iŋˈkoɾðja
incordiar	iŋkoɾˈðjaɾ
incordien	iŋˈkoɾðjen
incordio	iŋˈkoɾðjo
incorpora	iŋkoɾˈpoɾa
incorporaba	iŋkoɾpoˈɾaβa
incorporación	iŋkoɾpoɾaˈθjon
incorporaciones	iŋkoɾpoɾaˈθjones
incorporada	iŋkoɾpoˈɾaða
incorporadas	iŋkoɾpoˈɾaðas
incorporado	iŋkoɾpoˈɾaðo
incorporados	iŋkoɾpoˈɾaðos
incorporan	iŋkoɾˈpoɾan
incorporando	iŋkoɾpoˈɾando
incorporándose	iŋkoɾpoˈɾandose
incorporar	iŋkoɾpoˈɾaɾ
incorporará	iŋkoɾpoɾaˈɾa
incorporarán	iŋkoɾpoɾaˈɾan
incorporarlo	iŋkoɾpoˈɾaɾlo
incorporarlos	iŋkoɾpoˈɾaɾlos
incorporarme	iŋkoɾpoˈɾaɾme
incorporaron	iŋkoɾpoˈɾaɾon
incorporarse	iŋkoɾpoˈɾaɾse
incorpore	iŋkoɾˈpoɾe
incorporen	iŋkoɾˈpoɾen
incorporó	iŋkoɾpoˈɾo
incorrecta	iŋkoˈrekta
incorrectamente	iŋkoˈrektaˈmente
incorrectas	iŋkoˈrektas
incorrecto	iŋkoˈrekto
incorrectos	iŋkoˈrektos
incorrupto	iŋkoˈrupto
incredulidad	iŋkɾeðuliˈðað
incrédulo	iŋˈkɾeðulo
incrédulos	iŋˈkɾeðulos
increíble	iŋkɾeˈiβle
increiblemente	iŋˈkɾejβleˈmente
increíblemente	iŋkɾeˈiβleˈmente
increíbles	iŋkɾeˈiβles
incrementa	iŋkɾeˈmenta
incrementada	iŋkɾemenˈtaða
incrementado	iŋkɾemenˈtaðo
incrementan	iŋkɾeˈmentan
incrementando	iŋkɾemenˈtando
incrementándose	iŋkɾemenˈtandose
incrementar	iŋkɾemenˈtaɾ
incrementara	iŋkɾemenˈtaɾa
incrementará	iŋkɾementaˈɾa
incrementarán	iŋkɾementaˈɾan
incrementaría	iŋkɾementaˈɾia
incrementaron	iŋkɾemenˈtaɾon
incrementarse	iŋkɾemenˈtaɾse
incremente	ˈiŋkɾeˈmente
incrementen	iŋkɾeˈmenten
incremento	iŋkɾeˈmento
incrementó	iŋkɾemenˈto
incrementos	iŋkɾeˈmentos
increpar	iŋkɾeˈpaɾ
increparon	iŋkɾeˈpaɾon
increpó	iŋkɾeˈpo
in_crescendo	ˈiŋkɾesˈθendo
incriminatorias	iŋkɾiminaˈtoɾjas
incruenta	iŋˈkɾwenta
incrustaciones	iŋkɾustaˈθjones
incrustada	iŋkɾusˈtaða
incrustado	iŋkɾusˈtaðo
incrustados	iŋkɾusˈtaðos
incrustó	iŋkɾusˈto
incubación	iŋkuβaˈθjon
incubadora	iŋkuβaˈðoɾa
incubadoras	iŋkuβaˈðoɾas
incuestionable	iŋkwestjoˈnaβle
inculca	iŋˈkulka
inculcado	iŋkulˈkaðo
inculcar	iŋkulˈkaɾ
inculpación	iŋkulpaˈθjon
inculpado	iŋkulˈpaðo
inculpados	iŋkulˈpaðos
inculpar	iŋkulˈpaɾ
inculpatorias	iŋkulpaˈtoɾjas
inculpatorio	iŋkulpaˈtoɾjo
inculquen	iŋˈkulken
inculta	iŋˈkulta
incultas	iŋˈkultas
inculto	iŋˈkulto
incultos	iŋˈkultos
incultura	iŋkulˈtuɾa
incumbe	iŋˈkumbe
incumbencia	iŋkumˈbenθja
incumpla	iŋˈkumpla
incumplan	iŋˈkumplan
incumple	iŋˈkumple
incumplen	iŋˈkumplen
incumplidas	iŋkumˈpliðas
incumplido	iŋkumˈpliðo
incumpliendo	iŋkumˈpljendo
incumplimiento	iŋkumpliˈmjento
incumplimientos	iŋkumpliˈmjentos
incumplió	iŋkumˈpljo
incumplir	iŋkumˈpliɾ
incunables	iŋkuˈnaβles
incurable	iŋkuˈɾaβle
incurables	iŋkuˈɾaβles
incurre	iŋˈkure
incurren	iŋˈkuren
incurrido	iŋkuˈriðo
incurrieron	iŋkuˈrjeɾon
incurrió	iŋkuˈrjo
incurrir	iŋkuˈriɾ
incursión	iŋkuɾˈsjon
incursiones	iŋkuɾˈsjones
ind	ˈindja
indaga	inˈdaɣa
indagación	indaɣaˈθjon
indagaciones	indaɣaˈθjones
indagando	indaˈɣando
indagar	indaˈɣaɾ
indagará	indaɣaˈɾa
indagatoria	indaɣaˈtoɾja
indaguen	inˈdaɣen
indebida	indeˈβiða
indebidamente	indeˈβiðaˈmente
indebido	indeˈβiðo
indecencia	indeˈθenθja
indecente	indeˈθente
indecentes	indeˈθentes
indecible	indeˈθiβle
indecisa	indeˈθisa
indecisión	indeθiˈsjon
indecisiones	indeθiˈsjones
indeciso	indeˈθiso
indecisos	indeˈθisos
indecorosa	indekoˈɾosa
indefectiblemente	indefekˈtiβleˈmente
indefendible	indefenˈdiβle
indefensa	indeˈfensa
indefensas	indeˈfensas
indefensión	indefenˈsjon
indefenso	indeˈfenso
indefensos	indeˈfensos
indefinible	indefiˈniβle
indefinición	indefiniˈθjon
indefinida	indefiˈniða
indefinidamente	indefiˈniðaˈmente
indefinido	indefiˈniðo
indefinidos	indefiˈniðos
indeleble	indeˈleβle
indemne	inˈdemne
indemnes	inˈdemnes
indemnice	indemˈniθe
indemnicen	indemˈniθen
indemniza	indemˈniθa
indemnización	indemniθaˈθjon
indemnizaciones	indemniθaˈθjones
indemnizar	indemniˈθaɾ
independencia	indepenˈdenθja
independencias	indepenˈdenθjas
independentismo	independenˈtizmo
independentista	independenˈtista
independentistas	independenˈtistas
independice	indepenˈdiθe
independicen	indepenˈdiθen
independiente	indepenˈdjente
independientemente	indepenˈdjenteˈmente
independientes	indepenˈdjentes
independista	indepenˈdista
independistas	indepenˈdistas
independiza	indepenˈdiθa
independizado	independiˈθaðo
independizamos	independiˈθamos
independizar	independiˈθaɾ
independizaran	independiˈθaɾan
independizarme	independiˈθaɾme
independizarse	independiˈθaɾse
indescifrable	indesθiˈfɾaβle
indescriptible	indeskɾipˈtiβle
indescriptibles	indeskɾipˈtiβles
indeseable	indeseˈaβle
indeseables	indeseˈaβles
indeseado	indeseˈaðo
indestructible	indestɾukˈtiβle
indestructibles	indestɾukˈtiβles
indeterminación	indeteɾminaˈθjon
indeterminada	indeteɾmiˈnaða
indeterminado	indeteɾmiˈnaðo
.index	ˈindeks
indexa	inˈdeɣsa
indexado	indeɣˈsaðo
indexan	inˈdeɣsan
india	ˈindja
indiana	inˈdjana
indiano	inˈdjano
indias	ˈindjas
indica	inˈdika
indicaba	indiˈkaβa
indicaban	indiˈkaβan
indicación	indikaˈθjon
indicaciones	indikaˈθjones
indicada	indiˈkaða
indicadas	indiˈkaðas
indicado	indiˈkaðo
indicador	indikaˈðoɾ
indicadores	indikaˈðoɾes
indicados	indiˈkaðos
indican	inˈdikan
indicando	indiˈkando
indicándolo	indiˈkandolo
indicar	indiˈkaɾ
indicará	indikaˈɾa
indicaría	indikaˈɾia
indicarle	indiˈkaɾle
indicarme	indiˈkaɾme
indicaron	indiˈkaɾon
indicas	inˈdikas
indicativo	indikaˈtiβo
índice	ˈindiθe
índices	ˈindiθes
indicio	inˈdiθjo
indicios	inˈdiθjos
indico	inˈdiko
indicó	indiˈko
indiferencia	indifeˈɾenθja
indiferente	indifeˈɾente
indiferentes	indifeˈɾentes
indígena	inˈdixena
indígenas	inˈdixenas
indigencia	indiˈxenθja
indigenismo	indixeˈnizmo
indigente	indiˈxente
indigentes	indiˈxentes
indigesta	indiˈxesta
indigestión	indixesˈtjon
indigna	inˈdiɣna
indignación	indiɣnaˈθjon
indignada	indiɣˈnaða
indignado	indiɣˈnaðo
indignados	indiɣˈnaðos
indignamente	inˈdiɣnaˈmente
indignan	inˈdiɣnan
indignante	indiɣˈnante
indignas	inˈdiɣnas
indignidad	indiɣniˈðað
indigno	inˈdiɣno
indignó	indiɣˈno
indignos	inˈdiɣnos
indio	ˈindjo
indios	ˈindjos
indique	inˈdike
indiqué	indiˈke
indiquen	inˈdiken
indirecta	indiˈɾekta
indirectamente	indiˈɾektaˈmente
indirectas	indiˈɾektas
indirecto	indiˈɾekto
indirectos	indiˈɾektos
indisciplina	indisθiˈplina
indisciplinado	indisθipliˈnaðo
indiscreta	indisˈkɾeta
indiscretas	indisˈkɾetas
indiscriminada	indiskɾimiˈnaða
indiscriminadamente	indiskɾimiˈnaðaˈmente
indiscriminadas	indiskɾimiˈnaðas
indiscriminado	indiskɾimiˈnaðo
indiscriminados	indiskɾimiˈnaðos
indiscutible	indiskuˈtiβle
indiscutiblemente	indiskuˈtiβleˈmente
indiscutibles	indiskuˈtiβles
indiscutida	indiskuˈtiða
indiscutido	indiskuˈtiðo
indisociable	indisoˈθjaβle
indisoluble	indisoˈluβle
indispensable	indispenˈsaβle
indispensables	indispenˈsaβles
indisposición	indisposiˈθjon
indispuesto	indisˈpwesto
indistintamente	indisˈtintaˈmente
individua	indiˈβiðwa
individual	indiβiˈðwal
individuales	indiβiˈðwales
individualidad	indiβiðwaliˈðað
individualidades	indiβiðwaliˈðaðes
individualismo	indiβiðwaˈlizmo
individualista	indiβiðwaˈlista
individualizada	indiβiðwaliˈθaða
individualmente	indiβiˈðwalˈmente
individuo	indiˈβiðwo
individuos	indiˈβiðwos
indivisible	indiβiˈsiβle
indizado	indiˈθaðo
indochina	indoˈʧina
indocumentado	indokumenˈtaðo
indocumentados	indokumenˈtaðos
indoeuropea	indoewɾoˈpea
índole	ˈindole
indolencia	indoˈlenθja
indolente	indoˈlente
indolentes	indoˈlentes
indoloro	indoˈloɾo
indomable	indoˈmaβle
indómita	inˈdomita
indómito	inˈdomito
indonesia	indoˈnesja
indonesias	indoˈnesjas
indonesio	indoˈnesjo
indonesios	indoˈnesjos
indoor	inˈdoɾ
inducción	indukˈθjon
induce	inˈduθe
inducen	inˈduθen
inducida	induˈθiða
inducidas	induˈθiðas
inducido	induˈθiðo
inducir	induˈθiɾ
inducirá	induθiˈɾa
inductor	indukˈtoɾ
inductores	indukˈtoɾes
indudable	induˈðaβle
indudablemente	induˈðaβleˈmente
indudables	induˈðaβles
indujo	inˈduxo
indulgencia	indulˈxenθja
indulgente	indulˈxente
indulta	inˈdulta
indultada	indulˈtaða
indultado	indulˈtaðo
indultados	indulˈtaðos
indultan	inˈdultan
indultar	indulˈtaɾ
indulten	inˈdulten
indulto	inˈdulto
indultó	indulˈto
indultos	inˈdultos
indumentaria	indumenˈtaɾja
indumentarias	indumenˈtaɾjas
industria	inˈdustɾja
industrial	indusˈtɾjal
industriales	indusˈtɾjales
industrialización	industɾjaliθaˈθjon
industrializadas	industɾjaliˈθaðas
industrializado	industɾjaliˈθaðo
industrializados	industɾjaliˈθaðos
industrias	inˈdustɾjas
inédita	iˈneðita
inéditas	iˈneðitas
inédito	iˈneðito
inéditos	iˈneðitos
inefable	ineˈfaβle
ineficaces	inefiˈkaθes
ineficacia	inefiˈkaθja
ineficaz	inefiˈkaθ
ineficiencia	inefiˈθjenθja
ineficiente	inefiˈθjente
ineludible	ineluˈðiβle
ineludiblemente	ineluˈðiβleˈmente
ineludibles	ineluˈðiβles
inencontrables	ineŋkonˈtɾaβles
inepta	iˈnepta
ineptitud	ineptiˈtuð
inepto	iˈnepto
ineptos	iˈneptos
inequívoca	ineˈkiβoka
inequívocamente	ineˈkiβokaˈmente
inequívocas	ineˈkiβokas
inequívoco	ineˈkiβoko
inequívocos	ineˈkiβokos
inercia	iˈneɾθja
inerte	iˈneɾte
inescrutable	ineskɾuˈtaβle
inescrutables	ineskɾuˈtaβles
inesperada	inespeˈɾaða
inesperadamente	inespeˈɾaðaˈmente
inesperadas	inespeˈɾaðas
inesperado	inespeˈɾaðo
inesperados	inespeˈɾaðos
inestabilidad	inestaβiliˈðað
inestable	inesˈtaβle
inestables	inesˈtaβles
inestimable	inestiˈmaβle
inevitable	ineβiˈtaβle
inevitablemente	ineβiˈtaβleˈmente
inevitables	ineβiˈtaβles
inexacto	ineɣˈsakto
inexcusable	ineskuˈsaβle
inexcusables	ineskuˈsaβles
inexistencia	ineɣsisˈtenθja
inexistente	ineɣsisˈtente
inexistentes	ineɣsisˈtentes
inexorable	ineɣsoˈɾaβle
inexorablemente	ineɣsoˈɾaβleˈmente
inexperiencia	inespeˈɾjenθja
inexperto	inesˈpeɾto
inexpertos	inesˈpeɾtos
inexplicable	inespliˈkaβle
inexplicablemente	inespliˈkaβleˈmente
inexplicables	inespliˈkaβles
inexploradas	inesploˈɾaðas
inexpresiva	inespɾeˈsiβa
inexpresivo	inespɾeˈsiβo
inexpugnable	inespuɣˈnaβle
in_extremis	inesˈtɾemis
infalibilidad	imfaliβiliˈðað
infalible	imfaˈliβle
infalibles	imfaˈliβles
infamante	imfaˈmante
infame	imˈfame
infames	imˈfames
infamia	imˈfamja
infamias	imˈfamjas
infancia	imˈfanθja
infancias	imˈfanθjas
infanta	imˈfanta
infantas	imˈfantas
infante	imˈfante
infantería	imfanteˈɾia
infantes	imˈfantes
infantil	imfanˈtil
infantiles	imfanˈtiles
infantilismo	imfantiˈlizmo
infantiloide	imfantiˈlojðe
infarto	imˈfaɾto
infartos	imˈfaɾtos
infatigable	imfatiˈɣaβle
infatigables	imfatiˈɣaβles
infección	imfekˈθjon
infecciones	imfekˈθjones
infecciosa	imfekˈθjosa
infecciosas	imfekˈθjosas
infeccioso	imfekˈθjoso
infecciosos	imfekˈθjosos
infecta	imˈfekta
infectada	imfekˈtaða
