A	ʔaː
Lösbarkeit	løːsbaːʀkaɪt
Löschblatt	lœʃˌblat
Löscher	lœʃəʀ
Löschfahrzeug	lœʃˌfaːʀʦɔɪk
Löschkalk	lœʃˌkalk
Löschkopf	lœʃˌkɔp͡f
Löschmannschaft	lœʃˌmanʃaft
Löschpapier	lœʃpaˌpiːʀ
Löschsand	lœʃˌzant
Löschtrupp	lœʃˌtʀʊp
Löschung	lœʃʊŋ
Löschwasser	lœʃˌvasəʀ
Löschwesen	lœʃˌveːzən
Löschzug	lœʃˌʦuːk
Lösung	løːzʊŋ
Lösungen	løːzʊŋən
Löteisen	løːtˌʔaɪzən
Lötkolben	løːtˌkɔlbən
Lötrohr	løːtʀoːʀ
Lötstelle	løːtˌʃtɛlə
Lötung	løːtʊŋ
Lötzinn	løːtˌʦɪn
Löwe	løːvə
Löwin	løːvɪn
Löß	løːs
Lübben	lʏbən
Lübbenau	lʏbəˈnaʊ
Lübeck	lyːbɛk
Lüchschen	lʏksçən
Lückchen	lʏkçən
Lücke	lʏkə
Lücken	lʏkən
Lückenlosigkeit	lʏkənloːzɪçkaɪt
Lüdenscheid	lyːdənʃaɪt
Lüftchen	lʏftçən
Lüften	lʏftən
Lüftung	lʏftʊŋ
Lügner	lyːgnəʀ
Lümmel	lʏməl
Lümmelei	lʏməˈlaɪ
Lüneburg	lyːnəbʊʀk
Lünette	lyˈnɛtə
Lünetten	lyˈnɛtən
Lünse	lʏnzə
Lünsen	lʏnzən
Lüstchen	lʏstçən
Lüstling	lʏstlɪŋ
Lüttich	lʏtɪç
M	ʔɛm
Maar	maːʀ
Maas	maːs
Maastricht	maːsˈtʀɪçt
Maat	maːt
Maate	maːtə
Maaten	maːtən
Maates	maːtəs
Maats	maːʦ
Machart	maxʔaːʀt
Mache	maxə
Macher	maxəʀ
Macherei	maxəˈʀaɪ
Machern	maxəʀn
Machers	maxəʀs
Machete	maˈʧeːtə
Macheten	maˈʧeːtən
Machiavell	makjaˈvɛl
Machiavellismus	makjavɛˈlɪsmʊs
Machination	maxinaˈʦjoːn
Macho	maʧoː
Machorka	maˈxɔʀkaː
Macht	maxt
Machtlosigkeit	maxtloːzɪçkaɪt
Machwerk	maxˌvɛʀk
Machwerke	maxˌvɛʀkə
Machwerken	maxˌvɛʀkən
Machwerkes	maxˌvɛʀkəs
Machwerks	maxˌvɛʀks
Macke	makə
Macken	makən
Macker	makəʀ
Mackern	makəʀn
Mackers	makəʀs
Madagaskar	madaˈgaskaːʀ
Madam	maˈdam
Madame	maˈdam
Madamen	maˈdamən
Madams	maˈdams
Made	maːdə
Madeira	maˈdeːʀa
Madeiras	maˈdeːʀas
Madeleine	maˈdlɛːn
Mademoiselle	madəmwaˈzɛl
Maden	maːdən
Madjar	maˈdjaːʀ
Madonna	maˈdɔnaː
Madonnen	maˈdɔnən
Madonnenbild	maˈdɔnənˌbɪlt
Madonnenbilde	maˈdɔnənˌbɪldə
Madonnenbilder	maˈdɔnənˌbɪldəʀ
Madonnenbildern	maˈdɔnənˌbɪldəʀn
Madonnenbildes	maˈdɔnənˌbɪldəs
Madonnenbilds	maˈdɔnənˌbɪlʦ
Madrid	maˈdʀit
Madrigal	madʀiˈgaːl
Madrigale	madʀiˈgaːlə
Madrigalen	madʀiˈgaːlən
Madrigales	madʀiˈgaːləs
Madrigals	madʀiˈgaːls
Madruscht	maˈdʀʊʃt
Madura	maˈduːʀaː
Madurese	maduˈʀeːzə
Maduresen	maduˈʀeːzən
Maestri	maˈɛstʀiː
Maestro	maˈɛstʀoː
Maestros	maˈɛstʀoːs
Maetzig	mɛʦɪç
Mafia	mafjaː
Mafiosi	maˈfjoːziː
Mafioso	maˈfjoːzo
Mafiosos	maˈfjoːzos
Magadan	magaˈdaːn
Magazin	magaˈʦiːn
Magazine	magaˈʦiːnə
Magazinen	magaˈʦiːnən
Magazines	magaˈʦiːnəs
Magazineur	magaʦiˈnøːʀ
Magazineure	magaʦiˈnøːʀə
Magazineuren	magaʦiˈnøːʀən
Magazineurs	magaʦiˈnøːʀs
Magazins	magaˈʦiːns
Magd	maːkt
Magda	makdaː
Magdalena	makdaˈleːnaː
Magdalene	makdaˈleːnə
Magdalénien	makdaleˈnjɛ̃ː
Magen	maːgən
Magenkatarrh	maːgənkaˌtaʀ
Magenkatarrhe	maːgənkaˌtaʀə
Magenkatarrhen	maːgənkaˌtaʀən
Magenkatarrhes	maːgənkaˌtaʀəs
Magenkatarrhs	maːgənkaˌtaʀs
Magerkeit	maːgəʀkaɪt
Maggi	magiː
Maggie	mɛgiː
Maghreb	maˈgʀɛp
Magic	mɛːʤɪk
Magie	maˈgiː
Magier	maːgjəʀ
Magiern	maːgjəʀn
Magiers	maːgjəʀs
Magiker	maːgikəʀ
Maginotlinie	maʒiˈnoːˌliːnjə
Magister	maˈgɪstəʀ
Magistern	maˈgɪstəʀn
Magisters	maˈgɪstəʀs
Magistrale	magɪsˈtʀaːlə
Magistrat	magɪsˈtʀaːt
Magistrate	magɪsˈtʀaːtə
Magistraten	magɪsˈtʀaːtən
Magistrates	magɪsˈtʀaːtəs
Magistrats	magɪsˈtʀaːʦ
Magistratur	magɪstʀaˈtuːʀ
Magma	magmaː
Magmas	magmaːs
Magmatit	magmaˈtɪt
Magmen	magmən
Magnalium	maˈgnaːljʊm
Magnat	maˈgnaːt
Magnaten	maˈgnaːtən
Magnesium	maŋˈneːzjʊm
Magnesiums	maŋˈneːzjʊms
Magnet	maˈgneːt
Magnete	maˈgneːtə
Magneten	maˈgneːtən
Magnetes	maˈgneːtəs
Magnetiseur	magnetiˈzøːʀ
Magnetiseure	magnetiˈzøːʀə
Magnetiseuren	magnetiˈzøːʀən
Magnetiseurs	magnetiˈzøːʀs
Magnetisierung	magnetiˈziːʀʊŋ
Magnetisierungen	magnetiˈziːʀʊŋən
Magnetismus	magneˈtɪsmʊs
Magneto	maˈgneːtoː
Magnets	maˈgneːʦ
Magnifikat	magnifiˈkaːt
Magnifikats	magnifiˈkaːʦ
Magnifizenz	magnifiˈʦɛnʦ
Magnifizenzen	magnifiˈʦɛnʦən
Magnitude	magniˈtuːdə
Magnituden	magniˈtuːdən
Magnolie	maˈgnoːljə
Magnon	magnɔn
Magnonen	maˈgnoːnən
Magnum	mɛgnəm
Magnumflasche	magnʊmflaʃə
Magnus	magnʊs
Magog	maːgɔk
Mahabharata	mahaˈbaːʀataː
Mahagoni	mahaˈgoːni
Mahagonis	mahaˈgoːnis
Mahagonny	mahaˈgɔniː
Mahamaya	mahaˈmaːjaː
Maharadscha	mahaˈʀaːʤaː
Maharadschas	mahaˈʀaːʤaːs
Maharani	mahaˈʀaːni
Maharanis	mahaˈʀaːnis
Maharaschtra	mahaˈʀaʃtʀaː
Mahatma	maˈhaːtmaː
Mahd	maːt
Mahden	maːdən
Mahder	maːdəʀ
Mahfus	maxˈfuːs
Mahl	maːl
Mahle	maːlə
Mahles	maːləs
Mahls	maːls
Mahmoud	maːˈmuːt
Mahmut	maːˈmuːt
Mahn	maːn
Mahnbrief	maːnˌbʀiːf
Mahnbriefe	maːnˌbʀiːfə
Mahnbriefen	maːnˌbʀiːfən
Mahnbriefes	maːnˌbʀiːfəs
Mahnbriefs	maːnˌbʀiːfs
Mahngebühr	maːngəˌbyːʀ
Mahnmal	maːnmaːl
Mahnmale	maːnmaːlə
Mahnmales	maːnmaːləs
Mahnmals	maːnmaːls
Mahnung	maːnʊŋ
Mahnungen	maːnʊŋən
Mahonie	maˈhoːnjə
Mahr	maːʀ
Mahre	maːʀə
Mahren	maːʀən
Mahres	maːʀəs
Mahrs	maːʀs
Mai	maɪ
Maid	maɪt
Maie	maɪə
Maien	maɪən
Maier	maɪəʀ
Maierei	maɪəˈʀaɪ
Maies	maɪəs
Maik	maɪk
Maike	maɪkə
Maikop	maiːˈkɔp
Mail	mɛɪl
Mailand	maɪlant
Maillot	maɪˈjoː
Mails	mɛɪls
Main	maɪn
Maine	maɪnɛ
Mainz	maɪnʦ
Maire	mɛːʀ
Mairie	mɛˈʀiː
Mairien	mɛˈʀiːən
Mais	maɪs
Maische	maɪʃə
Maischen	maɪʃən
Maja	maːjaː
Majestät	majɛsˈtɛːt
Majolika	maˈjoːlikaː
Majoliken	maˈjoːlikən
Majonäse	majoˈnɛːzə
Majonäsen	majoˈnɛːzən
Major	maˈjoːʀ
Majoran	majoˈʀaːn
Majorane	majoˈʀaːnə
Majoranen	majoˈʀaːnən
Majorans	majoˈʀaːns
Majorat	majoˈʀaːt
Majorate	majoˈʀaːtə
Majoraten	majoˈʀaːtən
Majorates	majoˈʀaːtəs
Majorats	majoˈʀaːʦ
Majore	maˈjoːʀə
Majoren	maˈjoːʀən
Majorität	majoʀiˈtɛːt
Majors	maˈjoːʀs
Majorsrang	majoːʀsˌʀaŋ
Majorsrange	majoːʀsˌʀaŋə
Majorsranges	majoːʀsˌʀaŋəs
Majorsrangs	majoːʀsˌʀaŋs
Makadam	makaˈdam
Makadame	makaˈdamə
Makadamen	makaˈdamən
Makadames	makaˈdaməs
Makadams	makaˈdams
Makak	maːkak
Makaken	maˈkaːkən
Makame	maˈkaːmə
Makassar	maˈkasaʀ
Makassaren	makaˈsaːʀən
Make	mɛɪk
Makedonien	makeˈdoːnjən
Makel	maːkəl
Makeln	maːkəln
Makels	maːkəls
Makette	maˈkɛtə
Maketten	maˈkɛtən
Maki	maːkiː
Makimono	makiˈmoːnoː
Makkabäer	makaˈbɛːəʀ
Makkaroni	makaˈʀoːniː
Makler	maːkləʀ
Maklern	maːkləʀn
Maklers	maːkləʀs
Mako	makoː
Makramee	makʀaˈmeː
Makramees	makʀaˈmeːs
Makrele	maˈkʀeːlə
Makrelen	maˈkʀeːlən
Makroglossie	makʀoglɔˈsiː
Makroklima	makʀokliːmaː
Makrokosmos	makʀokɔsmɔs
Makrokosmus	makʀokɔsmʊs
Makrolinguistik	makʀolɪŋgɥɪstɪk
Makromolekül	makʀomoleˌkyːl
Makrone	maˈkʀoːnə
Makronen	maˈkʀoːnən
Makropode	makʀoˈpoːdə
Makropoden	makʀoˈpoːdən
Makrozephalie	maːkʀoʦefaˈliː
Makulatur	makulaˈtuːʀ
Makulaturen	makulaˈtuːʀən
Mal	maːl
Malabar	maːlabaʀ
Malacca	maˈlakaː
Malachit	malaˈxɪt
Malachite	malaˈxɪtə
Malachiten	malaˈxɪtən
Malachits	malaˈxɪʦ
Malaie	maˈlaɪə
Malaien	maˈlaɪən
Malakka	maˈlakaː
Malamud	malaˈmuːt
Malaria	maˈlaːʀiaː
Malawi	maˈlaːviː
Malaya	maˈlaɪaː
Malaysia	maˈlaɪsiːaː
Malen	maːlən
Maleparte	maleˈpaʀtə
Malepartus	maleˈpaʀtʊs
Maler	maːləʀ
Malerei	maːləˈʀaɪ
Malereien	maːləˈʀaɪən
Malerin	maːləʀɪn
Malern	maːləʀn
Malers	maːləʀs
Malgobek	malgɔˈbɛk
Malheur	maˈløːʀ
Mali	maːliː
Malice	maˈliːsə
Malicen	maˈliːsən
Maliella	maˈljɛlaː
Malimo	maːlimoː
Maliwatt	maliˈvat
Mall	mɔːl
Mallorca	maˈjɔʀkaː
Malm	malm
Malme	malmə
Malmes	malməs
Malms	malms
Malmédy	malmeˈdiː
Malonsäure	maˈloːnzɔɪʀə
Malossol	malɔˈsɔl
Malta	maltaː
Maltase	malˈtaːzə
Maltasen	malˈtaːzən
Malte	maltə
Malteser	malˈteːzəʀ
Malteserin	malˈteːzəʀɪn
Malthusianismus	maltuzjaˈnɪsmʊs
Maltol	malˈtoːl
Maltonwein	malˈtoːnˌvaɪn
Maltose	malˈtoːzə
Maluku	maˈluːkuː
Malvasier	malvaˈziːʀ
Malve	malvə
Malven	malvən
Malz	malʦ
Malzbonbon	malʦˌbɔnˌbɔŋ
Malze	malʦə
Malzes	malʦəs
Malzs	malʦs
Mama	maˈmaː
Mamai	maˈmaɪ
Mamas	maˈmaːs
Mambo	mamboː
Mameluck	maməˈlʊk
Mameluk	maməˈlʊk
Mamillius	maˈmɪljʊs
Mammalier	maˈmaːljəʀ
Mammeri	maməˈʀiː
Mammographie	mamogʀaˈfiː
Mammon	mamɔn
Mammons	mamɔns
Mammut	mamʊt
Mammute	mamʊtə
Mammuten	mamʊtən
Mammuts	mamʊʦ
Mamsell	mamˈzɛl
Mana	maːnaː
Management	mɛnɛʤmɛnt
Managements	mɛnɛʤmɛnʦ
Manager	mɛnɛʤəʀ
Managerin	mɛnɛʤəʀɪn
Managerinnen	mɛnɛʤəʀɪnən
Managerkrankheit	mɛnɛʤəʀˌkʀaŋkhaɪt
Managern	mɛnɛʤəʀn
Managers	mɛnɛʤəʀs
Manama	maˈnaːmaː
Manas	maˈnas
Manchester	mɛnʧɛstəʀ
Mandan	manˈdaːn
Mandandane	manˈdandaneː
Mandant	manˈdant
Mandanten	manˈdantən
Mandarin	mandaˈʀiːn
Mandarine	mandaˈʀiːnə
Mandarinen	mandaˈʀiːnən
Mandarins	mandaˈʀiːns
Mandat	manˈdaːt
Mandate	manˈdaːtə
Mandaten	manˈdaːtən
Mandates	manˈdaːtəs
Mandats	manˈdaːʦ
Mandel	mandəl
Mandela	manˈdeːlaː
Mandeln	mandəln
Mandelschtam	mandɛlʃtam
Mandibel	manˈdiːbəl
Mandingo	manˈdɪŋgoː
Mandioka	manˈdjoːkaː
Mandoline	mandoˈliːnə
Mandoloncelli	mandolɔnˈʧɛliː
Mandoloncello	mandolɔnˈʧɛloː
Mandoloncellos	mandolɔnˈʧɛloːs
Mandy	mɛndiː
Manege	maˈneːʒə
Manegen	maˈneːʒən
Mangan	maŋˈgaːn
Manganat	maŋgaˈnaːt
Manganin	maŋgaˈniːn
Mangbetu	maŋˈbeːtuː
Mangel	maŋəl
Mangeln	maŋəln
Mangels	maŋəls
Mango	maŋgo
Mangold	maŋgɔlt
Mangolde	maŋgɔldə
Mangolden	maŋgɔldən
Mangoldes	maŋgɔldəs
Mangolds	maŋgɔlʦ
Mangrove	maŋˈgʀoːvə
Mangroven	maŋˈgʀoːvən
Mani	maːniː
Manichino	maniˈkiːnoː
Manichäismus	maniçɛˈʔɪsmʊs
Manie	maˈniː
Manien	maˈniːən
Manier	maˈniːʀ
Manieren	maˈniːʀən
Manieriertheit	maˈniːʀiːʀthaɪt
Manierismus	maniˈʀɪsmʊs
Manierist	maniˈʀɪst
Manieristen	maniˈʀɪstən
Manifest	maniˈfɛst
Manifestation	maːnifɛstaˈʦjoːn
Manifestationen	maːnifɛstaˈʦjoːnən
Maniküre	maniˈkyːʀə
Manila	maˈniːlaː
Manilius	maˈniːljʊs
Maniok	maˈnjɔk
Manipel	maˈniːpəl
Manipulation	maːnipulaˈʦjoːn
Manipulationen	maːnipulaˈʦjoːnən
Manipulator	manipuˈlaːtoːʀ
Manipulatoren	manipulaˈtoːʀən
Manipulierbarkeit	manipuˈliːʀbaːʀkaɪt
Manipulierbarkeiten	manipuˈliːʀbaːʀkaɪtən
Manipulierung	manipuˈliːʀʊŋ
Manipulierungen	manipuˈliːʀʊŋən
Manipur	maːnipʊʀ
Manismus	maˈnɪsmʊs
Manito	maːnitoː
Manitu	maːnituː
Manitus	maːnituːs
Manko	maŋkoː
Mankos	maŋkoːs
Mann	man
Manna	manaː
Mannas	manaːs
Manne	manə
Mannen	manən
Mannequin	manəˈkɛ̃ː
Mannequins	manəˈkɛ̃ːs
Mannes	manəs
Mannesalter	manəsˌʔaltəʀ
Mannhaftigkeit	manhaftɪçkaɪt
Mannhaftigkeiten	manhaftɪçkaɪtən
Mannit	maˈnɪt
Mannose	maˈnoːzə
Manns	mans
Mannus	manʊs
Manometer	manoˈmeːtəʀ
Manrique	manˈʀiːkə
Mansarde	manˈzaʀdə
Mansarden	manˈzaʀdən
Manscherei	manʃəˈʀaɪ
Manschereien	manʃəˈʀaɪən
Manschette	manˈʃɛtə
Manschetten	manˈʃɛtən
Mantel	mantəl
Mantels	mantəls
Manteltarif	mantəltaˌʀɪf
Mantelung	mantəlʊŋ
Mantik	mantɪk
Mantilla	manˈtɪljaː
Mantille	manˈtɪljə
Mantisse	manˈtɪsə
Mantissen	manˈtɪsən
Manua	maˈnuːaː
Manual	manuˈaːl
Manubrien	maˈnuːbʀiən
Manubrium	maˈnuːbʀiʊm
Manuel	maːnueːl
Manuela	manuˈeːlaː
Manufaktur	manufakˈtuːʀ
Manufakturen	manufakˈtuːʀən
Manufakturist	maːnufaktuˈʀɪst
Manufakturisten	maːnufaktuˈʀɪstən
Manuskript	manuˈskʀɪpt
Manuskripte	manuˈskʀɪptə
Manuskripten	manuˈskʀɪptən
Manuskriptes	manuˈskʀɪptəs
Manuskripts	manuˈskʀɪpʦ
Manutius	maˈnuːʦɪʊs
Manyoshu	manˈjoːʃuː
Manöver	maˈnøːvəʀ
Manövrierfähigkeit	manøˈvʀiːʀˌfɛːɪçkaɪt
Mao	maːoː
Mappe	mapə
Mappen	mapən
Mara	maːʀaː
Marabu	maːʀabuː
Marabus	maːʀabuːs
Marabut	maʀaˈbuːt
Marabute	maʀaˈbuːtə
Marabutes	maʀaˈbuːtəs
Marabuts	maʀaˈbuːʦ
Marada	maʀaˈdaː
Maradas	maːʀadas
Maragingstahl	maːˈʀɛɪʤɪŋˌʃtaːl
Maranta	maˈʀantaː
Marante	maˈʀantə
Maranten	maˈʀantən
Maraschino	maʀasˈkiːnoː
Marasmus	maˈʀasmʊs
Marathe	maˈʀaːtə
Marathen	maˈʀaːtən
Marathon	maːʀatɔn
Marathons	maːʀatɔns
Marbel	maʀbəl
Marbeln	maʀbəln
Marbels	maʀbəls
Marbuel	maʀbuɛl
Marburg	maːʀbʊʀk
Marc	maʀk
Marcel	maʀˈsɛl
Marcellinus	maʀʦɛˈliːnʊs
Marchesa	maʀˈkeːzaː
Marchesas	maʀˈkeːzaːs
Marco	maʀkoː
Marcus	maʀkʊs
Marder	maʀdəʀ
Mardern	maʀdəʀn
Marders	maʀdəʀs
Mardian	maʀˈdjaːn
Mardochai	maʀdoˈxaːiː
Mare	maːʀə
Marek	maʀɛk
Marelle	maˈʀɛlə
Maremmen	maˈʀɛmən
Maren	maːʀən
Mareshall	maʀeʃal
Marfisa	maʀˈfiːzaː
Marga	maʀgaː
Margarelon	maʀgaˈʀeːlɔn
Margaret	maːgʀət
Margareta	maʀgaˈʀeːtaː
Margarete	maʀgaˈʀeːtə
Margaretha	maʀgaˈʀeːtaː
Margarethe	maʀgaˈʀeːtə
Margarine	maʀgaˈʀiːnə
Margarinen	maʀgaˈʀiːnən
Margarita	maʀgaˈʀitaː
Marge	maʀʒə
Margen	maʀʒən
Margerite	maʀgəˈʀiːtə
Margeriten	maʀgəˈʀiːtən
Margit	maʀgɪt
Margitta	maʀgɪtaː
Margot	maʀgɔt
Margret	maʀgʀɛt
Margrit	maʀgʀɪt
Maria	maˈʀiːaː
Marian	maːʀjan
Marianna	maʀiˈanaː
Marianne	maʀiˈanə
Marie	maˈʀiː
Marien	maˈʀiːən
Marienkult	maˈʀiːənˌkʊlt
Marienkulte	maˈʀiːənˌkʊltə
Marienkulten	maˈʀiːənˌkʊltən
Marienkultes	maˈʀiːənˌkʊltəs
Marienkults	maˈʀiːənˌkʊlʦ
Marienkäfer	maˈʀiːənˌkɛːfəʀ
Marienverehrung	maˈʀiːənfɛʀˌʔeːʀʊŋ
Marienverehrungen	maˈʀiːənfɛʀˌʔeːʀʊŋən
Marietta	maˈʀjɛtaː
Marihuana	maʀiˈhɥaːnaː
Marihuanas	maʀiˈhɥaːnaːs
Marija	maˈʀiːjaː
Marika	maʀikaː
Marille	maˈʀɪlə
Marimba	maˈʀɪmbaː
Marimbaphon	maʀɪmbaˈfoːn
Marina	maˈʀiːnaː
Marinade	maʀiˈnaːdə
Marinaden	maʀiˈnaːdən
Marine	maˈʀiːnə
Marinello	maʀiˈnɛloː
Marino	maˈʀiːnoː
Mario	maːʀioː
Marion	maːʀiɔn
Marionette	maʀjoˈnɛtə
Marita	maˈʀiːtaː
Maritim	maʀiˈtiːm
Maritta	maˈʀɪtaː
Marius	maːʀiʊs
Mariusz	maːʀiʊs
Mariä	maˈʀiːɛː
Mark	maʀk
Markasit	maʀkaˈzɪt
Marke	maʀkə
Marken	maʀkən
Markes	maʀkəs
Marketender	maʀkəˈtɛndəʀ
Marketenderei	maʀkətɛndəˈʀaɪ
Marketenderin	maʀkəˈtɛndəʀɪn
Marketenderinnen	maʀkəˈtɛndəʀɪnən
Marketendern	maʀkəˈtɛndəʀn
Marketenders	maʀkəˈtɛndəʀs
Marketing	maːkɪtɪŋ
Marketings	maːkɪtɪŋs
Markierung	maʀˈkiːʀʊŋ
Markierungen	maʀˈkiːʀʊŋən
Markise	maʀˈkiːzə
Marko	maʀkoː
Markoer	maʀˈkøːʀ
Markoers	maʀˈkøːʀs
Marks	maʀks
Markt	maʀkt
Markte	maʀktə
Marktes	maʀktəs
Markthalle	maʀktˌhalə
Markthallen	maʀktˌhalən
Markts	maʀkʦ
Markup	maʀkəp
Markus	maʀkʊs
Markör	maʀˈkøːʀ
Marlen	maʀˈleːn
Marlene	maʀˈleːnə
Marlies	maʀliːs
Marlis	maʀliːs
Marmel	maʀməl
Marmelade	maʀməˈlaːdə
Marmeladen	maʀməˈlaːdən
Marmeln	maʀməln
Marmels	maʀməls
Marmor	maʀmoːʀ
Marmore	maʀmoːʀə
Marmoren	maʀmoːʀən
Marmorierung	maʀmoˈʀiːʀʊŋ
Marmors	maʀmoːʀs
Marodeur	maʀoˈdøːʀ
Marodeure	maʀoˈdøːʀə
Marodeuren	maʀoˈdøːʀən
Marodeurs	maʀoˈdøːʀs
Marokkaner	maʀɔˈkaːnəʀ
Marokkanerin	maʀɔˈkaːnəʀɪn
Marokko	maˈʀɔkoː
Maron	maˈʀoːn
Maroquin	maʀoˈkɛ̃ː
Marotte	maˈʀɔtə
Marotten	maˈʀɔtən
Marquise	maʀˈkiːsə
Marquisen	maʀˈkiːsən
Marriott	mɛʀiət
Marriotts	mɛʀiəʦ
Mars	maʀs
Marsch	maʀʃ
Marsche	maʀʃə
Marschen	maʀsçən
Marsches	maʀʃəs
Marschs	maʀʃs
Marse	maʀzə
Marseillaise	maʀsɛˈjɛːzə
Marseillaisen	maʀsɛˈjɛːzən
Marseille	maʀˈsɛːj
Marsen	maʀzən
Marses	maʀzəs
Marshallplan	maːʃəlˌplaːn
Marsilius	maʀˈziːljʊs
Marstall	maʀʃtal
Marta	maʀtaː
Marte	maʀtə
Martempering	maːtɛmpəʀɪŋ
Martensit	maʀtɛnˈzɪt
Marter	maʀtəʀ
Martern	maʀtəʀn
Martha	maʀtaː
Marthe	maʀtə
Martin	maʀtiːn
Martina	maʀˈtiːnaː
Martini	maʀˈtiːniː
Martinique	maʀtiˈniːk
Martinshorn	maʀtɪnsˌhɔʀn
Martyrien	maʀˈtyːʀiən
Martyrium	maʀˈtyːʀiʊm
Martyriums	maʀˈtyːʀiʊms
Maruki	maˈʀuːkiː
Marullus	maˈʀʊlʊs
Marx	maʀks
Marxismus	maʀkˈsɪsmʊs
Marxist	maʀkˈsɪst
Marxisten	maʀkˈsɪstən
Marxistin	maʀkˈsɪstɪn
Mary	mɛʀiː
Marzelline	maʀʦɛˈliːnə
Marzellus	maʀˈʦɛlʊs
Marzipan	maʀʦiˈpaːn
Marzipane	maʀʦiˈpaːnə
Marzipanen	maʀʦiˈpaːnən
Marzipanes	maʀʦiˈpaːnəs
Marzipans	maʀʦiˈpaːns
Maräne	maˈʀɛːnə
Marées	maˈʀeː
Masanetz	mazanɛʦ
Masch	maʃ
Masche	maʃə
Maschen	maʃən
Maschine	maˈʃiːnə
Maschinentelegraf	maˈʃiːnɛnteleˌgʀaːf
Maschinerie	maʃinəˈʀiː
Maschineschreiben	maˈʃiːnəˌʃʀaɪbən
Maschineschreibens	maˈʃiːnəˌʃʀaɪbəns
Maschinist	maʃiˈnɪst
Maschinisten	maʃiˈnɪstən
Maser	maːzəʀ
Masereel	mazeʀeːl
Masern	maːzəʀn
Masers	maːzəʀs
Maseru	maˈzeːʀuː
Maserung	maːzəʀʊŋ
Maserungen	maːzəʀʊŋən
Maskarenen	maskaˈʀeːnən
Maskarill	maskaˈʀɪl
Maskaron	maskaˈʀoːn
Maskat	maskat
Maske	maskə
Masken	maskən
Maskenbildner	maskənbɪldnəʀ
Maskenbildnerin	maskənˌbɪltnəʀɪn
Maskerade	maskəˈʀaːdə
Maskeraden	maskəˈʀaːdən
Maskierung	masˈkiːʀʊŋ
Maskierungen	masˈkiːʀʊŋən
Maskottchen	masˈkɔtçən
Maskottchens	masˈkɔtçəns
Maskotte	masˈkɔtə
Maskotten	masˈkɔtən
Maskulinum	maskuliːnʊm
Maskulinums	maskuliːnʊms
Masochismus	mazoˈxɪsmʊs
Masochist	mazoˈxɪst
Masochisten	mazoˈxɪstən
Masora	maˈzoːʀaː
Massa	masaː
Massachusetts	mɛsəˈʧuːsɪʦ
Massage	maˈsaːʒə
Massagen	maˈsaːʒən
Massaker	masakəʀ
Massakern	masakəʀn
Massakers	masakəʀs
Massarena	masaˈʀeːnaː
Massary	maˈsaːʀiː
Massaua	maˈsaʊaː
Masse	masə
Massel	masəl
Massen	masən
Massenflucht	masənflʊxt
Masseur	maˈsøːʀ
Masseure	maˈsøːʀə
Masseuren	maˈsøːʀən
Masseurs	maˈsøːʀs
Masseuse	maˈsøːzə
Massicot	masiˈkoː
Massiv	maˈsiːf
Massiven	maˈsiːvən
Massoret	masoˈʀeːt
Massoreten	masoˈʀeːtən
Mast	mast
Mastaba	mastabaː
Maste	mastə
Masten	mastən
Master	maːstəʀ
Mastes	mastəs
Mastikator	mastiˈkaːtoːʀ
Mastikatoren	mastikaˈtoːʀən
Mastix	mastɪks
Mastodon	mastodɔn
Mastodonten	mastoˈdɔntən
Masts	masʦ
Masturbation	mastʊʀbaˈʦjoːn
Masturbationen	mastʊʀbaˈʦjoːnən
Mastvieh	mastˌviː
Mastviehe	mastˌviːə
Mastviehes	mastˌviːəs
Mastviehs	mastˌviːs
Masur	maˈzuːʀ
Masurium	maˈzuːʀiʊm
Masurka	maˈzʊʀkaː
Masut	maˈzuːt
Matadi	maˈtaːdiː
Matador	mataˈdoːʀ
Match	mɛʧ
Matche	mɛʧə
Matchen	maːtçən
Matches	mɛʧəs
Matchs	mɛʧs
Mate	maːtə
Mater	maːtəʀ
Material	mateˈʀjaːl
Materialien	mateˈʀjaːljən
Materialisation	mateʀjalizaˈʦjoːn
Materialisationen	mateʀjalizaˈʦjoːnən
Materialismus	mateʀjaˈlɪsmʊs
Materialist	mateʀjaˈlɪst
Materialisten	mateʀjaˈlɪstən
Materialität	mateʀjalɪˈtɛːt
Materie	maˈteːʀiə
Materien	maˈteːʀiən
Maternität	matɛʀniˈtɛːt
Mathe	matə
Mathematik	matəmaˈtiːk
Mathematiker	matəˈmaːtikəʀ
Mathematikern	matəˈmaːtɪkəʀn
Mathematikers	matəˈmaːtɪkəʀs
Mathias	maˈtiːas
Mathilde	maˈtɪldə
Mathura	maːtuʀaː
Matinee	matiˈneː
Matineen	matiˈneːən
Matinees	matiˈneːs
Matjeshering	matjəsheːʀɪŋ
Matratze	maˈtʀaʦə
Matratzen	maˈtʀaʦən
Matriarchat	matʀiaʀˈçaːt
Matriarchate	matʀiaʀˈçaːtə
Matriarchaten	matʀiaʀˈçaːtən
Matriarchates	matʀiaʀˈçaːtəs
Matriarchats	matʀiaʀˈçaːʦ
Matrikel	maˈtʀiːkəl
Matrikeln	maˈtʀiːkəln
Matrix	maːtʀɪks
Matrize	maˈtʀiːʦə
Matrizen	maˈtʀiːʦən
Matrone	maˈtʀoːnə
Matronen	maˈtʀoːnən
Matrose	maˈtʀoːzə
Matrosen	maˈtʀoːzən
Matsch	maʧ
