a	ˈa
brn	ˈbɾunejðaɾusaˈlam
brno	ˈbɾeno
broadnet	bɾoaðˈneð
broc	ˈbɾok
brocado	bɾoˈkaðo
brocas	ˈbɾokas
brocate	bɾoˈkate
brocha	ˈbɾoʧa
brochard	bɾoˈʧaɾð
brochas	ˈbɾoʧas
broche	ˈbɾoʧe
brochet	bɾoˈʧeð
brócoli	ˈbɾokoli
broincano	bɾojŋˈkano
broker	ˈbɾowkeɾ
brokers	ˈbɾowkeɾs
broma	ˈbɾoma
bromas	ˈbɾomas
bromato	bɾoˈmato
bromea	bɾoˈmea
bromeaba	bɾomeˈaβa
bromeando	bɾomeˈando
bromear	bɾomeˈaɾ
bromeó	bɾomeˈo
bromista	bɾoˈmista
bromistas	bɾoˈmistas
bromitas	bɾoˈmitas
broña	ˈbɾoɲa
bronca	ˈbɾoŋka
broncas	ˈbɾoŋkas
bronce	ˈbɾonθe
bronceado	bɾonθeˈaðo
bronceadoras	bɾonθeaˈðoɾas
bronces	ˈbɾonθes
bronchales	bɾonˈʧales
bronco	ˈbɾoŋko
broncos	ˈbɾoŋkos
brondo	ˈbɾondo
bronquio	ˈbɾoŋkjo
bronquios	ˈbɾoŋkjos
bronquitis	bɾoŋˈkitis
bronsom	bɾonˈsom
brontosaurio	bɾontoˈsawɾjo
brooks	ˈbɾuks
broome	bɾoˈome
broques	ˈbɾokes
broquetas	bɾoˈketas
brosas	ˈbɾosas
brose	ˈbɾose
brosel	bɾoˈsel
broseta	bɾoˈseta
brosi	ˈbɾosi
brosna	ˈbɾozna
brossa	ˈbɾosa
brossard	bɾoˈsaɾ
brota	ˈbɾota
brotado	bɾoˈtaðo
brotan	ˈbɾotan
brotar	bɾoˈtaɾ
brote	ˈbɾote
brotes	ˈbɾotes
brothers	ˈbɾoðeɾs
broto	ˈbɾoto
brotó	bɾoˈto
brotos	ˈbɾotos
brown	ˈbɾawn
browniano	bɾowˈnjano
brozas	ˈbɾoθas
bru	ˈbɾu
brualia	ˈbɾwalja
bruballa	bɾuˈβaʤa
brucat	bɾuˈkað
bruce	ˈbɾuθe
brucher	bɾuˈʧeɾ
brufal	bɾuˈfal
brufau	bɾuˈfaw
brugal	bɾuˈɣal
brugalada	bɾuɣaˈlaða
brugalla	bɾuˈɣaʤa
brugarola	bɾuɣaˈɾola
brugat	bɾuˈɣað
bruguer	bɾuˈɣeɾ
bruguera	bɾuˈɣeɾa
brugueras	bɾuˈɣeɾas
bruguet	bɾuˈɣeð
bruguillos	bɾuˈɣiʤos
brugulat	bɾuɣuˈlað
bruil	ˈbɾwil
bruixo	ˈbɾujso
bruja	ˈbɾuxa
brujas	ˈbɾuxas
brujería	bɾuxeˈɾia
brujerías	bɾuxeˈɾias
brujo	ˈbɾuxo
brujos	ˈbɾuxos
brújula	ˈbɾuxula
brulles	ˈbɾuʤes
brullet	bɾuˈʤeð
bruma	ˈbɾuma
brumas	ˈbɾumas
brumos	ˈbɾumos
brumosa	bɾuˈmosa
brumoso	bɾuˈmoso
bruna	ˈbɾuna
brunar	bɾuˈnaɾ
brunara	bɾuˈnaɾa
brunei	bɾuˈnej
brunei_darussalam	ˈbɾunejðaɾusaˈlam
brunela	bɾuˈnela
brunell	bɾuˈneʎ
brunella	bɾuˈneʤa
brunells	bɾuˈneʎs
bruneo	bɾuˈneo
brunes	ˈbɾunes
brunete	bɾuˈnete
brunilda	bɾuˈnilda
bruno	ˈbɾuno
bruno_2000_de_inversiones	ˈbɾunoðozˈmildeimbeɾˈsjones
bruno_abundez	ˈbɾunoaβunˈdeθ
bruno_ayllón	ˈbɾunoajˈʎon
bruno_garcía	ˈbɾunoɣaɾˈθia
bruno_hernández	ˈbɾunoeɾˈnandeθ
bruñol	bɾuˈjol
bruñola	bɾuˈɲola
brusca	ˈbɾuska
bruscamente	ˈbɾuskaˈmente
bruscas	ˈbɾuskas
brusco	ˈbɾusko
bruscos	ˈbɾuskos
bruselas	bɾuˈselas
brusell	bɾuˈsei
bruses	ˈbɾuses
bruset	bɾuˈseð
brusola	bɾuˈsola
brusquedad	bɾuskeˈðað
brussels	ˈbɾusels
brustenga	bɾusˈteŋɡa
brustengo	bɾusˈteŋɡo
bruta	ˈbɾuta
brutal	bɾuˈtal
brutales	bɾuˈtales
brutalidad	bɾutaliˈðað
brutalidades	bɾutaliˈðaðes
brutalmente	bɾuˈtalˈmente
brutas	ˈbɾutas
bruto	ˈbɾuto
bruton	ˈbɾuton
brutos	ˈbɾutos
brutus	ˈbɾutus
bruzar	bɾuˈθaɾ
bs	baˈamas
bsch	beˈeseθeˈaʧe
bskyb	biesˈkajβi
bsn_banif	beˈeseˈeneˈβanif
bsp	beˈeseˈpe
btm	beteˈeme
btv	beteˈβe
bu	ˈbu
buac	ˈbwak
buada	ˈbwaða
buadas	ˈbwaðas
buaniol	bwaˈnjol
buaro	ˈbwaɾo
buatas	ˈbwatas
buatell	bwaˈteʎ
buayas	ˈbwaʤas
buberos	buˈβeɾos
bubierca	buˈβjeɾka
bubio	ˈbuβjo
bubónica	buˈβonika
bucal	buˈkal
bucaneros	bukaˈneɾos
bucar	buˈkaɾ
bucaramanga	bukaɾaˈmaŋɡa
bucardo	buˈkaɾðo
bucarest	bukaˈɾezð
bucea	buˈθea
buceadores	buθeaˈðoɾes
bucear	buθeˈaɾ
bucéfalo	buˈθefalo
buceo	buˈθeo
buchaca	buˈʧaka
buchacas	βuˈʧakas
bucharest	buʧaˈɾezð
buckler	ˈbukleɾ
bucle	ˈbukle
bucle_inversor	ˈbukleimbeɾˈsoɾ
bucólica	buˈkolika
bucólico	buˈkoliko
buda	ˈbuða
budados	buˈðaðos
budalle	buˈðal
budapest	buðaˈpezð
budas	ˈbuðas
bude	ˈbuðe
budel	buˈðel
budelo	buˈðelo
budesca	buˈðeska
budet	buˈðeð
budia	ˈbuðja
budimex	buˈðimeɣs
budios	ˈbuðjos
budismo	buˈðizmo
budista	buˈðista
budistas	buˈðistas
budo	ˈbuðo
budria	ˈbuðɾja
budulaque_aldama	buðuˈlakealˈdama
budvar	buðˈβaɾ
budweiser	buˈðwejseɾ
buega	ˈbweɣa
buen	ˈbwen
buen_amor	ˈbwenaˈmoɾ
buen_gobernador	ˈbweŋɡoβeɾnaˈðoɾ
buen_suceso	ˈbwensuˈθeso
buena	ˈbwena
bueña	ˈbweɲa
buena_vista_social_club	ˈbwenaˈβistasoˈθjalˈkluβ
buena_voluntad_en_acción	ˈbwenaβolunˈtaðenakˈθjon
buenacasa	buenaˈkasa
buenache_de_alarcón	bweˈnaʧeðealaɾˈkon
buenache_de_la_sierra	bweˈnaʧeðelaˈsjera
buenafuente	bwenaˈfwente
buenaluque	bwenaˈluke
buenamañana	bwenamaˈɲana
buenamente	ˈbwenaˈmente
buenas	ˈbwenas
buenaventura	bwenaβenˈtuɾa
buenavista	bwenaˈβista
buenavista_de_valdavia	bwenaˈβistaðeβalˈdaβja
buenbas_inversiones	ˈbwembasimbeɾˈsjones
buendía	bwenˈdia
buenísima	bweˈnisima
buenísimas	bweˈnisimas
buenísimo	bweˈnisimo
buenísimos	bweˈnisimos
bueno	ˈbweno
buenorra	bweˈnora
buenos	ˈbwenos
buenos_aires	ˈbwenosˈajɾes
buenos_aires_systems	ˈbwenosˈajɾesˈsistems
buenviaje	bwemˈbjaxe
buero	ˈbweɾo
buesa	ˈbwesa
bueso_pineda	ˈbwesopiˈneða
buet	ˈbweð
buetas	ˈbwetas
bueu	ˈbwew
buey	ˈbwej
bueyes	ˈbweʤes
buez	ˈbweθ
bufa	ˈbufa
búfalo	ˈbufalo
búfalos	ˈbufalos
bufanda	buˈfanda
bufandas	buˈfandas
bufano	buˈfano
bufete	buˈfete
bufete_gómez-ferrer_abogados	buˈfeteˈɣomeθfereɾaβoˈɣaðos
buffalo	ˈbufalo
buffet	buˈfeð
buffets	buˈfeðs
bufi	ˈbufi
bufia	ˈbufja
bufias	ˈbufjas
bufill	buˈfiʤ
bufón	buˈfon
bufonada	bufoˈnaða
bufones	buˈfones
bufor	buˈfoɾ
buforn	ˈbufoɾn
bufort	buˈfoɾð
bufurull	bufuˈɾuʎ
bugada	buˈɣaða
bugado	buˈɣaðo
buganvilla	buɣamˈbiʎa
buganvilla_del_rey	buɣamˈbiʎaðelˈrej
buganvillas	buɣamˈbiʎas
buganza	buˈɣanθa
bugareu	buɣaˈɾew
bugarra	buˈɣara
bugas	ˈbuɣas
bugedo	buˈxeðo
bugel	buˈxel
bugeque	buˈxeke
buggy	ˈbuɣi
bugt	ˈbuɣð
bugueiro	buˈɣejɾo
bugues	ˈbuɣes
buguña	buˈɣuɲa
buhardilla	bwaɾˈðiʎa
buho	ˈbuo
búho	ˈbuo
buigas	ˈbwiɣas
building	ˈbildin
buillos	ˈbwiʤos
buils	ˈbwils
buireo	bwiˈɾeo
buireu	bwiˈɾew
buiria	ˈbwiɾja
buitoni	bwiˈtoni
buitrago_del_lozoya	bwiˈtɾaɣoðelloˈθoʤa
buitre	ˈbwitɾe
buitres	ˈbwitɾes
buix	ˈbwis
buixac	bwjˈsak
buixadera	bwjsaˈðeɾa
buixaderas	bwisaˈðeɾas
buixados	bujˈsaðos
buixens	ˈbwisens
buixons	buˈsons
bujados	buˈxaðos
bujalance	buxaˈlanθe
bujanda	buˈxanda
bujanovac	buxanoˈβak
bujaraloz	buxaɾaˈloθ
bujardon	buˈxaɾðon
bujarrón	buxaˈron
bujarrones	buxaˈrones
bujella	buˈxeʤa
bujer	buˈxeɾ
bujez	buˈxeθ
bujía	buˈxia
bujías	buˈxias
bujidos	buˈxiðos
bujumbura	buxumˈbuɾa
bukhara	buˈkaɾa
bula	ˈbula
bulanger_españa	bulaŋˈxeɾesˈpaɲa
bulawayo	bulaˈɣwaʤo
buldo	ˈbuldo
bulería	buleˈɾia
bulerías	buleˈɾias
bulete	buˈlete
bulevar	buleˈβaɾ
bulevar_sur	buleˈβaɾˈsuɾ
búlgara	ˈbulɣaɾa
bulgaria	bulˈɣaɾja
búlgaro	ˈbulɣaɾo
búlgaros	ˈbulɣaɾos
bulgartabak	bulɣaɾtaˈβak
bulger	bulˈxeɾ
bulimia	buˈlimja
bull	ˈbuʎ
bull_bear	bulˈbeaɾ
bull_invest	bulimˈbezð
bulla	ˈbuʤa
bulla	ˈbuʎa
bullaque	buˈʎake
bullas	ˈbuʎas
bulle	ˈbuʎe
bullicio	buˈʎiθjo
bulliciosa	buʎiˈθjosa
bulliciosas	buʎiˈθjosas
bullicioso	buʎiˈθjoso
bulliciosos	buʎiˈθjosos
bullidor	buʎiˈðoɾ
bullons	buˈʤons
bullrich	buʎˈɾiʧ
bulo	ˈbulo
bulpe	ˈbulpe
bulta	ˈbulta
bultel	bulˈtel
bulto	ˈbulto
bultos	ˈbultos
bulumar	buluˈmaɾ
bumedian	buˈmeðjan
bumerán	bumeˈɾan
bumeranes	bumeˈɾanes
bumerangs	buˈmeɾans
buñalons	buɲaˈlons
bundesbank	bundezˈβaŋk
bundesliga	bundezˈliɣa
bundestag	bundesˈtaɣ
bundio	ˈbundjo
bundo	ˈbundo
buneri	buˈneɾi
bunet	buˈneð
buneu	buˈnew
bunga	ˈbuŋɡa
bungalow	buŋɡaˈlo
bungalows	buŋɡaˈlos
buniel	buˈnjel
buniva	buˈniβa
búnker	ˈbuŋkeɾ
bunkers	ˈbuŋkeɾs
buñol	buˈɲol
bunou	buˈnow
buñuales	buˈɲwales
buñuel	buˈɲwel
buñuelo	buˈɲwelo
buñuelos	buˈɲwelos
bunyol	buˈɲol
bunyola	bunˈʤola
buono	ˈbwono
buque	ˈbuke
buquera	buˈkeɾa
buques	ˈbukes
burata	buˈɾata
burbáguena	buɾˈβaɣena
burballa	buɾˈβaʤa
burberry	buɾˈβeri
burberry_spain	buɾˈβeriesˈpejn
burbia-99_de_inversiones	ˈbuɾβianoβentajˈnweβeðeimbeɾˈsjones
burbosa	buɾˈβosa
burbuja	buɾˈβuxa
burbujas	buɾˈβuxas
burcet	buɾˈθeð
burchaga	buɾˈʧaɣa
burchelo	buɾˈʧelo
burción	buɾˈθjon
burda	ˈbuɾða
burdamente	ˈbuɾðaˈmente
burdas	ˈbuɾðas
burdel	buɾˈðel
burdeles	buɾˈðeles
burdeos	buɾˈðeos
burdo	ˈbuɾðo
burdon	ˈbuɾðon
burdos	ˈbuɾðos
burdoy	buɾˈðoj
bureda	buˈɾeða
burel	buˈɾel
bureles	buˈɾeles
bures	ˈbuɾes
bureta	buˈɾeta
burete	buˈɾete
burga	ˈbuɾɣa
burgal	buɾˈɣal
burgalat	buɾɣaˈlað
burgalés	buɾɣaˈles
burgalesa	buɾɣaˈlesa
burgalet	buɾɣaˈleð
burgall	buɾˈɡaʤ
burgalla	buɾˈɣaʤa
burgals	buɾˈɣals
burgaña	buɾˈɣaɲa
burganes_de_valverde	buɾˈɣanezðeβalˈβeɾðe
burgarola	buɾɣaˈɾola
burgarolas	buɾɣaˈɾolas
burgas	ˈbuɾɣas
burgase	buɾˈɣase
burgaset	buɾɣaˈseð
burgay	buɾˈɣaj
burgaya	buɾˈɣaʤa
burgell	buɾˈxeʤ
burger	ˈbuɾɣeɾ
burgillo	buɾˈxiʤo
burgio	ˈbuɾxjo
burgo_de_osma	ˈbuɾɣoðeˈozma
burgohondo	buɾɣoˈondo
burgos	ˈbuɾɣos
burgueros	buɾˈɣeɾos
burgués	buɾˈɣes
burguesa	buɾˈɣesa
burguesas	buɾˈɣesas
burgueses	buɾˈɣeses
burguesía	buɾɣeˈsia
burguesitos	buɾɣeˈsitos
burgueta	buɾˈɣeta
burguete	buɾˈɣete
burgueto	buɾˈɣeto
burgui	ˈbuɾɣi
burguillos	buɾˈɣiʎos
burguillos_de_toledo	buɾˈɣiʎozðetoˈleðo
burguillos_del_cerro	buɾˈɣiʎozðelˈθero
burguilos	buɾˈɣilos
buri	ˈbuɾi
burian	ˈbuɾjan
burítica	buˈɾitika
burjales	buɾˈxales
burjasot	buɾxaˈsoð
burjassot	buɾxaˈsoð
burjelo	buɾˈxelo
burjo	ˈbuɾxo
burka	ˈbuɾka
burkas	ˈbuɾkas
burkina_faso	buɾˈkinaˈfaso
burla	ˈbuɾla
burlada	buɾˈlaða
burladero	buɾlaˈðeɾo
burlado	buɾˈlaðo
burlan	ˈbuɾlan
burlando	buɾˈlando
burlándose	buɾˈlandose
burlar	buɾˈlaɾ
burlarse	buɾˈlaɾse
burlas	ˈbuɾlas
burlen	ˈbuɾlen
burlo	ˈbuɾlo
burló	buɾˈlo
burlón	buɾˈlon
burmas_inversiones	ˈbuɾmasimbeɾˈsjones
burnat	buɾˈnað
burniol	buɾˈnjol
burns	ˈbaɾns
burocash	buɾoˈkas
burocracia	buɾoˈkɾaθja
burócrata	buˈɾokɾata
burócratas	buˈɾokɾatas
burocrática	buɾoˈkɾatika
burocráticas	buɾoˈkɾatikas
burocrático	buɾoˈkɾatiko
burocráticos	buɾoˈkɾatikos
burón	buˈɾon
buronat	buɾoˈnað
burplan	ˈbuɾplan
burquillos	buɾˈkiʤos
burra	ˈbura
burrada	buˈraða
burradas	buˈraðas
burriana	buˈrjana
burrito	buˈrito
burritos	buˈritos
burro	ˈburo
burros	ˈburos
burrull	buˈruʎ
bursátil	buɾˈsatil
bursátiles	buɾˈsatiles
bursitis	buɾˈsitis
burson	ˈbuɾson
bursosa	buɾˈsosa
buruel	buˈɾwel
burujón	buɾuˈxon
burun	ˈbuɾun
burunat	buɾuˈnað
burundi	buˈɾundi
burungain	buˈɾunɡajn
burusco	buˈɾusko
burzon	ˈbuɾθon
burzuri	buɾˈθuɾi
bus	ˈbus
busaco	buˈsako
busca	ˈbuska
buscaba	busˈkaβa
buscábamos	busˈkaβamos
buscaban	busˈkaβan
buscabas	busˈkaβas
buscad	busˈkað
buscada	busˈkaða
buscaderas	buskaˈðeɾas
buscado	busˈkaðo
buscador	buskaˈðoɾ
buscadores	buskaˈðoɾes
buscados	busˈkaðos
buscalla	busˈkaʤa
búscalo	ˈbuskalo
buscamos	busˈkamos
buscan	ˈbuskan
buscando	busˈkando
buscándose	busˈkandose
buscapersonas	buskapeɾˈsonas
buscar	busˈkaɾ
buscara	busˈkaɾa
buscará	buskaˈɾa
buscaran	busˈkaɾan
buscarán	buskaˈɾan
buscaré	buskaˈɾe
buscaremos	buskaˈɾemos
buscaría	buskaˈɾia
buscarías	buskaˈɾias
buscarla	busˈkaɾla
buscarlas	busˈkaɾlas
buscarle	busˈkaɾle
buscarles	busˈkaɾles
buscarlo	busˈkaɾlo
buscarlos	busˈkaɾlos
buscarme	busˈkaɾme
buscarnos	busˈkaɾnos
buscaron	busˈkaɾon
buscarons	buskaˈɾons
buscarse	busˈkaɾse
buscarte	busˈkaɾte
buscas	ˈbuskas
búscate	ˈbuskate
buscavidas	buskaˈβiðas
busco	ˈbusko
buscó	busˈko
buscón_don_pablos	busˈkonˈdomˈpaβlos
buscona	busˈkona
buses	ˈbuses
bush	ˈbus
busi	ˈbusi
business_document	ˈbisnisˈðokjumend
business_week	ˈbisnisɡwik
busmondo_sim	buzˈmondoˈsim
busot	buˈsoð
busque	ˈbuske
busqué	busˈke
búsqueda	ˈbuskeða
búsquedas	ˈbuskeðas
busquéis	busˈkejs
busquemos	busˈkemos
busquen	ˈbusken
busques	ˈbuskes
busquest	busˈkesð
busquets	busˈkets
busqui	ˈbuski
bustamán	bustaˈman
bustamante	bustaˈmante
bustara	busˈtaɾa
bustaras	busˈtaɾas
bustarviejo	bustaɾˈβjexo
busteros	busˈteɾos
bustillo_del_oro	busˈtiʎoðelˈoɾo
bustillo_del_páramo	busˈtiʎoðelˈpaɾamo
busto	ˈbusto
bustos	ˈbustos
busuldo	buˈsuldo
butaca	buˈtaka
butacas	buˈtakas
butanero	butaˈneɾo
butanito	butaˈnito
butano	buˈtano
butargas	buˈtaɾɣas
butarque	buˈtaɾke
bute	ˈbute
buteflika	buteˈflika
butera	buˈteɾa
butifull	butiˈfuʎ
butille	buˈtil
butjosa	buðˈʤosa
butrago	buˈtɾaɣo
butragueño	butɾaˈɣeɲo
butrera	buˈtɾeɾa
butrón	buˈtɾon
butxaca	buˈʧaka
buve	ˈbuβe
buxadera	busaˈðeɾa
buxades	buˈsaðes
buxados	buˈsaðos
buxareu	busaˈɾew
buxelo	buˈselo
buxeres	buˈseɾes
buxes	ˈbuses
buyet	buˈʤeð
buyolo	buˈʤolo
buyuelo	buˈʤwelo
buyumbura	buʤumˈbuɾa
buzón	buˈθon
buzones	buˈθones
buzos	ˈbuθos
bv	ˈizlaðeβowˈβeð
bvt	ˈizlaðeβowˈβeð
bw	botzˈɣwana
bwa	botzˈɣwana
bwe	beˈuβeˈðoβleˈe
by	bjeloˈrusja
bygodot	biɣoˈðoð
byn_dominical	beiˈeneðominiˈkal
bysac	biˈsak
byte	ˈbajð
bytes	ˈbajðs
bz	beˈliθe
c	ˈθe
c.c.	ˈkwentakoˈrjente
c/tac_informática	θetaɣimfoɾˈmatika
c&n	θeˈʤene
c&s_pamel_inversiones	θeanˈesepaˈmelimbeɾˈsjones
c100	ˈθeθjen
ca	ˈka
caba	ˈkaβa
cababellas	kaβaˈβeʤas
cabaces	kaˈβaθes
cabades	kaˈβaðes
cabadilla	kaβaˈðiʤa
cabajosa	kaβaˈxosa
cabal	kaˈβal
cabalar	kaβaˈlaɾ
cábalas	ˈkaβalas
cabale	kaˈβale
cabaleiros	kaβaˈlejɾos
cabales	kaˈβales
cabalga	kaˈβalɣa
cabalgada	kaβalˈɣaða
cabalgadura	kaβalɣaˈðuɾa
cabalgaduras	kaβalɣaˈðuɾas
cabalgamos	kaβalˈɣamos
cabalgan	kaˈβalɣan
cabalgando	kaβalˈɣando
cabalgar	kaβalˈɣaɾ
cabalgata	kaβalˈɣata
cabalgue	kaˈβalɣe
caball	kaˈβaʤ
caballa	kaˈβaʎa
caballé	kabaˈʎe
caballed	kaβaˈʎeð
caballera	kaβaˈʤeɾa
caballería	kaβaʎeˈɾia
caballerías	kaβaʎeˈɾias
caballerizas	kaβaʎeˈɾiθas
caballero	kaβaˈʎeɾo
caballero_de_gracia	kaβaˈʎeɾoðeˈɣɾaθja
caballero_de_la_blanca_luna	kaβaˈʎeɾoðelaˈβlaŋkaˈluna
caballero_de_la_mancha	kaβaˈʎeɾoðelaˈmanʧa
caballero_de_la_triste_figura	kaβaˈʎeɾoðelaˈtɾistefiˈɣuɾa
caballero_de_los_espejos	kaβaˈʎeɾoðelosesˈpexos
caballero_de_los_leones	kaβaˈʎeɾoðelozleˈones
caballeros	kaβaˈʎeɾos
caballeros_del_santo_sepulcro	kaβaˈʎeɾozðelˈsantoseˈpulkɾo
caballerosidad	kaβaʎeɾosiˈðað
caballista	kaβaˈʎista
caballito	kaˈβaʎito
caballitos	kaβaˈʎitos
caballo	kaˈβaʎo
caballos	kaˈβaʤos
caballos	kaˈβaʎos
cabalmente	kaˈβalˈmente
cabames	kaˈβames
cabana	kaˈβana
cabaña	kaˈβaɲa
cabañal-malvarrosa	kaβaɲalmalβaˈrosa
cabañaquinta	kaβaɲaˈkinta
cabañas	kaˈβaɲas
cabañas_de_madera	kaˈβaɲazðemaˈðeɾa
cabañas_del_castillo	kaˈβaɲazðelkasˈtiʎo
cabañas_raras	kaˈβaɲazˈraɾas
cabane	kaˈβane
cabanel	kaβaˈnel
cabanellos	kaβaˈneʤos
cabaner	kaβaˈneɾ
cabanes	kaˈβanes
cabani	kaˈβani
cabanillas	kaβaˈniʎas
cabanillas_de_la_sierra	kaβaˈniʎazðelaˈsjera
cabañol	kaβaˈɲol
cabaré	kaβaˈɾe
cabaret	kaβaˈɾeð
cabaretera	kaβaɾeˈteɾa
cabario	kaˈβaɾjo
cabarubias	kaβaˈɾuβjas
cabaya	kaˈbaʤa
cabayen	kaˈβaʤen
cabayol	kaβaˈʤol
cabe	ˈkaβe
cabecea	kaβeˈθea
cabeceador	kaβeθeaˈðoɾ
cabecear	kaβeθeˈaɾ
cabeceó	kaβeθeˈo
cabecera	kaβeˈθeɾa
cabeceran	kaβeˈθeɾan
cabeceras	kaβeˈθeɾas
cabecero	kaβeˈθeɾo
cabecilla	kaβeˈθiʎa
cabecillas	kaβeˈθiʎas
cabecita	kaβeˈθita
cabecitas	kaβeˈθitas
cabeiro	kaˈβejɾo
cabellera	kaβeˈʎeɾa
cabellera_de_berenice	kaβeˈʎeɾaðeβeɾeˈniθe
cabello	kaˈβeʎo
cabello_lapiedra	kaˈβeʎolaˈpjeðɾa
cabellos	kaˈβeʎos
cabellu	kaˈβeʤu
cabellud	kaβeˈʤuð
cabemos	kaˈβemos
caben	ˈkaβen
cabeo	kaˈβeo
caber	kaˈβeɾ
cabera	kaˈβeɾa
caberol	kaβeˈɾol
caberto	kaˈβeɾto
cabes	ˈkaβes
cabesas	kaˈβesas
cabestero	kaβesˈteɾo
cabestreros	kaβesˈtɾeɾos
cabestro	kaˈβestɾo
cabestros	kaˈβestɾos
cabeza	kaˈβeθa
cabeza_de_buey	kaˈβeθaðeˈβwej
cabeza_de_framontanos	kaˈβeθaðefɾamonˈtanos
cabeza_de_hierro	kaˈβeθaðeˈʤero
cabeza_de_manzaneda	kaˈβeθaðemanθaˈneða
cabeza_del_buey	kaˈβeθaðelˈβwej
cabeza_del_caballo	kaˈβeθaðelkaˈβaʎo
cabeza_del_villar	kaˈβeθaðelβiˈʎaɾ
cabeza_grande	kaˈβeθaˈɣɾande
cabeza_la_vaca	kaˈβeθalaˈβaka
cabeza_lijar	kaˈβeθaliˈxaɾ
cabeza_mesada	kaˈβeθameˈsaða
cabeza_reina	kaˈβeθaˈrejna
cabezalero	kaβeθaˈleɾo
cabezamesada	kaβeθameˈsaða
cabezarados	kaβeθaˈɾaðos
cabezarrubias_del_puerto	kaβeθaˈruβjazðelˈpweɾto
cabezas	kaˈβeθas
cabezas_del_villar	kaˈβeθazðelβiˈʎaɾ
cabezas_rubias	kaˈβeθazˈruβjas
cabezazo	kaβeˈθaθo
cabezazos	kaβeˈθaθos
cabezita	kaβeˈθita
cabezo	kaˈβeθo
cabezo_de_morés	kaˈβeθoðemoˈɾes
cabezo_de_torres	kaˈβeθoðeˈtores
cabezo_gordo	kaˈβeθoˈɣoɾðo
cabezón	kaβeˈθon
cabezón_de_cameros	kaβeˈθondekaˈmeɾos
cabezón_de_la_sal	kaβeˈθondelaˈsal
cabezón_de_liébana	kaβeˈθondeˈljeβana
cabezones	kaβeˈθones
cabezota	kaβeˈθota
cabezotas	kaβeˈθotas
cabezudos	kaβeˈθuðos
cabezuela_del_valle	kaβeˈθwelaðelˈβaʎe
cabezuelas	kaβeˈθwelas
cabezuelos	kaβeˈθwelos
cabía	kaˈβia
cabían	kaˈβian
cabida	kaˈβiða
cabildo	kaˈβildo
cabildo_insular	kaˈβildoinsuˈlaɾ
cabillo	kaˈβiʤo
cabina	kaˈβina
cabinas	kaˈβinas
cabinos	kaˈβinos
cabirol	kaβiˈɾol
cabistan	kaˈβistan
cabizbajo	kaβiθˈβaxo
cabizbajos	kaβiθˈβaxos
cable	ˈkaβle
cableado	kaβleˈaðo
cables	ˈkaβles
cablevisión	kaβleβiˈsjon
cabmar_de_inversiones	kaβˈmaɾðeimbeɾˈsjones
cabo	ˈkaβo
cabo_andritxol	ˈkaβoandɾiˈʧol
cabo_berbería	ˈkaβoβeɾβeˈɾia
cabo_blanc	ˈkaβoˈβlaŋk
cabo_burela	ˈkaβoβuˈɾela
cabo_busto	ˈkaβoˈβusto
cabo_cañaveral	ˈkaβokaɲaβeˈɾal
cabo_cebes	ˈkaβoˈθeβes
cabo_cope	ˈkaβoˈkope
cabo_corrubedo	ˈkaβokoruˈβeðo
cabo_da_nave	ˈkaβoˈðaˈnaβe
cabo_de_ajo	ˈkaβoðeˈaxo
cabo_de_albarca	ˈkaβoðealˈβaɾka
cabo_de_artrutx	ˈkaβoðeaɾˈtɾuʧ
cabo_de_barbaria	ˈkaβoðeβaɾˈβaɾja
cabo_de_cala_figuera	ˈkaβoðeˈkalafiˈɣeɾa
cabo_de_cavalleria	ˈkaβoðekaβaˈʎeɾja
cabo_de_creus	ˈkaβoðeˈkɾews
cabo_de_favàritx	ˈkaβoðefaˈβaɾiʧ
cabo_de_formentor	ˈkaβoðefoɾmenˈtoɾ
cabo_de_gata	ˈkaβoðeˈɣata
cabo_de_la_nao	ˈkaβoðelaˈnao
cabo_de_las_huertas	ˈkaβoðelazˈɣweɾtas
cabo_de_laxe	ˈkaβoðeˈlaɣse
cabo_de_llebeig	ˈkaβoðeʎeˈβejɣ
cabo_de_mar	ˈkaβoðeˈmaɾ
cabo_de_norfeu	ˈkaβoðenoɾˈfew
cabo_de_oropesa	ˈkaβoðeoɾoˈpesa
cabo_de_oyambre	ˈkaβoðeoˈʤambɾe
cabo_de_palos	ˈkaβoðeˈpalos
cabo_de_peñas	ˈkaβoðeˈpeɲas
cabo_de_sa_mola	ˈkaβoðeˈsaˈmola
cabo_de_san_adrián	ˈkaβoðeˈsanaˈðɾjan
cabo_de_san_antonio	ˈkaβoðeˈsananˈtonjo
cabo_de_san_martín	ˈkaβoðeˈsammaɾˈtin
cabo_de_sant_sebastián	ˈkaβoðesanseβasˈtjaŋ
cabo_de_santa_pola	ˈkaβoðeˈsantaˈpola
cabo_de_ses_salines	ˈkaβoðeˈsessaˈlines
cabo_de_tarifa	ˈkaβoðetaˈɾifa
cabo_de_terme	ˈkaβoðeˈteɾme
cabo_de_udra	ˈkaβoðeˈuðɾa
cabo_del_agua	ˈkaβoðelˈaɣwa
cabo_des_freu	ˈkaβoˈðesˈfɾew
cabo_des_pinar	ˈkaβoˈðespiˈnaɾ
cabo_enderrocat	ˈkaβoenderoˈkað
cabo_falcoeira	ˈkaβofalkoˈejɾa
